,,,,,,Perf,Aeri
Player,Pos,Squad,Comp,Age,90s,Recov,Won%
,,,,,,,
Giovanni Simeone\Giovanni-Simeone,FW,Cagliari,it Serie A,25,19.3,3.78,22.9
Moses Simon\Moses-Simon,FWMF,Nantes,fr Ligue 1,25,25.8,5.47,39.2
Unai Simón\Unai-Simon,GK,Athletic Club,es La Liga,23,37.0,4.81,0.0
Xavi Simons\Xavi-Simons,MF,Paris S-G,fr Ligue 1,17,0.0,1,
Jóan Símun Edmundsson\Joan-Simun-Edmundsson,MFFW,Arminia,de Bundesliga,29,0.6,1.67,25.0
Wilfried Singo\Wilfried-Singo,DF,Torino,it Serie A,19,20.6,8.64,58.1
Daley Sinkgraven\Daley-Sinkgraven,DF,Leverkusen,de Bundesliga,25,17.4,11.6,33.3
Dimitris Siovas\Dimitris-Siovas,DF,Huesca,es La Liga,31,34.1,10.1,68.8
Tobias Sippel\Tobias-Sippel,GK,M'Gladbach,de Bundesliga,32,3.8,4.21,
Salvatore Sirigu\Salvatore-Sirigu,GK,Torino,it Serie A,33,32.0,4.16,
Issouf Sissokho\Issouf-Sissokho,MF,Bordeaux,fr Ligue 1,18,0.9,7.78,0.0
Ibrahima Sissoko\Ibrahima-Sissoko,MF,Strasbourg,fr Ligue 1,22,28.7,10.1,69.0
Moussa Sissoko\Moussa-Sissoko,MF,Tottenham,eng Premier League,30,17.6,10.4,41.5
Nelson Sissoko\Nelson-Sissoko,DF,Saint-Étienne,fr Ligue 1,23,5.3,9.43,54.5
Antonio Sivera\Antonio-Sivera,GK,Alavés,es La Liga,23,0.8,7.50,
Jacques Siwe\Jacques-Siwe,FW,Dijon,fr Ligue 1,19,1.9,3.16,42.9
Ellyes Skhiri\Ellyes-Skhiri,MF,Köln,de Bundesliga,25,30.9,11.7,51.7
Łukasz Skorupski\Lukasz-Skorupski,GK,Bologna,it Serie A,29,28.0,4.57,
Andreas Skov Olsen\Andreas-Skov-Olsen,FWDF,Bologna,it Serie A,20,13.1,6.34,44.4
Robert Skov\Robert-Skov,FWDF,Hoffenheim,de Bundesliga,24,12.9,7.29,28.9
Milan Škriniar\Milan-Skriniar,DF,Inter,it Serie A,25,30.9,8.41,52.1
Steven Skrzybski\Steven-Skrzybski,FWDF,Schalke 04,de Bundesliga,27,4.7,7.66,30.0
Petar Škuletić\Petar-Skuletic,FWMF,Montpellier,fr Ligue 1,30,2.6,3.85,48.9
Islam Slimani\Islam-Slimani,FW,Leicester City,eng Premier League,32,0.2,0.00,75.0
Islam Slimani\Islam-Slimani,FW,Lyon,fr Ligue 1,32,6.4,4.38,47.1
William Smallbone\William-Smallbone,MF,Southampton,eng Premier League,20,1.9,6.32,42.9
Chris Smalling\Chris-Smalling,DF,Roma,it Serie A,30,12.3,9.19,69.6
Emile Smith-Rowe\Emile-Smith-Rowe,MFFW,Arsenal,eng Premier League,20,16.0,6.63,47.1
Robert Snodgrass\Robert-Snodgrass,MFFW,West Brom,eng Premier League,32,5.8,9.48,43.5
Robert Snodgrass\Robert-Snodgrass,FWDF,West Ham,eng Premier League,32,0.1,0.00,
Cédric Soares\Cedric-Soares,DF,Arsenal,eng Premier League,28,8.3,8.31,41.7
Rafa Soares\Rafa-Soares,DF,Eibar,es La Liga,25,12.6,10.4,50.0
Rubén Sobrino\Ruben-Sobrino,MFFW,Valencia,es La Liga,28,0.5,12.0,0.0
Rubén Sobrino\Ruben-Sobrino,FWMF,Cádiz,es La Liga,28,12.4,5.16,39.0
Simon Sohm\Simon-Sohm,MF,Parma,it Serie A,19,10.0,7.60,64.7
Augusto Solari\Augusto-Solari,MF,Celta Vigo,es La Liga,28,5.4,8.70,48.0
Roberto Soldado\Roberto-Soldado,FW,Granada,es La Liga,35,16.0,4.31,26.7
Carlos Soler\Carlos-Soler,MF,Valencia,es La Liga,23,30.4,7.80,44.7
Yann Sommer\Yann-Sommer,GK,M'Gladbach,de Bundesliga,31,30.1,4.62,
Son\Son,DFMF,Levante,es La Liga,26,12.3,8.13,50.0
Brandon Soppy\Brandon-Soppy,DF,Rennes,fr Ligue 1,18,6.2,8.87,35.3
David Soria\David-Soria,GK,Getafe,es La Liga,27,28.0,6.32,
Roberto Soriano\Roberto-Soriano,MF,Bologna,it Serie A,29,36.1,5.90,36.8
Alberto Soro\Alberto-Soro,FWMF,Granada,es La Liga,21,4.4,8.18,31.3
Borna Sosa\Borna-Sosa,DF,Stuttgart,de Bundesliga,22,22.7,7.05,56.4
Hugo Sotelo\Hugo-Sotelo,MF,Celta Vigo,es La Liga,16,0.0,0,
Florian Sotoca\Florian-Sotoca,FW,Lens,fr Ligue 1,29,26.8,4.59,44.4
Riccardo Sottil\Riccardo-Sottil,MFFW,Cagliari,it Serie A,21,13.2,7.50,25.0
Cheick Souaré\Cheick-Souare,MF,Marseille,fr Ligue 1,17,0.1,10.0,0.0
Tomáš Souček\Tomas-Soucek,MF,West Ham,eng Premier League,25,38.0,12.2,63.0
Rayan Souici\Rayan-Souici,DF,Saint-Étienne,fr Ligue 1,22,0.1,30.0,0.0
Cebio Soukou\Cebio-Soukou,FWMF,Arminia,de Bundesliga,27,5.1,7.25,38.5
Adama Soumaoro\Adama-Soumaoro,DF,Bologna,it Serie A,28,19.5,9.44,79.5
Adama Soumaoro\Adama-Soumaoro,DF,Lille,fr Ligue 1,28,1.6,8.75,100.0
Boubakary Soumaré\Boubakary-Soumare,MF,Lille,fr Ligue 1,21,21.3,9.86,60.9
Yaya Soumaré\Yaya-Soumare,FW,Lyon,fr Ligue 1,20,0.0,0,
Arnaud Souquet\Arnaud-Souquet,DF,Montpellier,fr Ligue 1,28,13.6,7.65,31.6
Ansou Sow\Ansou-Sow,MF,Lens,fr Ligue 1,20,0.1,0.00,100.0
Djibril Sow\Djibril-Sow,MF,Eint Frankfurt,de Bundesliga,23,24.2,10.7,50.0
Saidou Sow\Saidou-Sow,DF,Saint-Étienne,fr Ligue 1,18,11.1,11.4,64.4
Çağlar Söyüncü\Caglar-Soyuncu,DF,Leicester City,eng Premier League,24,20.2,9.21,62.6
Leonardo Spinazzola\Leonardo-Spinazzola,DF,Roma,it Serie A,27,23.6,8.35,66.7
Marco Sportiello\Marco-Sportiello,GK,Atalanta,it Serie A,28,14.0,4.93,0.0
Mattia Sprocati\Mattia-Sprocati,FW,Parma,it Serie A,27,0.2,5.00,
Jerry St. Juste\Jerry-St-Juste,DF,Mainz 05,de Bundesliga,23,32.0,9.16,49.6
Benjamin Stambouli\Benjamin-Stambouli,MFDF,Schalke 04,de Bundesliga,29,21.7,11.7,56.8
Josip Stanišić\Josip-Stanisic,DF,Bayern Munich,de Bundesliga,20,1.0,12.0,62.5
Niklas Stark\Niklas-Stark,DFMF,Hertha BSC,de Bundesliga,25,31.0,9.10,60.3
Renato Steffen\Renato-Steffen,FWMF,Wolfsburg,de Bundesliga,28,17.4,8.16,46.2
Zack Steffen\Zack-Steffen,GK,Manchester City,eng Premier League,25,1.0,2.00,
Pascal Stenzel\Pascal-Stenzel,DF,Stuttgart,de Bundesliga,24,14.2,13.7,47.6
Dale Stephens\Dale-Stephens,MF,Burnley,eng Premier League,31,2.9,16.9,55.6
Jack Stephens\Jack-Stephens,DF,Southampton,eng Premier League,26,17.1,10.2,59.1
Raheem Sterling\Raheem-Sterling,FW,Manchester City,eng Premier League,25,28.2,4.36,16.1
Enda Stevens\Enda-Stevens,DF,Sheffield Utd,eng Premier League,30,30.0,8.93,49.4
Lars Stindl\Lars-Stindl,MFFW,M'Gladbach,de Bundesliga,31,21.8,7.02,39.5
Kevin Stöger\Kevin-Stoger,MFFW,Mainz 05,de Bundesliga,26,6.0,12.2,33.3
John Stones\John-Stones,DF,Manchester City,eng Premier League,26,21.5,8.23,75.4
Thomas Strakosha\Thomas-Strakosha,GK,Lazio,it Serie A,25,9.0,5.22,
Tobias Strobl\Tobias-Strobl,MF,Augsburg,de Bundesliga,30,20.5,10.6,46.6
Kevin Strootman\Kevin-Strootman,MF,Genoa,it Serie A,30,14.6,8.01,45.5
Kevin Strootman\Kevin-Strootman,MF,Marseille,fr Ligue 1,30,2.6,10.8,54.5
Pascal Struijk\Pascal-Struijk,DFMF,Leeds United,eng Premier League,20,23.1,9.87,53.1
Jens Stryger Larsen\Jens-Stryger-Larsen,DF,Udinese,it Serie A,29,29.3,6.35,36.7
Stefano Sturaro\Stefano-Sturaro,MF,Genoa,it Serie A,27,4.9,12.0,30.0
Stefano Sturaro\Stefano-Sturaro,MF,Hellas Verona,it Serie A,27,4.7,8.51,50.0
Damián Suárez\Damian-Suarez,DF,Getafe,es La Liga,32,27.0,9.67,56.1
Denis Suárez\Denis-Suarez,MF,Celta Vigo,es La Liga,26,31.7,7.79,43.3
Luis Suárez\Luis-Suarez,FW,Atlético Madrid,es La Liga,33,27.9,3.15,41.0
Marek Suchý\Marek-Suchy,DF,Augsburg,de Bundesliga,32,3.4,5.29,70.0
Niklas Süle\Niklas-Sule,DF,Bayern Munich,de Bundesliga,24,16.7,10.7,57.9
Suso\Suso,FW,Sevilla,es La Liga,26,24.6,4.92,26.3
Bosko Sutalo\Bosko-Sutalo,DF,Atalanta,it Serie A,20,2.6,11.2,63.6
Mattias Svanberg\Mattias-Svanberg,MF,Bologna,it Serie A,21,20.6,8.40,48.7
Abdoulaye Sylla\Abdoulaye-Sylla,DF,Nantes,fr Ligue 1,20,0.1,10.0,
Issiaga Sylla\Issiaga-Sylla,DF,Lens,fr Ligue 1,26,12.4,8.23,56.0
Eddy Sylvestre\Eddy-Sylvestre,FWMF,Nice,fr Ligue 1,20,1.1,2.73,0.0
Ádám Szalai\Adam-Szalai,FW,Mainz 05,de Bundesliga,32,8.1,6.67,40.4
Wojciech Szczęsny\Wojciech-Szczesny,GK,Juventus,it Serie A,30,29.7,4.51,
Frederik Sørensen\Frederik-Sorensen,DFMF,Köln,de Bundesliga,28,1.1,12.7,62.5
Alexander Sørloth\Alexander-Sorloth,FW,RB Leipzig,de Bundesliga,24,16.0,4.19,65.7
Tachi\Tachi,DF,Alavés,es La Liga,22,9.4,6.91,48.8
Jonathan Tah\Jonathan-Tah,DF,Leverkusen,de Bundesliga,24,24.7,12.8,67.4
Waniss Taibi\Waniss-Taibi,MF,Angers,fr Ligue 1,18,0.4,0.00,
Flavien Tait\Flavien-Tait,MFFW,Rennes,fr Ligue 1,27,15.2,8.82,50.0
Adrien Tameze\Adrien-Tameze,MF,Hellas Verona,it Serie A,26,25.6,11.7,48.0
Japhet Tanganga\Japhet-Tanganga,DF,Tottenham,eng Premier League,21,5.4,9.26,55.0
Renato Tapia\Renato-Tapia,MF,Celta Vigo,es La Liga,25,30.0,11.7,56.0
Edmond Tapsoba\Edmond-Tapsoba,DF,Leverkusen,de Bundesliga,21,29.5,13.4,64.2
Matt Targett\Matt-Targett,DF,Aston Villa,eng Premier League,24,37.8,9.39,60.9
James Tarkowski\James-Tarkowski,DF,Burnley,eng Premier League,27,36.0,9.94,74.8
Ciprian Tătărușanu\Ciprian-Tatarusanu,GK,Milan,it Serie A,34,1.0,6.00,
Percy Tau\Percy-Tau,FWMF,Brighton,eng Premier League,26,1.1,5.45,0.0
Niklas Tauer\Niklas-Tauer,MFDF,Mainz 05,de Bundesliga,19,0.8,12.5,57.1
Heriberto Tavares\Heriberto-Tavares,MFFW,Brest,fr Ligue 1,23,0.5,4.00,50.0
Sidnei Tavares\Sidnei-Tavares,MF,Leicester City,eng Premier League,18,0.9,4.44,50.0
Tomás Tavares\Tomas-Tavares,MFDF,Alavés,es La Liga,19,0.7,5.71,33.3
Charlie Taylor\Charlie-Taylor,DF,Burnley,eng Premier League,26,27.0,9.26,63.9
Neil Taylor\Neil-Taylor,DF,Aston Villa,eng Premier League,31,0.2,10.0,
Allan Tchaptchet\Allan-Tchaptchet,DF,Southampton,eng Premier League,18,0.1,10.0,100.0
Warren Tchimbembé\Warren-Tchimbembe,MFFW,Metz,fr Ligue 1,22,5.5,9.82,50.0
Aurélien Tchouaméni\Aurelien-Tchouameni,MF,Monaco,fr Ligue 1,20,34.0,11.8,69.2
Álvaro Tejero\Alvaro-Tejero,DF,Eibar,es La Liga,24,1.2,10.8,25.0
Nathan Tella\Nathan-Tella,FWMF,Southampton,eng Premier League,21,8.3,6.99,14.3
Alex Telles\Alex-Telles,DF,Manchester Utd,eng Premier League,27,7.7,7.66,52.4
Andrés Tello\Andres-Tello,MFDF,Benevento,it Serie A,23,4.6,8.26,58.3
Cristian Tello\Cristian-Tello,FWMF,Betis,es La Liga,28,14.3,6.22,48.0
Lino Tempelmann\Lino-Tempelmann,MFDF,Freiburg,de Bundesliga,21,3.0,16.7,60.0
Hidde ter Avest\Hidde-ter-Avest,DF,Udinese,it Serie A,23,3.9,8.46,20.0
Marc-André ter Stegen\Marc-Andre-ter-Stegen,GK,Barcelona,es La Liga,28,31.0,4.19,
Pietro Terracciano\Pietro-Terracciano,GK,Fiorentina,it Serie A,30,3.0,3.67,
Martin Terrier\Martin-Terrier,FWMF,Rennes,fr Ligue 1,23,27.1,4.32,42.5
Claudio Terzi\Claudio-Terzi,DF,Spezia,it Serie A,36,20.8,9.28,61.6
Kenny Tete\Kenny-Tete,DF,Fulham,eng Premier League,24,16.5,9.15,52.9
Kenny Tete\Kenny-Tete,DF,Lyon,fr Ligue 1,24,0.2,20.0,
Cedric Teuchert\Cedric-Teuchert,FWMF,Union Berlin,de Bundesliga,23,8.4,6.43,25.0
Florian Thauvin\Florian-Thauvin,FWMF,Marseille,fr Ligue 1,27,30.4,5.30,38.1
Malick Thiaw\Malick-Thiaw,DF,Schalke 04,de Bundesliga,18,16.1,7.70,61.1
Jan Thielmann\Jan-Thielmann,FWMF,Köln,de Bundesliga,18,11.4,8.33,34.1
Sada Thioub\Sada-Thioub,FWMF,Angers,fr Ligue 1,25,14.0,7.43,32.4
William Thomas Fish\William-Thomas-Fish,DF,Manchester Utd,eng Premier League,17,0.0,1,
Luke Thomas\Luke-Thomas,DF,Leicester City,eng Premier League,19,10.8,7.59,40.0
Romain Thomas\Romain-Thomas,DF,Angers,fr Ligue 1,32,33.6,9.73,67.9
Adrien Thomasson\Adrien-Thomasson,MF,Strasbourg,fr Ligue 1,26,29.2,8.32,29.1
Erik Thommy\Erik-Thommy,DFFW,Stuttgart,de Bundesliga,25,3.5,4.57,57.1
Morten Thorsby\Morten-Thorsby,MF,Sampdoria,it Serie A,24,29.4,8.74,53.6
Marcus Thuram\Marcus-Thuram,FW,M'Gladbach,de Bundesliga,22,19.2,5.83,50.0
Khéphren Thuram-Ulie\Khephren-Thuram-Ulie,MF,Nice,fr Ligue 1,19,16.6,8.25,45.7
Cheikh Tidiane Sabaly\Cheikh-Tidiane-Sabaly,MF,Metz,fr Ligue 1,21,0.1,10.0,
Youri Tielemans\Youri-Tielemans,MF,Leicester City,eng Premier League,23,37.3,11.0,51.4
Kieran Tierney\Kieran-Tierney,DF,Arsenal,eng Premier League,23,25.5,8.27,29.7
Steffen Tigges\Steffen-Tigges,FWDF,Dortmund,de Bundesliga,22,0.6,10.0,75.0
Guus Til\Guus-Til,FW,Freiburg,de Bundesliga,22,1.4,4.29,33.3
David Timor\David-Timor,MFDF,Getafe,es La Liga,30,15.5,11.9,53.8
Jean-Clair Todibo\Jean-Clair-Todibo,DF,Nice,fr Ligue 1,20,14.8,7.57,59.6
Karl Toko Ekambi\Karl-Toko-Ekambi,FW,Lyon,fr Ligue 1,27,31.2,4.42,43.8
Corentin Tolisso\Corentin-Tolisso,MF,Bayern Munich,de Bundesliga,25,8.7,10.0,57.1
Jeremy Toljan\Jeremy-Toljan,DF,Sassuolo,it Serie A,25,16.6,6.69,21.1
Rafael Tolói\Rafael-Toloi,DF,Atalanta,it Serie A,29,28.2,10.5,73.1
Takehiro Tomiyasu\Takehiro-Tomiyasu,DF,Bologna,it Serie A,21,30.2,9.21,64.6
James Tomkins\James-Tomkins,DF,Crystal Palace,eng Premier League,31,6.1,6.72,58.3
Fikayo Tomori\Fikayo-Tomori,DF,Chelsea,eng Premier League,22,0.5,8.00,
Fikayo Tomori\Fikayo-Tomori,DF,Milan,it Serie A,22,16.3,8.10,55.6
Sandro Tonali\Sandro-Tonali,MF,Milan,it Serie A,20,14.8,10.9,37.5
Lorenzo Tonelli\Lorenzo-Tonelli,DF,Sampdoria,it Serie A,30,19.8,10.2,59.5
Toño\Tono,DF,Levante,es La Liga,30,8.1,6.79,38.5
Ömer Toprak\Omer-Toprak,DF,Werder Bremen,de Bundesliga,31,21.6,10.6,74.6
Tyron Tormin\Tyron-Tormin,MFFW,Saint-Étienne,fr Ligue 1,19,0.2,15.0,50.0
Ernesto Torregrossa\Ernesto-Torregrossa,FW,Sampdoria,it Serie A,28,1.9,5.79,35.7
Lucas Torreira\Lucas-Torreira,MFFW,Atlético Madrid,es La Liga,24,5.8,11.7,38.5
Ferrán Torres\Ferran-Torres,FWMF,Manchester City,eng Premier League,20,14.5,4.55,36.1
Óliver Torres\Oliver-Torres,MFFW,Sevilla,es La Liga,25,15.6,6.79,14.3
Pau Torres\Pau-Torres,DF,Villarreal,es La Liga,23,33.0,9.03,60.6
Roberto Torres\Roberto-Torres,MFFW,Osasuna,es La Liga,31,21.0,7.19,29.0
Lucas Torró\Lucas-Torro,MF,Osasuna,es La Liga,26,17.2,12.6,59.2
Jordan Torunarigha\Jordan-Torunarigha,DF,Hertha BSC,de Bundesliga,22,10.8,7.69,60.5
Cenk Tosun\Cenk-Tosun,FW,Everton,eng Premier League,29,0.5,0.00,50.0
Abdoulaye Touré\Abdoulaye-Toure,MF,Nantes,fr Ligue 1,26,18.7,10.6,53.3
Almamy Touré\Almamy-Toure,DF,Eint Frankfurt,de Bundesliga,24,7.8,8.08,50.0
Lucas Tousart\Lucas-Tousart,MF,Hertha BSC,de Bundesliga,23,23.2,11.6,63.1
Andros Townsend\Andros-Townsend,MFFW,Crystal Palace,eng Premier League,29,25.1,8.09,17.2
Conor Townsend\Conor-Townsend,DF,West Brom,eng Premier League,27,24.8,7.54,56.3
Mattéo Tramoni\Matteo-Tramoni,FWMF,Cagliari,it Serie A,20,0.8,12.5,0.0
Adama Traoré\Adama-Traore,FW,Wolves,eng Premier League,24,29.4,5.51,51.0
Amadou Traore\Amadou-Traore,MFFW,Bordeaux,fr Ligue 1,18,3.4,4.71,33.3
Bertrand Traoré\Bertrand-Traore,FW,Aston Villa,eng Premier League,24,25.7,5.91,45.6
Boubacar Traoré\Boubacar-Traore,MF,Metz,fr Ligue 1,18,0.6,13.3,0.0
Chaka Traorè\Chaka-Traore,FWMF,Parma,it Serie A,15,0.2,10.0,100.0
Charles Traore\Charles-Traore,DF,Nantes,fr Ligue 1,28,18.9,8.99,68.3
Cheick Traoré\Cheick-Traore,DF,Lens,fr Ligue 1,25,0.4,7.50,100.0
Hamari Traoré\Hamari-Traore,DF,Rennes,fr Ligue 1,28,33.3,9.58,42.6
Ibrahima Traoré\Ibrahima-Traore,FWDF,M'Gladbach,de Bundesliga,32,1.1,7.27,
Ismaël Traoré\Ismael-Traore,DF,Angers,fr Ligue 1,33,33.3,8.80,48.7
Kevin Trapp\Kevin-Trapp,GK,Eint Frankfurt,de Bundesliga,30,33.0,5.42,
Miguel Trauco\Miguel-Trauco,DF,Saint-Étienne,fr Ligue 1,27,22.6,9.82,47.5
Trézéguet\Trezeguet,FW,Aston Villa,eng Premier League,25,13.0,6.69,39.2
Manu Trigueros\Manu-Trigueros,MF,Villarreal,es La Liga,28,28.1,8.01,41.7
Christopher Trimmel\Christopher-Trimmel,DF,Union Berlin,de Bundesliga,33,28.6,9.13,54.1
Francisco Trincão\Francisco-Trincao,FWMF,Barcelona,es La Liga,20,7.8,5.38,30.8
Alessandro Tripaldelli\Alessandro-Tripaldelli,DF,Cagliari,it Serie A,21,3.3,6.67,46.7
Kieran Trippier\Kieran-Trippier,DF,Atlético Madrid,es La Liga,29,27.5,8.87,67.1
Leandro Trossard\Leandro-Trossard,FWMF,Brighton,eng Premier League,25,29.0,6.97,17.6
Alexis Trouillet\Alexis-Trouillet,MF,Nice,fr Ligue 1,19,1.2,10.0,33.3
Adrien Truffert\Adrien-Truffert,DFMF,Rennes,fr Ligue 1,18,21.7,8.06,42.9
Marvin Tshibuabua\Marvin-Tshibuabua,DF,Saint-Étienne,fr Ligue 1,18,0.5,10.0,66.7
Kostas Tsimikas\Kostas-Tsimikas,DFFW,Liverpool,eng Premier League,24,0.1,0.00,0.0
Axel Tuanzebe\Axel-Tuanzebe,DF,Manchester Utd,eng Premier League,22,4.5,10.0,46.2
Alessandro Tuia\Alessandro-Tuia,DF,Benevento,it Serie A,30,19.6,6.12,65.1
Ľubomír Tupta\Lubomir-Tupta,MF,Hellas Verona,it Serie A,22,0.6,3.33,50.0
Tuta\Tuta,DF,Eint Frankfurt,de Bundesliga,21,16.2,12.7,56.2
Iyenoma Udogie\Iyenoma-Udogie,DFMF,Hellas Verona,it Serie A,17,1.9,11.6,37.5
Matthieu Udol\Matthieu-Udol,DF,Metz,fr Ligue 1,24,19.2,7.66,64.9
Naomichi Ueda\Naomichi-Ueda,DF,Nîmes,fr Ligue 1,25,7.9,6.20,66.7
Chimuanya Ugochukwu\Chimuanya-Ugochukwu,MF,Rennes,fr Ligue 1,16,0.7,7.14,
Hwang Ui-jo\Hwang-Ui-jo,FWMF,Bordeaux,fr Ligue 1,27,27.8,2.59,37.3
Samir Ujkani\Samir-Ujkani,GK,Torino,it Serie A,32,1.0,5.00,
Samuel Umtiti\Samuel-Umtiti,DF,Barcelona,es La Liga,26,7.2,9.58,75.9
Enes Ünal\Enes-Unal,FW,Getafe,es La Liga,23,14.6,4.79,46.5
Cengiz Ünder\Cengiz-Under,MFFW,Leicester City,eng Premier League,23,3.1,7.10,0.0
Dayot Upamecano\Dayot-Upamecano,DF,RB Leipzig,de Bundesliga,21,25.9,14.2,68.6
Kacper Urbanski\Kacper-Urbanski,MF,Bologna,it Serie A,15,0.0,2,
Mark Uth\Mark-Uth,FWMF,Schalke 04,de Bundesliga,28,16.6,4.52,28.6
Tomáš Vaclík\Tomas-Vaclik,GK,Sevilla,es La Liga,31,5.0,4.20,
Eugeni Valderrama\Eugeni-Valderrama,FWMF,Huesca,es La Liga,26,1.3,6.92,100.0
Lautaro Valenti\Lautaro-Valenti,DF,Parma,it Serie A,21,5.5,6.36,100.0
Antoine Valerio\Antoine-Valerio,MF,Nîmes,fr Ligue 1,20,0.8,5.00,0.0
Borja Valero\Borja-Valero,MFFW,Fiorentina,it Serie A,35,5.5,9.82,25.0
Yan Valery\Yan-Valery,DFMF,Southampton,eng Premier League,21,1.1,11.8,25.0
Jesús Vallejo\Jesus-Vallejo,DF,Granada,es La Liga,23,15.0,6.80,50.0
Manu Vallejo\Manu-Vallejo,FWMF,Valencia,es La Liga,23,10.6,4.72,25.0
Federico Valverde\Federico-Valverde,MF,Real Madrid,es La Liga,22,14.8,7.30,50.0
Raphaël Varane\Raphael-Varane,DF,Real Madrid,es La Liga,27,30.2,8.38,75.3
Jamie Vardy\Jamie-Vardy,FW,Leicester City,eng Premier League,33,31.6,2.63,45.2
Ruben Vargas\Ruben-Vargas,MFFW,Augsburg,de Bundesliga,21,17.9,7.82,31.3
Denis Vavro\Denis-Vavro,DF,Lazio,it Serie A,24,0.4,10.0,0.0
Denis Vavro\Denis-Vavro,DF,Huesca,es La Liga,24,6.8,8.68,50.0
Franco Vázquez\Franco-Vazquez,FWMF,Sevilla,es La Liga,31,1.8,10.0,60.0
Kevin Vázquez\Kevin-Vazquez,DF,Celta Vigo,es La Liga,27,6.2,8.39,37.5
Lucas Vázquez\Lucas-Vazquez,DFFW,Real Madrid,es La Liga,29,20.5,6.54,38.5
Matías Vecino\Matias-Vecino,MF,Inter,it Serie A,28,3.1,2.90,28.6
Koke Vegas\Koke-Vegas,GK,Levante,es La Liga,24,1.0,8.00,
Gabriel Veiga\Gabriel-Veiga,MFDF,Celta Vigo,es La Liga,18,1.3,7.69,0.0
Miloš Veljković\Milos-Veljkovic,DF,Werder Bremen,de Bundesliga,24,19.1,7.17,45.9
Miguel Veloso\Miguel-Veloso,MF,Hellas Verona,it Serie A,34,14.6,14.0,60.9
Joël Veltman\Joel-Veltman,DF,Brighton,eng Premier League,28,25.3,10.8,57.8
Unai Vencedor Paris\Unai-Vencedor-Paris,MF,Athletic Club,es La Liga,19,18.9,10.2,42.2
Lorenzo Venuti\Lorenzo-Venuti,DF,Fiorentina,it Serie A,25,19.5,5.95,40.9
Daniele Verde\Daniele-Verde,FW,Spezia,it Serie A,24,10.9,4.86,
Simone Verdi\Simone-Verdi,MFFW,Torino,it Serie A,28,18.0,5.94,19.0
Gonzalo Verdú\Gonzalo-Verdu,DF,Elche,es La Liga,31,32.7,6.67,62.8
Jordan Veretout\Jordan-Veretout,MF,Roma,it Serie A,27,22.8,7.28,50.0
Edoardo Vergani\Edoardo-Vergani,FW,Bologna,it Serie A,19,0.1,0.00,
Marco Verratti\Marco-Verratti,MF,Paris S-G,fr Ligue 1,27,16.6,10.4,40.9
Valerio Verre\Valerio-Verre,MF,Sampdoria,it Serie A,26,11.1,7.21,34.9
Mikel Vesga\Mikel-Vesga,MF,Athletic Club,es La Liga,27,19.1,11.8,56.4
Jannik Vestergaard\Jannik-Vestergaard,DF,Southampton,eng Premier League,27,28.6,10.8,70.1
Rúben Vezo\Ruben-Vezo,DF,Levante,es La Liga,26,25.7,9.53,64.5
Guglielmo Vicario\Guglielmo-Vicario,GK,Cagliari,it Serie A,23,4.0,3.75,
Iñigo Vicente\Inigo-Vicente,FWMF,Athletic Club,es La Liga,22,0.6,18.3,
Fede Vico\Fede-Vico,MFFW,Granada,es La Liga,26,8.5,7.76,21.1
Aleix Vidal\Aleix-Vidal,DF,Sevilla,es La Liga,30,6.6,9.55,50.0
Arturo Vidal\Arturo-Vidal,MF,Inter,it Serie A,33,12.6,11.0,57.9
Clément Vidal\Clement-Vidal,DF,Montpellier,fr Ligue 1,20,1.0,6.00,0.0
Nacho Vidal\Nacho-Vidal,DF,Osasuna,es La Liga,25,26.1,8.24,66.3
Ronaldo Vieira\Ronaldo-Vieira,MFDF,Hellas Verona,it Serie A,22,2.5,15.2,66.7
Luca Vignali\Luca-Vignali,DF,Spezia,it Serie A,24,17.7,9.27,67.3
Emanuel Vignato\Emanuel-Vignato,FWMF,Bologna,it Serie A,19,13.4,8.43,14.3
Toni Villa\Toni-Villa,MFFW,Valladolid,es La Liga,25,10.8,6.48,34.8
Asier Villalibre\Asier-Villalibre,FW,Athletic Club,es La Liga,22,17.7,2.71,51.8
Gonzalo Villar\Gonzalo-Villar,MF,Roma,it Serie A,22,20.7,9.23,57.4
Iván Villar\Ivan-Villar,GK,Celta Vigo,es La Liga,23,19.8,5.25,
Rúben Vinagre\Ruben-Vinagre,DF,Wolves,eng Premier League,21,1.9,10.0,50.0
Carlos Vinícius\Carlos-Vinicius,FW,Tottenham,eng Premier League,25,3.4,2.94,35.5
Nicolas Viola\Nicolas-Viola,MF,Benevento,it Serie A,30,11.5,10.5,38.1
João Virgínia\Joao-Virginia,GK,Everton,eng Premier League,20,0.5,2.00,
Vitinha\Vitinha,MF,Wolves,eng Premier League,20,5.8,6.21,0.0
Vitolo\Vitolo,MFFW,Atlético Madrid,es La Liga,30,3.3,6.06,53.8
Dušan Vlahović\Dusan-Vlahovic,FW,Fiorentina,it Serie A,20,32.5,3.54,42.3
Michel Vlap\Michel-Vlap,MFFW,Arminia,de Bundesliga,23,4.1,6.59,20.0
Andreas Voglsammer\Andreas-Voglsammer,FWMF,Arminia,de Bundesliga,28,11.1,5.41,48.9
Kevin Vogt\Kevin-Vogt,DF,Hoffenheim,de Bundesliga,28,20.5,11.2,62.2
