Player,Pos,Squad,Comp,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
José Fonte\Jose-Fonte,DF,Lille,fr Ligue 1,36,35.4,7,0,0,30,16,0,11,34,27,1,1,1,358,89,32,73.6
Fernando Forestieri\Fernando-Forestieri,FWMF,Udinese,it Serie A,30,6.1,1,0,0,12,21,5,9,1,9,0,0,0,45,6,14,30.0
Pablo Fornals\Pablo-Fornals,FWMF,West Ham,eng Premier League,24,28.6,3,0,0,29,17,7,33,33,29,0,0,0,216,25,37,40.3
Emil Forsberg\Emil-Forsberg,FWMF,RB Leipzig,de Bundesliga,28,17.1,0,0,0,15,25,7,13,7,8,2,0,0,70,12,27,30.8
Fraser Forster\Fraser-Forster,GK,Southampton,eng Premier League,32,8.0,0,0,0,1,3,0,0,0,0,0,1,0,40,0,0,
Philipp Förster\Philipp-Forster,FWMF,Stuttgart,de Bundesliga,25,16.8,4,0,0,24,21,4,19,16,22,0,0,0,101,12,15,44.4
Steven Fortes\Steven-Fortes,DF,Lens,fr Ligue 1,28,15.9,7,1,1,25,8,0,1,28,20,0,0,1,124,42,21,66.7
Yassin Fortune\Yassin-Fortune,FW,Angers,fr Ligue 1,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Timothy Fosu-Mensah\Timothy-Fosu-Mensah,DF,Manchester Utd,eng Premier League,22,0.9,1,0,0,1,0,1,5,1,1,0,0,0,11,1,0,100.0
Timothy Fosu-Mensah\Timothy-Fosu-Mensah,DF,Leverkusen,de Bundesliga,22,4.5,2,0,0,5,4,0,5,6,5,0,0,0,39,11,3,78.6
Daam Foulon\Daam-Foulon,DF,Benevento,it Serie A,21,11.3,4,0,0,16,23,0,20,7,8,0,0,1,61,12,5,70.6
Dimitri Foulquier\Dimitri-Foulquier,DF,Granada,es La Liga,27,29.6,7,0,0,29,24,3,33,32,28,0,1,1,218,24,42,36.4
Juan Foyth\Juan-Foyth,DFMF,Villarreal,es La Liga,22,13.0,6,0,0,20,14,0,2,19,26,0,1,0,129,35,22,61.4
Gianluca Frabotta\Gianluca-Frabotta,DF,Juventus,it Serie A,21,7.7,5,0,0,12,2,0,31,12,6,0,0,0,64,13,15,46.4
Raphael Framberger\Raphael-Framberger,DF,Augsburg,de Bundesliga,24,17.1,6,1,1,13,12,1,42,27,16,0,2,1,157,22,32,40.7
Tyrese Francois\Tyrese-Francois,DF,Fulham,eng Premier League,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
Ryan Fraser\Ryan-Fraser,FWMF,Newcastle Utd,eng Premier League,26,10.3,2,1,1,5,20,0,52,3,1,1,0,0,58,5,26,16.1
Fred\Fred,MF,Manchester Utd,eng Premier League,27,26.6,5,0,0,46,30,1,7,47,55,0,0,0,311,10,14,41.7
Ryan Fredericks\Ryan-Fredericks,DFFW,West Ham,eng Premier League,27,6.3,2,0,0,11,10,1,18,8,6,0,0,0,56,9,14,39.1
Remo Freuler\Remo-Freuler,MF,Atalanta,it Serie A,28,30.1,5,0,0,40,31,1,18,50,56,0,0,0,383,27,29,48.2
Marco Friedl\Marco-Friedl,DF,Werder Bremen,de Bundesliga,22,30.9,6,0,0,31,31,0,10,62,43,0,0,0,259,41,24,63.1
Marvin Friedrich\Marvin-Friedrich,DF,Union Berlin,de Bundesliga,24,34.0,1,0,0,26,22,2,9,44,39,0,1,0,348,93,68,57.8
Jeremie Frimpong\Jeremie-Frimpong,DFFW,Leverkusen,de Bundesliga,19,4.8,1,0,0,8,12,0,16,3,3,0,0,0,31,6,12,33.3
Jorge de Frutos\Jorge-de-Frutos,MFFW,Levante,es La Liga,23,24.3,3,0,0,38,28,3,73,24,31,2,0,0,119,15,32,31.9
Christian Fuchs\Christian-Fuchs,DF,Leicester City,eng Premier League,34,7.8,4,0,0,14,5,0,8,12,9,0,1,0,80,24,14,63.2
Angelo Fulgini\Angelo-Fulgini,MF,Angers,fr Ligue 1,23,30.3,4,0,0,29,130,3,44,15,14,0,0,0,233,19,47,28.8
Niclas Füllkrug\Niclas-Fullkrug,FWMF,Werder Bremen,de Bundesliga,27,9.7,1,0,0,15,14,15,3,4,5,1,0,0,28,58,77,43.0
Ramiro Funes Mori\Ramiro-Funes-Mori,DF,Villarreal,es La Liga,29,8.1,1,0,0,7,3,0,2,14,3,0,0,0,70,24,12,66.7
Darnell Furlong\Darnell-Furlong,DF,West Brom,eng Premier League,24,32.6,5,0,0,33,33,3,73,28,17,0,2,1,212,129,75,63.2
Daniel Fuzato\Daniel-Fuzato,GK,Roma,it Serie A,23,5.0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,
Baptiste Gabard\Baptiste-Gabard,MF,Saint-Étienne,fr Ligue 1,20,1.5,1,0,0,2,3,0,0,0,3,0,0,0,12,1,3,25.0
Matteo Gabbia\Matteo-Gabbia,DF,Milan,it Serie A,20,6.2,2,0,0,5,5,0,0,5,4,0,0,0,66,22,8,73.3
Manolo Gabbiadini\Manolo-Gabbiadini,FW,Sampdoria,it Serie A,28,9.7,1,0,0,12,18,4,6,3,3,0,0,0,40,10,25,28.6
Mijat Gaćinović\Mijat-Gacinovic,DFMF,Hoffenheim,de Bundesliga,25,9.1,5,0,0,14,7,0,18,17,9,0,0,0,99,7,11,38.9
Roberto Gagliardini\Roberto-Gagliardini,MF,Inter,it Serie A,26,13.7,2,0,0,23,17,0,13,15,17,0,0,0,80,24,15,61.5
Riccardo Gagliolo\Riccardo-Gagliolo,DF,Parma,it Serie A,30,21.7,6,0,0,28,34,0,39,30,29,0,0,0,174,27,28,49.1
Adolfo Gaich\Adolfo-Gaich,FW,Benevento,it Serie A,21,8.5,1,0,0,24,19,3,3,5,3,0,1,0,28,15,52,22.4
Andrey Galabinov\Andrey-Galabinov,FW,Spezia,it Serie A,31,4.8,0,0,0,5,4,3,1,0,1,0,0,0,17,9,24,27.3
Javi Galán\Javi-Galan,DF,Huesca,es La Liga,25,34.1,5,0,0,62,97,5,104,28,74,0,0,0,283,19,35,35.2
Conor Gallagher\Conor-Gallagher,MF,West Brom,eng Premier League,20,28.1,11,0,0,43,63,0,32,39,53,0,0,0,272,24,37,39.3
Enric Gallego\Enric-Gallego,FW,Osasuna,es La Liga,33,9.0,2,0,0,31,12,4,8,1,6,0,0,0,47,82,67,55.0
Kévin Gameiro\Kevin-Gameiro,FW,Valencia,es La Liga,33,12.0,0,0,0,9,8,9,2,0,6,0,0,0,36,9,28,24.3
Idrissa Gana Gueye\Idrissa-Gana-Gueye,MF,Paris S-G,fr Ligue 1,30,17.6,3,0,0,35,19,0,7,25,45,0,0,0,200,25,20,55.6
Ignatius Ganago\Ignatius-Ganago,FW,Lens,fr Ligue 1,21,14.5,0,0,0,15,46,11,17,10,3,3,0,0,46,22,31,41.5
Aleix García\Aleix-Garcia,MF,Eibar,es La Liga,23,4.9,1,0,0,4,1,0,3,4,4,0,0,0,40,6,2,75.0
Borja García\Borja-Garcia,MFFW,Huesca,es La Liga,29,12.4,0,0,0,3,33,1,9,10,10,0,0,0,96,9,12,42.9
Dani García\Dani-Garcia,MF,Athletic Club,es La Liga,30,21.3,8,0,0,29,22,0,5,29,23,0,1,0,261,47,38,55.3
David García\David-Garcia,DF,Osasuna,es La Liga,26,35.0,8,0,0,45,25,1,4,53,29,0,1,1,435,172,54,76.1
Eric García\Eric-Garcia,DF,Manchester City,eng Premier League,19,4.3,0,0,0,4,2,0,0,5,4,0,1,0,38,3,6,33.3
Manu García\Manu-Garcia,MF,Alavés,es La Liga,34,12.5,9,1,1,18,28,1,7,13,18,0,0,0,103,44,34,56.4
Raúl García\Raul-Garcia,DFMF,Valladolid,es La Liga,31,5.6,2,0,0,5,8,1,20,5,3,0,0,0,57,18,13,58.1
Raúl García\Raul-Garcia,FWMF,Athletic Club,es La Liga,34,19.4,8,2,1,52,50,11,17,10,21,0,0,0,123,110,72,60.4
Rubén García\Ruben-Garcia,MFFW,Osasuna,es La Liga,27,30.2,2,0,0,42,41,6,91,27,39,1,0,0,200,59,69,46.1
Sergi García\Sergi-Garcia,MF,Alavés,es La Liga,21,0.2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,
Unai García\Unai-Garcia,DF,Osasuna,es La Liga,28,13.8,3,0,0,14,4,0,3,17,14,0,0,1,136,18,23,43.9
Mario Gaspar\Mario-Gaspar,DF,Villarreal,es La Liga,29,20.6,3,1,0,20,10,0,30,26,19,1,1,0,119,35,35,50.0
Manuel Gasparini\Manuel-Gasparini,GK,Udinese,it Serie A,18,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dwight Gayle\Dwight-Gayle,FWMF,Newcastle Utd,eng Premier League,29,5.7,0,0,0,6,6,3,2,1,4,0,0,0,28,7,16,30.4
Paulo Gazzaniga\Paulo-Gazzaniga,GK,Elche,es La Liga,28,8.0,3,0,0,0,1,0,0,0,0,0,0,0,47,0,0,
Jean-Philippe Gbamin\Jean-Philippe-Gbamin,MF,Everton,eng Premier League,24,0.1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,
Yann Gboho\Yann-Gboho,MFFW,Rennes,fr Ligue 1,19,3.4,0,0,0,8,7,1,5,1,4,0,0,0,26,2,5,28.6
David de Gea\David-de-Gea,GK,Manchester Utd,eng Premier League,29,25.5,0,0,0,0,3,0,0,0,0,0,0,0,83,0,0,
Christian Gebauer\Christian-Gebauer,MFFW,Arminia,de Bundesliga,26,7.6,0,0,0,7,9,0,8,8,6,0,1,0,67,9,22,29.0
Theodor Gebre Selassie\Theodor-Gebre-Selassie,DF,Werder Bremen,de Bundesliga,33,33.7,3,0,0,26,45,7,33,61,34,0,0,0,241,73,69,51.4
Emrehan Gedikli\Emrehan-Gedikli,FW,Leverkusen,de Bundesliga,17,0.3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
Dennis Geiger\Dennis-Geiger,MF,Hoffenheim,de Bundesliga,22,7.3,4,1,0,15,9,0,12,5,11,0,1,0,55,2,7,22.2
Christian Gentner\Christian-Gentner,MF,Union Berlin,de Bundesliga,34,11.5,0,0,0,7,16,2,8,13,12,0,0,0,91,11,11,50.0
Yannick Gerhardt\Yannick-Gerhardt,MFFW,Wolfsburg,de Bundesliga,26,21.5,3,0,0,36,27,5,25,17,37,0,0,0,191,27,45,37.5
Valère Germain\Valere-Germain,FW,Marseille,fr Ligue 1,30,9.5,1,0,0,9,20,2,10,9,2,0,0,0,36,43,47,47.8
Gervinho\Gervinho,FW,Parma,it Serie A,33,22.5,0,0,0,9,12,20,20,13,4,0,0,0,93,0,7,0.0
Willem Geubbels\Willem-Geubbels,FWMF,Monaco,fr Ligue 1,18,3.3,3,1,0,10,2,1,4,4,6,0,0,0,24,9,9,50.0
Hamadi Al Ghaddioui\Hamadi-Al-Ghaddioui,FWMF,Stuttgart,de Bundesliga,29,0.5,0,0,0,1,3,0,0,0,0,0,0,0,6,1,2,33.3
Anwar El Ghazi\Anwar-El-Ghazi,FW,Aston Villa,eng Premier League,25,17.9,2,0,0,19,28,5,61,10,10,0,0,0,81,30,50,37.5
Paolo Ghiglione\Paolo-Ghiglione,DFMF,Genoa,it Serie A,23,15.1,4,0,0,18,13,3,55,16,15,0,0,0,90,17,19,47.2
Faouzi Ghoulam\Faouzi-Ghoulam,DFFW,Napoli,it Serie A,29,3.2,1,0,0,2,7,1,19,2,1,0,0,0,26,7,2,77.8
Kieran Gibbs\Kieran-Gibbs,DF,West Brom,eng Premier League,30,9.0,1,1,0,7,2,0,11,14,6,0,0,0,80,10,12,45.5
Morgan Gibbs-White\Morgan-Gibbs-White,FWMF,Wolves,eng Premier League,20,4.6,1,0,0,5,10,1,8,4,6,0,0,0,38,2,7,22.2
Niko Gießelmann\Niko-Giesselmann,DF,Union Berlin,de Bundesliga,28,4.8,3,0,0,4,10,1,19,8,9,0,0,0,38,13,9,59.1
Rafał Gikiewicz\Rafal-Gikiewicz,GK,Augsburg,de Bundesliga,32,34.0,3,0,0,1,3,0,0,0,0,0,0,0,222,0,0,
David Gil\David-Gil,GK,Cádiz,es La Liga,26,4.0,0,0,0,0,1,0,0,0,0,0,0,0,23,0,0,
Billy Gilmour\Billy-Gilmour,MF,Chelsea,eng Premier League,19,2.9,0,0,0,2,2,0,3,5,1,0,1,0,25,2,1,66.7
Álvaro Giménez\Alvaro-Gimenez,FWMF,Cádiz,es La Liga,29,4.5,0,0,0,8,6,4,1,3,2,0,0,0,18,20,29,40.8
Daniel Ginczek\Daniel-Ginczek,FWMF,Wolfsburg,de Bundesliga,29,2.4,0,0,0,2,1,1,1,0,2,0,0,0,22,15,9,62.5
Matthias Ginter\Matthias-Ginter,DF,M'Gladbach,de Bundesliga,26,34.0,2,0,0,11,35,2,16,39,18,0,0,0,338,94,58,61.8
Andrei Girotto\Andrei-Girotto,DFMF,Nantes,fr Ligue 1,28,29.6,3,1,0,31,26,0,6,30,49,0,1,0,340,83,53,61.0
Olivier Giroud\Olivier-Giroud,FW,Chelsea,eng Premier League,33,8.3,1,0,0,16,6,6,3,4,4,0,0,0,38,20,33,37.7
Robert Glatzel\Robert-Glatzel,FW,Mainz 05,de Bundesliga,26,4.0,0,0,0,14,7,1,3,2,1,0,0,0,36,23,41,35.9
Kamil Glik\Kamil-Glik,DF,Benevento,it Serie A,32,35.6,10,1,1,31,21,0,1,39,34,0,0,1,248,91,49,65.0
Serge Gnabry\Serge-Gnabry,FWMF,Bayern Munich,de Bundesliga,25,18.3,4,0,0,22,22,7,47,23,23,1,0,0,114,6,20,23.1
Ben Godfrey\Ben-Godfrey,DF,Everton,eng Premier League,22,29.8,4,0,0,15,17,3,7,45,29,0,1,1,238,71,36,66.4
Diego Godín\Diego-Godin,DF,Cagliari,it Serie A,34,27.9,3,0,0,31,28,2,6,44,33,0,0,0,265,83,40,67.5
Akaki Gogia\Akaki-Gogia,FW,Union Berlin,de Bundesliga,28,1.6,1,0,0,5,4,0,3,0,1,1,0,0,11,1,2,33.3
Amer Gojak\Amer-Gojak,MFFW,Torino,it Serie A,23,5.3,1,0,0,12,9,3,15,4,4,0,0,0,33,3,13,18.8
Edoardo Goldaniga\Edoardo-Goldaniga,DF,Genoa,it Serie A,26,20.6,8,0,0,30,24,1,25,29,21,0,0,0,137,32,33,49.2
Vladimir Golemić\Vladimir-Golemic,DF,Crotone,it Serie A,29,26.0,4,1,0,32,9,0,4,27,18,0,2,0,212,56,43,56.6
Pierluigi Gollini\Pierluigi-Gollini,GK,Atalanta,it Serie A,25,24.0,0,1,0,1,4,0,0,1,0,0,0,0,105,0,0,
Aleksandr Golovin\Aleksandr-Golovin,MFFW,Monaco,fr Ligue 1,24,11.9,2,0,0,19,13,3,36,17,16,0,0,0,88,11,17,39.3
Tomislav Gomelt\Tomislav-Gomelt,MF,Crotone,it Serie A,25,0.2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,
André Gomes\Andre-Gomes,MF,Everton,eng Premier League,27,17.4,3,0,0,34,14,2,17,15,34,0,1,0,175,19,17,52.8
Dani Gómez\Dani-Gomez,FW,Levante,es La Liga,22,18.5,3,0,0,29,38,12,11,3,5,1,0,0,74,15,54,21.7
Ibai Gómez\Ibai-Gomez,MF,Athletic Club,es La Liga,30,4.7,0,0,0,2,1,1,15,2,3,0,0,0,22,6,6,50.0
Joe Gomez\Joe-Gomez,DF,Liverpool,eng Premier League,23,6.6,0,0,0,6,6,0,0,5,2,0,1,0,107,26,23,53.1
Maxi Gómez\Maxi-Gomez,FW,Valencia,es La Liga,23,29.9,7,1,1,53,70,32,15,2,9,4,0,0,96,113,104,52.1
Moi Gómez\Moi-Gomez,MFFW,Villarreal,es La Liga,26,28.5,1,0,0,20,32,9,45,21,15,0,1,0,192,11,38,22.4
Papu Gómez\Papu-Gomez,FWMF,Atalanta,it Serie A,32,7.4,0,0,0,10,19,0,6,3,4,0,0,0,64,2,3,40.0
Papu Gómez\Papu-Gomez,MFFW,Sevilla,es La Liga,32,10.2,0,0,0,15,22,2,23,19,7,1,0,0,57,7,9,43.8
Sergi Gómez\Sergi-Gomez,DF,Sevilla,es La Liga,28,8.0,2,0,0,1,1,0,0,3,3,0,0,0,51,23,22,51.1
Sergio Gómez\Sergio-Gomez,MFFW,Huesca,es La Liga,19,8.8,1,0,0,7,9,1,36,18,17,0,0,0,57,0,9,0.0
Alfred Gomis\Alfred-Gomis,GK,Dijon,fr Ligue 1,26,5.0,0,0,0,0,1,0,0,0,0,0,0,0,19,0,0,
Alfred Gomis\Alfred-Gomis,GK,Rennes,fr Ligue 1,26,22.0,1,0,0,1,3,0,0,0,0,0,1,0,109,0,0,
Maxime Gonalons\Maxime-Gonalons,MF,Granada,es La Liga,31,16.4,7,1,0,30,27,2,4,24,50,0,1,0,199,35,21,62.5
Vagner Gonçalves\Vagner-Goncalves,FWMF,Metz,fr Ligue 1,24,10.7,3,0,0,27,26,9,10,4,11,1,0,0,69,12,39,23.5
Álvaro González\Alvaro-Gonzalez,DF,Marseille,fr Ligue 1,30,31.5,14,0,0,31,29,2,0,31,20,1,1,0,265,50,37,57.5
Bruno González\Bruno-Gonzalez,DF,Valladolid,es La Liga,30,25.1,8,0,0,31,17,0,0,29,15,0,0,0,208,58,43,57.4
Diego González\Diego-Gonzalez,DF,Elche,es La Liga,25,14.2,5,0,0,19,4,0,1,15,12,0,0,1,107,37,20,64.9
Nicolás González\Nicolas-Gonzalez,FWDF,Stuttgart,de Bundesliga,22,10.4,5,0,0,13,33,7,14,3,5,1,0,0,56,32,27,54.2
Sergio González\Sergio-Gonzalez,MF,Cádiz,es La Liga,23,1.0,0,0,0,1,1,0,0,2,0,0,0,0,13,2,3,40.0
Urko González\Urko-Gonzalez,MF,Real Sociedad,es La Liga,19,0.5,1,0,0,4,1,0,0,0,0,0,0,0,6,1,1,50.0
Anthony Gordon\Anthony-Gordon,FWMF,Everton,eng Premier League,19,1.0,0,0,0,0,2,1,1,1,2,0,0,0,9,1,2,33.3
Leon Goretzka\Leon-Goretzka,MF,Bayern Munich,de Bundesliga,25,18.9,2,0,0,26,18,0,8,49,28,0,0,0,235,43,21,67.2
Andoni Gorosabel\Andoni-Gorosabel,DF,Real Sociedad,es La Liga,23,26.5,3,0,0,38,29,0,62,26,35,0,1,0,212,16,35,31.4
Robin Gosens\Robin-Gosens,DF,Atalanta,it Serie A,26,28.0,9,1,1,51,26,9,58,43,28,0,2,1,213,35,21,62.5
Amine Gouiri\Amine-Gouiri,FWMF,Nice,fr Ligue 1,20,30.5,5,0,0,45,36,8,55,16,22,1,0,0,139,20,29,40.8
Jeffrey Gouweleeuw\Jeffrey-Gouweleeuw,DF,Augsburg,de Bundesliga,29,31.5,9,0,0,26,8,3,4,51,32,0,0,1,323,60,64,48.4
Jonathan Gradit\Jonathan-Gradit,DF,Lens,fr Ligue 1,27,31.4,9,1,1,51,62,0,4,48,31,0,2,0,235,62,50,55.4
Karlan Grant\Karlan-Grant,FWMF,West Brom,eng Premier League,22,12.5,1,0,0,9,13,7,9,11,3,0,0,0,53,13,63,17.1
Alberto Grassi\Alberto-Grassi,MFDF,Parma,it Serie A,25,13.1,3,0,0,16,27,1,7,22,13,0,0,1,105,14,14,50.0
Andrew Gravillon\Andrew-Gravillon,DF,Lorient,fr Ligue 1,22,25.2,3,1,0,20,36,0,7,50,16,0,1,1,223,63,42,60.0
Demarai Gray\Demarai-Gray,FW,Leicester City,eng Premier League,24,0.2,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,
Demarai Gray\Demarai-Gray,FW,Leverkusen,de Bundesliga,24,4.9,0,0,0,4,5,1,22,2,3,0,0,0,29,0,6,0.0
Adrian Grbić\Adrian-Grbic,FW,Lorient,fr Ligue 1,23,10.7,2,0,0,23,18,2,1,2,7,2,0,0,51,30,41,42.3
Jack Grealish\Jack-Grealish,FWMF,Aston Villa,eng Premier League,24,24.3,6,0,0,41,109,7,59,13,19,2,0,0,199,24,40,37.5
Etienne Green\Etienne-Green,GK,Saint-Étienne,fr Ligue 1,20,8.0,0,0,0,2,1,0,0,0,0,0,2,0,42,0,0,
Mason Greenwood\Mason-Greenwood,FW,Manchester Utd,eng Premier League,18,20.2,2,0,0,17,20,4,30,9,12,0,0,0,93,7,17,29.2
Michael Gregoritsch\Michael-Gregoritsch,FWMF,Augsburg,de Bundesliga,26,9.3,1,0,0,12,15,4,13,1,10,0,0,0,53,24,37,39.3
Clément Grenier\Clement-Grenier,MF,Rennes,fr Ligue 1,29,12.0,3,0,0,29,16,0,20,11,8,0,0,0,105,10,11,47.6
Sebastian Griesbeck\Sebastian-Griesbeck,MF,Union Berlin,de Bundesliga,29,9.9,3,0,0,15,7,3,3,5,14,1,0,0,81,15,31,32.6
Antoine Griezmann\Antoine-Griezmann,FWMF,Barcelona,es La Liga,29,28.9,4,0,0,13,34,13,32,13,28,2,0,0,132,17,17,50.0
Vincenzo Grifo\Vincenzo-Grifo,MFFW,Freiburg,de Bundesliga,27,25.7,2,0,0,11,19,2,62,26,12,0,0,0,165,12,20,37.5
Lennart Grill\Lennart-Grill,GK,Leverkusen,de Bundesliga,21,4.0,0,0,0,1,0,0,0,0,0,0,0,0,24,0,0,
Florian Grillitsch\Florian-Grillitsch,MFDF,Hoffenheim,de Bundesliga,24,20.9,6,1,1,30,31,0,11,47,25,1,1,0,266,32,31,50.8
Christian Groß\Christian-Gross,MFDF,Werder Bremen,de Bundesliga,31,16.3,8,1,1,25,17,0,1,30,34,0,0,0,175,17,17,50.0
Pascal Groß\Pascal-Gross,MFDF,Brighton,eng Premier League,29,27.6,3,0,0,19,17,5,98,25,24,1,0,0,227,22,47,31.9
Kamil Grosicki\Kamil-Grosicki,FWMF,West Brom,eng Premier League,32,1.6,0,0,0,1,0,0,3,0,0,0,0,0,14,0,1,0.0
Ilia Gruev\Ilia-Gruev,FW,Werder Bremen,de Bundesliga,20,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Carlos Gruezo\Carlos-Gruezo,MF,Augsburg,de Bundesliga,25,23.2,4,0,0,35,12,0,1,36,47,0,0,0,251,10,22,31.3
Vicente Guaita\Vicente-Guaita,GK,Crystal Palace,eng Premier League,33,37.0,2,0,0,0,5,0,0,0,0,0,0,0,168,0,1,0.0
Andrés Guardado\Andres-Guardado,MF,Betis,es La Liga,33,14.6,4,0,0,22,10,0,6,22,16,0,0,0,163,21,23,47.7
Sergi Guardiola\Sergi-Guardiola,FW,Valladolid,es La Liga,29,19.9,5,0,0,39,40,12,17,9,7,1,0,0,95,60,103,36.8
Nemanja Gudelj\Nemanja-Gudelj,MFDF,Sevilla,es La Liga,28,11.6,8,0,0,21,9,0,3,14,16,0,0,0,82,21,15,58.3
Gonçalo Guedes\Goncalo-Guedes,MFFW,Valencia,es La Liga,23,25.4,3,1,0,29,68,4,54,19,17,0,0,0,136,14,19,42.4
Mattéo Guendouzi\Matteo-Guendouzi,MF,Hertha BSC,de Bundesliga,21,20.2,5,0,0,24,47,0,6,22,24,2,0,0,187,19,22,46.3
Raphaël Guerreiro\Raphael-Guerreiro,DF,Dortmund,de Bundesliga,26,24.6,1,0,0,10,12,2,45,33,20,0,0,0,228,10,16,38.5
Evann Guessand\Evann-Guessand,FW,Nice,fr Ligue 1,19,0.3,0,0,0,0,0,0,1,1,0,0,0,0,1,2,0,100.0
Kelyan Guessoum\Kelyan-Guessoum,DF,Nîmes,fr Ligue 1,21,12.5,2,0,0,6,13,0,1,22,8,1,0,0,78,13,10,56.5
Ander Guevara\Ander-Guevara,MF,Real Sociedad,es La Liga,23,23.1,5,0,0,29,16,1,4,23,31,0,0,0,277,33,30,52.4
Lamine Gueye\Lamine-Gueye,FWMF,Metz,fr Ligue 1,22,16.2,1,0,0,13,36,9,38,16,13,0,0,0,99,27,42,39.1
Pape Gueye\Pape-Gueye,MF,Marseille,fr Ligue 1,21,22.9,11,1,1,47,46,1,9,43,35,0,0,0,242,42,41,50.6
John Guidetti\John-Guidetti,FWMF,Alavés,es La Liga,28,2.3,1,0,0,7,2,1,1,0,2,0,0,0,8,7,4,63.6
Josuha Guilavogui\Josuha-Guilavogui,MFDF,Wolfsburg,de Bundesliga,29,8.3,3,0,0,17,3,0,1,21,14,0,0,0,115,20,11,64.5
Frederic Guilbert\Frederic-Guilbert,DF,Strasbourg,fr Ligue 1,25,12.4,2,1,0,18,13,0,49,36,22,0,0,0,113,19,17,52.8
Hugo Guillamón\Hugo-Guillamon,DF,Valencia,es La Liga,20,22.1,8,0,0,33,30,1,0,23,14,0,1,1,186,62,45,57.9
Bruno Guimarães\Bruno-Guimaraes,MF,Lyon,fr Ligue 1,22,19.5,6,0,0,34,37,0,7,19,53,1,0,0,200,12,8,60.0
Sehrou Guirassy\Sehrou-Guirassy,FW,Rennes,fr Ligue 1,24,19.6,3,0,0,38,55,7,5,5,3,1,0,0,65,65,58,52.8
Péter Gulácsi\Peter-Gulacsi,GK,RB Leipzig,de Bundesliga,30,33.0,0,0,0,0,1,0,0,0,0,0,0,0,198,0,1,0.0
Manuel Gulde\Manuel-Gulde,DF,Freiburg,de Bundesliga,29,21.7,3,0,0,17,21,2,3,30,11,0,0,0,187,58,42,58.0
Robert Gumny\Robert-Gumny,DF,Augsburg,de Bundesliga,22,15.3,4,0,0,21,21,1,23,28,13,0,0,0,119,18,26,40.9
İlkay Gündoğan\Ilkay-Gundogan,MF,Manchester City,eng Premier League,29,22.5,1,0,0,9,26,1,19,19,18,1,0,0,170,14,16,46.7
Christian Günter\Christian-Gunter,DF,Freiburg,de Bundesliga,27,34.0,2,0,0,31,19,2,125,30,26,0,0,0,187,20,18,52.6
Koray Günter\Koray-Gunter,DF,Hellas Verona,it Serie A,25,19.6,4,0,0,31,11,0,2,48,17,0,1,0,263,94,55,63.1
Jon Guridi\Jon-Guridi,MF,Real Sociedad,es La Liga,25,9.2,2,0,0,12,14,0,3,9,12,1,0,0,69,14,18,43.8
Malo Gusto\Malo-Gusto,MF,Lyon,fr Ligue 1,17,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Raúl Guti\Raul-Guti,MF,Elche,es La Liga,23,31.8,4,1,0,35,53,1,14,43,26,0,0,0,271,15,24,38.5
Marcos Mauro López Gutiérrez\Marcos-Mauro-Lopez-Gutierrez,DF,Cádiz,es La Liga,29,20.3,2,1,0,11,5,0,0,19,15,0,1,0,147,38,26,59.4
Miguel Gutiérrez\Miguel-Gutierrez,DF,Real Madrid,es La Liga,19,3.5,0,0,0,6,7,1,15,6,2,0,0,0,28,5,5,50.0
Emmanuel Gyasi\Emmanuel-Gyasi,FW,Spezia,it Serie A,26,31.7,4,0,0,65,51,28,43,23,20,1,0,0,156,27,61,30.7
Erling Haaland\Erling-Haaland,FW,Dortmund,de Bundesliga,20,26.7,2,0,0,21,22,15,13,5,6,0,0,0,96,37,40,48.1
Janik Haberer\Janik-Haberer,MFFW,Freiburg,de Bundesliga,26,5.4,0,0,0,15,7,1,5,4,7,0,2,0,68,8,24,25.0
Alexander Hack\Alexander-Hack,DF,Mainz 05,de Bundesliga,26,15.2,2,0,0,15,14,0,2,30,25,0,1,0,195,64,27,70.3
Antwoine Hackford\Antwoine-Hackford,DFFW,Sheffield Utd,eng Premier League,16,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0
Munir El Haddadi\Munir-El-Haddadi,FW,Sevilla,es La Liga,24,9.4,2,0,0,22,28,8,19,3,9,0,0,0,73,10,14,41.7
André Hahn\Andre-Hahn,FWMF,Augsburg,de Bundesliga,29,22.6,4,0,0,35,28,14,28,18,20,1,0,0,100,76,118,39.2
