,,,,,,Pass,Pass,Pass,Pass
Player,Pos,Squad,Comp,Age,90s,TB,Press,Sw,Crs
,,,,,,,,,
John McGinn\John-McGinn,MF,Aston Villa,eng Premier League,25,37.0,0.22,6.81,2.32,0.81
David McGoldrick\David-McGoldrick,FWMF,Sheffield Utd,eng Premier League,32,26.6,0.04,8.27,0.75,0.90
Weston McKennie\Weston-McKennie,MF,Juventus,it Serie A,21,18.9,0.21,7.62,0.90,0.79
Dwight McNeil\Dwight-McNeil,MF,Burnley,eng Premier League,20,34.1,0.15,7.30,3.20,3.34
Scott McTominay\Scott-McTominay,MF,Manchester Utd,eng Premier League,23,23.7,0.00,7.13,1.86,0.38
Gary Medel\Gary-Medel,DFMF,Bologna,it Serie A,32,5.7,0.00,3.68,2.11,0.00
Facundo Medina\Facundo-Medina,DF,Lens,fr Ligue 1,21,22.3,0.00,7.49,2.65,0.09
Nathan de Medina\Nathan-de-Medina,DF,Arminia,de Bundesliga,22,7.1,0.00,6.20,0.56,0.85
Ben Mee\Ben-Mee,DF,Burnley,eng Premier League,30,29.9,0.00,5.89,0.97,0.03
Joshua Mees\Joshua-Mees,FW,Union Berlin,de Bundesliga,24,0.1,0.00,10.0,0.00,0.00
Admir Mehmedi\Admir-Mehmedi,MFFW,Wolfsburg,de Bundesliga,29,9.1,0.22,7.58,1.32,2.20
Soualiho Meïté\Soualiho-Meite,MF,Milan,it Serie A,26,6.5,0.31,6.62,1.38,0.31
Soualiho Meïté\Soualiho-Meite,MF,Torino,it Serie A,26,10.2,0.00,6.18,1.37,0.29
Hannibal Mejbri\Hannibal-Mejbri,MF,Manchester Utd,eng Premier League,17,0.1,0.00,10.0,0.00,0.00
Farid El Melali\Farid-El-Melali,FWMF,Angers,fr Ligue 1,23,4.6,0.22,6.96,0.43,1.52
Filippo Melegoni\Filippo-Melegoni,MFDF,Genoa,it Serie A,21,4.3,0.00,9.77,1.63,1.40
Gonzalo Melero\Gonzalo-Melero,MFFW,Levante,es La Liga,26,20.6,0.15,9.27,0.58,0.19
Birger Meling\Birger-Meling,DF,Nîmes,fr Ligue 1,25,25.9,0.04,5.29,0.89,1.24
Arthur Melo\Arthur-Melo,MF,Juventus,it Serie A,23,12.9,0.00,10.5,1.94,0.00
Houboulang Mendes\Houboulang-Mendes,DF,Lorient,fr Ligue 1,22,14.4,0.00,5.00,0.56,1.67
Pedro Mendes\Pedro-Mendes,DF,Montpellier,fr Ligue 1,29,18.1,0.00,4.42,2.54,0.11
Thiago Mendes\Thiago-Mendes,MF,Lyon,fr Ligue 1,28,24.9,0.20,7.79,2.17,0.28
Brais Méndez\Brais-Mendez,MFFW,Celta Vigo,es La Liga,23,29.7,0.17,7.27,0.98,0.94
Édgar Méndez\Edgar-Mendez,MFFW,Alavés,es La Liga,30,23.2,0.00,5.34,1.03,2.20
Eñaut Mendía\Enaut-Mendia,FW,Eibar,es La Liga,21,0.7,0.00,5.71,0.00,0.00
Batista Mendy\Batista-Mendy,MF,Nantes,fr Ligue 1,20,0.8,0.00,3.75,1.25,0.00
Benjamin Mendy\Benjamin-Mendy,DF,Manchester City,eng Premier League,26,10.6,0.00,3.77,1.04,2.45
Edouard Mendy\Edouard-Mendy,GK,Chelsea,eng Premier League,28,30.5,0.00,2.30,0.85,0.00
Edouard Mendy\Edouard-Mendy,GK,Rennes,fr Ligue 1,28,1.0,0.00,1.00,1.00,0.00
Ferland Mendy\Ferland-Mendy,DF,Real Madrid,es La Liga,25,24.5,0.04,6.94,1.22,1.63
Nampalys Mendy\Nampalys-Mendy,MF,Leicester City,eng Premier League,28,16.2,0.06,6.23,0.68,0.00
Hamza Mendyl\Hamza-Mendyl,FWDF,Schalke 04,de Bundesliga,22,1.1,0.00,6.36,0.00,1.82
Levent Mercan\Levent-Mercan,FW,Schalke 04,de Bundesliga,19,0.1,0.00,0.00,0.00,0.00
Jorge Meré\Jorge-Mere,DF,Köln,de Bundesliga,23,14.4,0.00,4.65,1.67,0.00
Alex Meret\Alex-Meret,GK,Napoli,it Serie A,23,22.0,0.00,2.45,0.32,0.00
Mikel Merino\Mikel-Merino,MF,Real Sociedad,es La Liga,24,23.9,0.25,10.5,1.42,0.59
Martín Merquelanz\Martin-Merquelanz,FWMF,Real Sociedad,es La Liga,25,6.1,0.00,5.41,2.46,2.30
Yıldırım Mert Çetin\Yildirim-Mert-Cetin,DF,Hellas Verona,it Serie A,23,4.6,0.00,6.96,0.43,0.22
Dries Mertens\Dries-Mertens,FWMF,Napoli,it Serie A,33,16.2,0.06,5.19,0.99,1.98
Roque Mesa\Roque-Mesa,MF,Valladolid,es La Liga,31,19.6,0.05,8.11,2.86,1.12
Illan Meslier\Illan-Meslier,GK,Leeds United,eng Premier League,20,35.0,0.03,3.11,0.83,0.00
Lionel Messi\Lionel-Messi,FWMF,Barcelona,es La Liga,33,33.6,0.68,12.8,1.61,1.96
Junior Messias\Junior-Messias,MFFW,Crotone,it Serie A,29,35.7,0.03,6.69,1.15,1.68
Thomas Meunier\Thomas-Meunier,DF,Dortmund,de Bundesliga,28,16.4,0.30,9.15,1.52,2.99
Mexer\Mexer,DF,Bordeaux,fr Ligue 1,31,7.9,0.00,5.70,2.28,0.25
Max Meyer\Max-Meyer,MF,Köln,de Bundesliga,24,3.9,0.00,8.97,1.79,1.28
Omenuke Mfulu\Omenuke-Mfulu,MF,Elche,es La Liga,26,8.8,0.00,7.84,1.25,0.11
Míchel\Michel,MF,Valladolid,es La Liga,32,10.5,0.10,10.7,3.62,2.00
Jonas Michel Dirkner\Jonas-Michel-Dirkner,MF,Hertha BSC,de Bundesliga,18,0.2,0.00,0.00,0.00,0.00
Jonas Michelbrink\Jonas-Michelbrink,MF,Hertha BSC,de Bundesliga,19,0.4,0.00,5.00,0.00,0.00
Clément Michelin\Clement-Michelin,DF,Lens,fr Ligue 1,23,12.8,0.00,5.70,1.95,3.83
Edouard Michut\Edouard-Michut,MF,Paris S-G,fr Ligue 1,17,0.0,0,0,0,0
Petar Mićin\Petar-Micin,MF,Udinese,it Serie A,21,0.2,0.00,5.00,0.00,0.00
Florian Miguel\Florian-Miguel,DF,Nîmes,fr Ligue 1,23,17.1,0.00,3.63,1.40,0.35
Valentin Mihaila\Valentin-Mihaila,FWMF,Parma,it Serie A,20,7.8,0.00,3.85,1.03,1.54
Nikola Milenković\Nikola-Milenkovic,DF,Fiorentina,it Serie A,22,33.7,0.00,5.16,1.48,0.09
Arkadiusz Milik\Arkadiusz-Milik,FW,Marseille,fr Ligue 1,26,13.6,0.00,5.59,0.37,0.37
Sergej Milinković-Savić\Sergej-Milinkovic-Savic,MF,Lazio,it Serie A,25,30.5,0.20,10.0,2.07,1.61
Vanja Milinković-Savić\Vanja-Milinkovic-Savic,GK,Torino,it Serie A,23,5.0,0.00,2.20,0.60,0.00
Éder Militão\Eder-Militao,DF,Real Madrid,es La Liga,22,12.6,0.00,4.84,3.49,0.16
Luka Milivojević\Luka-Milivojevic,MF,Crystal Palace,eng Premier League,29,26.2,0.04,5.65,1.53,0.57
Luis Milla\Luis-Milla,MF,Granada,es La Liga,25,13.9,0.07,7.12,1.94,0.72
Pere Milla\Pere-Milla,FWMF,Elche,es La Liga,27,22.0,0.05,7.82,0.41,0.27
Alejandro Millán\Alejandro-Millan,FW,Villarreal,es La Liga,20,0.0,0,1,0,0
Vincenzo Millico\Vincenzo-Millico,FWMF,Torino,it Serie A,19,0.2,0.00,10.0,10.0,0.00
Enzo Millot\Enzo-Millot,MF,Monaco,fr Ligue 1,18,0.5,0.00,4.00,6.00,2.00
James Milner\James-Milner,MFDF,Liverpool,eng Premier League,34,11.9,0.25,9.50,1.68,1.43
Santi Mina\Santi-Mina,FW,Celta Vigo,es La Liga,24,26.8,0.00,7.65,0.52,0.34
Yerry Mina\Yerry-Mina,DF,Everton,eng Premier League,25,21.5,0.00,4.70,1.21,0.00
Takumi Minamino\Takumi-Minamino,MFFW,Southampton,eng Premier League,25,7.9,0.13,6.33,0.25,0.89
Takumi Minamino\Takumi-Minamino,MFFW,Liverpool,eng Premier League,25,3.3,0.00,6.97,0.30,0.91
Tyrone Mings\Tyrone-Mings,DF,Aston Villa,eng Premier League,27,35.5,0.00,5.30,1.55,0.06
Óscar Mingueza\Oscar-Mingueza,DF,Barcelona,es La Liga,21,21.1,0.14,6.54,0.57,0.66
Rafa Mir\Rafa-Mir,FW,Huesca,es La Liga,23,32.0,0.03,5.03,0.47,0.56
Jorge Miramón\Jorge-Miramon,DF,Levante,es La Liga,31,19.2,0.00,6.09,1.35,2.76
Aleksei Miranchuk\Aleksei-Miranchuk,FWMF,Atalanta,it Serie A,24,7.5,0.13,11.7,1.07,1.20
Juan Miranda\Juan-Miranda,DF,Betis,es La Liga,20,18.4,0.00,3.97,0.92,2.93
Antonio Mirante\Antonio-Mirante,GK,Roma,it Serie A,37,12.8,0.00,2.34,0.47,0.00
Tyrick Mitchell\Tyrick-Mitchell,DF,Crystal Palace,eng Premier League,20,19.0,0.00,6.37,0.32,1.16
Aleksandar Mitrović\Aleksandar-Mitrovic,FW,Fulham,eng Premier League,25,15.6,0.06,8.01,0.19,0.51
Stefan Mitrović\Stefan-Mitrovic,DF,Strasbourg,fr Ligue 1,30,30.9,0.00,3.69,1.39,0.03
Maximilian Mittelstädt\Maximilian-Mittelstadt,DF,Hertha BSC,de Bundesliga,23,20.0,0.05,7.60,2.05,2.45
Henrikh Mkhitaryan\Henrikh-Mkhitaryan,FWMF,Roma,it Serie A,31,30.5,0.23,6.66,0.95,1.44
Jakub Moder\Jakub-Moder,DFMF,Brighton,eng Premier League,21,7.2,0.00,7.22,0.97,1.81
Anthony Modeste\Anthony-Modeste,FW,Saint-Étienne,fr Ligue 1,32,3.3,0.00,8.48,0.61,0.91
Anthony Modeste\Anthony-Modeste,FWMF,Köln,de Bundesliga,32,2.5,0.00,6.40,0.00,0.00
Luka Modrić\Luka-Modric,MF,Real Madrid,es La Liga,34,30.4,0.36,10.4,3.82,1.64
Terem Moffi\Terem-Moffi,FW,Lorient,fr Ligue 1,21,23.0,0.17,4.65,0.35,0.48
Kevin Möhwald\Kevin-Mohwald,MF,Werder Bremen,de Bundesliga,27,17.3,0.17,6.76,1.73,0.87
Niklas Moisander\Niklas-Moisander,DF,Werder Bremen,de Bundesliga,34,13.6,0.00,6.62,1.69,0.07
Dion Moise Sahi\Dion-Moise-Sahi,FWMF,Strasbourg,fr Ligue 1,18,1.0,0.00,9.00,0.00,1.00
Johan Mojica\Johan-Mojica,DFFW,Atalanta,it Serie A,27,3.3,0.00,6.36,0.00,3.94
Johan Mojica\Johan-Mojica,DF,Elche,es La Liga,27,13.4,0.00,7.61,0.67,3.51
Guillem Molina\Guillem-Molina,DF,Valencia,es La Liga,20,1.7,0.00,3.53,0.59,0.00
Jorge Molina\Jorge-Molina,FWMF,Granada,es La Liga,38,17.9,0.22,8.94,0.39,0.34
Nahuel Molina\Nahuel-Molina,DF,Udinese,it Serie A,22,20.3,0.10,5.17,1.18,3.55
Salvatore Molina\Salvatore-Molina,MFDF,Crotone,it Serie A,28,25.7,0.04,7.63,1.67,2.10
Victor Mollejo\Victor-Mollejo,MFDF,Getafe,es La Liga,19,0.8,0.00,6.25,0.00,2.50
Florent Mollet\Florent-Mollet,MF,Montpellier,fr Ligue 1,28,26.2,0.08,6.37,2.25,1.72
Jayson Molumby\Jayson-Molumby,MF,Brighton,eng Premier League,20,0.0,0,0,0,0
Alkhaly Momo Cissé\Alkhaly-Momo-Cisse,DFFW,Stuttgart,de Bundesliga,17,0.4,0.00,0.00,0.00,0.00
Jon Moncayola\Jon-Moncayola,MF,Osasuna,es La Liga,22,29.6,0.07,5.54,1.99,0.84
Gabriele Moncini\Gabriele-Moncini,FW,Benevento,it Serie A,24,4.0,0.00,8.25,0.25,0.00
Thomas Monconduit\Thomas-Monconduit,MF,Lorient,fr Ligue 1,29,12.8,0.08,8.98,2.42,0.47
Kévin Monnet-Paquet\Kevin-Monnet-Paquet,MFFW,Saint-Étienne,fr Ligue 1,31,6.3,0.00,7.46,0.63,1.90
Nacho Monreal\Nacho-Monreal,DF,Real Sociedad,es La Liga,34,23.1,0.04,5.45,0.30,1.69
Cristóbal Montiel\Cristobal-Montiel,DFFW,Fiorentina,it Serie A,20,0.0,0,1,0,0
Lorenzo Montipò\Lorenzo-Montipo,GK,Benevento,it Serie A,24,37.0,0.00,1.73,1.14,0.00
Ángel Montoro\Angel-Montoro,MF,Granada,es La Liga,32,15.1,0.26,7.75,4.30,2.05
Martín Montoya\Martin-Montoya,DF,Betis,es La Liga,29,2.7,0.00,5.19,1.11,1.85
Emre Mor\Emre-Mor,FWMF,Celta Vigo,es La Liga,23,5.6,0.00,4.29,0.36,0.71
Luca Mora\Luca-Mora,MFFW,Spezia,it Serie A,32,1.3,0.00,9.23,1.54,0.77
Wesley Moraes\Wesley-Moraes,MFFW,Aston Villa,eng Premier League,23,0.2,0.00,5.00,0.00,0.00
Álvaro Morata\Alvaro-Morata,FW,Juventus,it Serie A,27,22.4,0.22,6.07,0.58,1.29
Jan Morávek\Jan-Moravek,MF,Augsburg,de Bundesliga,30,3.0,0.00,12.0,0.67,0.00
Jon Morcillo\Jon-Morcillo,MFFW,Athletic Club,es La Liga,21,15.1,0.07,7.28,2.38,5.03
Jérémy Morel\Jeremy-Morel,DF,Lorient,fr Ligue 1,36,27.7,0.00,6.61,1.08,0.07
Alberto Moreno\Alberto-Moreno,DF,Villarreal,es La Liga,28,2.1,0.00,7.14,1.90,1.90
Álex Moreno\Alex-Moreno,DF,Betis,es La Liga,27,19.8,0.00,6.01,0.96,2.37
Gerard Moreno\Gerard-Moreno,FWMF,Villarreal,es La Liga,28,29.7,0.37,10.3,1.38,1.41
Tete Morente\Tete-Morente,MFFW,Elche,es La Liga,23,22.4,0.00,6.16,1.88,2.37
Mateu Morey\Mateu-Morey,DF,Dortmund,de Bundesliga,20,9.2,0.11,5.65,1.20,2.39
Wes Morgan\Wes-Morgan,DF,Leicester City,eng Premier League,36,0.2,0.00,0.00,0.00,0.00
Raúl Moro\Raul-Moro,MF,Lazio,it Serie A,17,0.1,0.00,0.00,0.00,0.00
Loren Morón\Loren-Moron,FWMF,Betis,es La Liga,26,11.0,0.00,5.55,0.82,0.18
Pedro Mosquera\Pedro-Mosquera,MF,Huesca,es La Liga,32,22.8,0.00,9.52,2.50,0.09
Aimen Moueffek\Aimen-Moueffek,DFMF,Saint-Étienne,fr Ligue 1,19,8.3,0.00,7.11,0.72,0.12
Youssoufa Moukoko\Youssoufa-Moukoko,FWMF,Dortmund,de Bundesliga,15,4.7,0.00,3.19,0.00,0.64
Harold Moukoudi\Harold-Moukoudi,DF,Saint-Étienne,fr Ligue 1,22,25.3,0.08,4.11,1.78,0.00
Jessy Moulin\Jessy-Moulin,GK,Saint-Étienne,fr Ligue 1,34,29.0,0.00,1.90,0.97,0.00
Steve Mounié\Steve-Mounie,FW,Brest,fr Ligue 1,25,29.8,0.00,11.3,0.17,0.44
Mason Mount\Mason-Mount,MFFW,Chelsea,eng Premier League,21,32.1,0.25,7.04,2.74,2.02
Lucas Moura\Lucas-Moura,FWMF,Tottenham,eng Premier League,27,15.7,0.06,7.83,0.57,0.70
Lys Mousset\Lys-Mousset,FWMF,Sheffield Utd,eng Premier League,24,3.3,0.00,1.52,0.61,0.00
João Moutinho\Joao-Moutinho,MF,Wolves,eng Premier League,33,28.1,0.14,9.54,2.70,1.53
Samuel Moutoussamy\Samuel-Moutoussamy,FW,Nantes,fr Ligue 1,23,0.9,0.00,4.44,0.00,2.22
Loris Mouyokolo\Loris-Mouyokolo,DF,Lorient,fr Ligue 1,19,0.2,0.00,0.00,0.00,0.00
Javi Moyano\Javi-Moyano,DF,Valladolid,es La Liga,34,1.1,0.00,5.45,0.91,0.91
Nordi Mukiele\Nordi-Mukiele,DF,RB Leipzig,de Bundesliga,22,18.6,0.00,9.57,1.51,2.15
Mert Müldür\Mert-Muldur,DF,Sassuolo,it Serie A,21,18.6,0.05,5.22,0.32,2.15
Florian Müller\Florian-Muller,GK,Freiburg,de Bundesliga,22,31.0,0.00,3.42,0.68,0.00
Sebastian Müller\Sebastian-Muller,MFDF,Arminia,de Bundesliga,19,0.0,0,0,0,0
Thomas Müller\Thomas-Muller,MF,Bayern Munich,de Bundesliga,30,29.7,0.24,9.53,1.18,3.30
Joel Mumbongo\Joel-Mumbongo,FW,Burnley,eng Premier League,21,0.4,0.00,7.50,0.00,0.00
Marshall Munetsi\Marshall-Munetsi,MFDF,Reims,fr Ligue 1,24,21.4,0.05,4.25,0.79,0.19
Iker Muniain\Iker-Muniain,MFFW,Athletic Club,es La Liga,27,21.6,0.23,6.53,1.57,1.57
Aihen Muñoz\Aihen-Munoz,DF,Real Sociedad,es La Liga,22,13.4,0.00,5.75,1.19,3.73
Joaquín Muñoz\Joaquin-Munoz,FW,Huesca,es La Liga,21,0.5,0.00,12.0,0.00,0.00
Luis Muriel\Luis-Muriel,FW,Atalanta,it Serie A,29,16.0,0.13,9.63,2.06,2.50
Jeison Murillo\Jeison-Murillo,DF,Celta Vigo,es La Liga,28,30.0,0.03,3.30,2.17,0.00
Vedat Muriqi\Vedat-Muriqi,FW,Lazio,it Serie A,26,9.2,0.11,10.0,0.22,0.43
Jacob Murphy\Jacob-Murphy,DFMF,Newcastle Utd,eng Premier League,25,18.1,0.11,6.69,0.61,2.10
Nicola Murru\Nicola-Murru,DF,Torino,it Serie A,25,6.3,0.00,4.92,0.79,3.33
Petar Musa\Petar-Musa,FW,Union Berlin,de Bundesliga,22,7.9,0.25,10.6,0.38,0.51
Mateo Musacchio\Mateo-Musacchio,DF,Lazio,it Serie A,29,2.5,0.00,2.00,0.80,0.00
Mateo Musacchio\Mateo-Musacchio,DF,Milan,it Serie A,29,0.4,0.00,5.00,0.00,0.00
Yunus Musah\Yunus-Musah,MF,Valencia,es La Liga,17,17.0,0.00,5.06,0.41,1.06
Jamal Musiala\Jamal-Musiala,FWMF,Bayern Munich,de Bundesliga,17,9.8,0.10,8.06,0.61,1.02
Juan Musso\Juan-Musso,GK,Udinese,it Serie A,26,35.0,0.00,1.86,0.37,0.00
Shkodran Mustafi\Shkodran-Mustafi,DF,Arsenal,eng Premier League,28,0.5,0.00,4.00,6.00,0.00
Shkodran Mustafi\Shkodran-Mustafi,DF,Schalke 04,de Bundesliga,28,11.5,0.00,6.26,2.35,0.00
Yoshinori Mutō\Yoshinori-Muto,FWMF,Eibar,es La Liga,28,12.5,0.08,5.04,0.08,0.56
Phillipp Mwene\Phillipp-Mwene,DF,Mainz 05,de Bundesliga,26,18.6,0.00,4.95,1.13,2.85
Joakim Mæhle\Joakim-Maehle,DF,Atalanta,it Serie A,23,13.5,0.00,6.52,0.44,2.67
Obite N'Dicka\Obite-NDicka,DF,Eint Frankfurt,de Bundesliga,20,22.7,0.00,6.96,0.79,0.48
Kévin N'Doram\Kevin-NDoram,MF,Metz,fr Ligue 1,24,3.4,0.00,5.00,2.06,0.00
Stanley N'Soki\Stanley-NSoki,DF,Nice,fr Ligue 1,21,13.8,0.00,5.29,0.87,0.51
Nacho\Nacho,DF,Real Madrid,es La Liga,30,22.2,0.00,5.23,1.58,0.54
Nacho\Nacho,DF,Valladolid,es La Liga,31,20.1,0.00,6.32,1.74,2.14
Yuto Nagatomo\Yuto-Nagatomo,DF,Marseille,fr Ligue 1,33,17.7,0.00,5.71,0.40,1.41
Kenny Nagera\Kenny-Nagera,FW,Paris S-G,fr Ligue 1,18,0.0,0,0,0,0
Radja Nainggolan\Radja-Nainggolan,MF,Inter,it Serie A,32,0.5,0.00,10.0,2.00,0.00
Radja Nainggolan\Radja-Nainggolan,MF,Cagliari,it Serie A,32,20.5,0.10,5.80,2.59,2.49
Marvelous Nakamba\Marvelous-Nakamba,MF,Aston Villa,eng Premier League,26,8.3,0.00,6.75,0.48,0.12
Nahitan Nández\Nahitan-Nandez,MFDF,Cagliari,it Serie A,24,30.4,0.03,6.22,0.86,2.83
Nano\Nano,FW,Cádiz,es La Liga,25,0.1,0.00,10.0,0.00,0.00
Paul Nardi\Paul-Nardi,GK,Lorient,fr Ligue 1,26,23.0,0.00,2.04,0.48,0.00
Matija Nastasić\Matija-Nastasic,DF,Schalke 04,de Bundesliga,27,13.6,0.00,3.60,2.06,0.00
Roberto Navarro\Roberto-Navarro,MF,Real Sociedad,es La Liga,18,0.4,0.00,12.5,2.50,0.00
Ximo Navarro\Ximo-Navarro,DF,Alavés,es La Liga,30,26.4,0.00,4.32,1.17,0.98
Jesús Navas\Jesus-Navas,DF,Sevilla,es La Liga,34,31.4,0.03,6.69,1.94,4.14
Keylor Navas\Keylor-Navas,GK,Paris S-G,fr Ligue 1,33,28.0,0.00,1.25,0.50,0.00
Raúl Navas\Raul-Navas,DF,Osasuna,es La Liga,32,1.9,0.00,4.21,1.58,0.00
Papa Ndiaga Yade\Papa-Ndiaga-Yade,FWMF,Metz,fr Ligue 1,20,11.1,0.18,6.58,1.17,1.98
Iliman Ndiaye\Iliman-Ndiaye,MF,Sheffield Utd,eng Premier League,21,0.1,0.00,0.00,0.00,0.00
Wilfred Ndidi\Wilfred-Ndidi,MFDF,Leicester City,eng Premier League,23,24.2,0.12,7.11,1.16,0.12
Bridge Ndilu\Bridge-Ndilu,MFFW,Nantes,fr Ligue 1,20,0.5,0.00,4.00,2.00,2.00
Tanguy Ndombele\Tanguy-Ndombele,MF,Tottenham,eng Premier League,23,23.2,0.34,7.11,0.69,0.34
Dan Ndoye\Dan-Ndoye,FWMF,Nice,fr Ligue 1,19,6.1,0.00,6.89,0.16,2.30
Paul Nebel\Paul-Nebel,MFFW,Mainz 05,de Bundesliga,17,0.6,0.00,8.33,5.00,0.00
Álvaro Negredo\Alvaro-Negredo,FW,Cádiz,es La Liga,34,24.4,0.29,8.24,0.90,0.49
Reiss Nelson\Reiss-Nelson,FW,Arsenal,eng Premier League,20,0.8,0.00,6.25,1.25,5.00
Ilija Nestorovski\Ilija-Nestorovski,FWMF,Udinese,it Serie A,30,7.8,0.00,6.92,0.51,0.51
Neto\Neto,GK,Barcelona,es La Liga,31,7.0,0.00,5.00,0.14,0.00
Pedro Neto\Pedro-Neto,FWMF,Wolves,eng Premier League,20,28.3,0.14,6.71,2.01,4.49
Luca Netz\Luca-Netz,DFMF,Hertha BSC,de Bundesliga,17,3.4,0.00,5.59,0.88,2.94
Manuel Neuer\Manuel-Neuer,GK,Bayern Munich,de Bundesliga,34,33.0,0.03,2.24,1.61,0.00
Florian Neuhaus\Florian-Neuhaus,MF,M'Gladbach,de Bundesliga,23,29.1,0.27,11.1,2.47,0.21
Carlos Neva\Carlos-Neva,DF,Granada,es La Liga,24,20.0,0.00,3.05,0.55,1.60
Rúben Neves\Ruben-Neves,MF,Wolves,eng Premier League,23,29.7,0.20,8.22,4.28,0.57
Neymar\Neymar,MFFW,Paris S-G,fr Ligue 1,28,15.7,0.83,10.4,2.04,1.85
Yvan Neyou\Yvan-Neyou,MF,Saint-Étienne,fr Ligue 1,23,27.1,0.11,6.97,1.48,0.30
Jessic Ngankam\Jessic-Ngankam,FW,Hertha BSC,de Bundesliga,20,3.3,0.00,5.15,0.00,0.30
Muzinga Ngonda\Muzinga-Ngonda,DF,Dijon,fr Ligue 1,25,25.6,0.00,8.44,0.94,1.56
Ahmad Ngouyamsa\Ahmad-Ngouyamsa,DF,Dijon,fr Ligue 1,19,1.7,0.00,7.06,2.35,1.76
Opa Nguette\Opa-Nguette,FWMF,Metz,fr Ligue 1,26,12.6,0.00,6.27,0.32,0.79
Moussa Niakhate\Moussa-Niakhate,DF,Mainz 05,de Bundesliga,24,31.8,0.09,6.51,1.16,0.85
Ibrahima Niane\Ibrahima-Niane,FW,Metz,fr Ligue 1,21,7.4,0.00,6.76,0.27,0.14
M'Baye Niang\MBaye-Niang,FW,Rennes,fr Ligue 1,25,4.7,0.00,5.11,0.00,0.21
Mamor Niang\Mamor-Niang,FWMF,Getafe,es La Liga,18,0.2,0.00,0.00,0.00,0.00
Florian Niederlechner\Florian-Niederlechner,FW,Augsburg,de Bundesliga,29,19.3,0.10,4.30,0.52,0.47
Nieto\Nieto,FWMF,Cádiz,es La Liga,22,0.2,0.00,0.00,0.00,0.00
Saúl Ñíguez\Saul-Niguez,MFDF,Atlético Madrid,es La Liga,25,22.6,0.00,7.83,0.62,1.15
Joakim Nilsson\Joakim-Nilsson,DF,Arminia,de Bundesliga,26,24.0,0.00,4.71,1.50,0.08
Casimir Ninga\Casimir-Ninga,FW,Angers,fr Ligue 1,27,0.3,3.33,6.67,3.33,0.00
Nino\Nino,MFFW,Elche,es La Liga,40,3.2,0.00,8.44,1.88,0.94
Fernando Niño\Fernando-Nino,FW,Villarreal,es La Liga,19,6.6,0.00,5.15,0.61,0.15
Eddie Nketiah\Eddie-Nketiah,FW,Arsenal,eng Premier League,21,4.7,0.43,4.68,0.21,0.85
Nicolas Nkoulou\Nicolas-Nkoulou,DF,Torino,it Serie A,30,15.1,0.00,3.11,0.73,0.00
Niels Nkounkou\Niels-Nkounkou,DFFW,Everton,eng Premier League,19,0.9,0.00,3.33,2.22,2.22
Christopher Nkunku\Christopher-Nkunku,FWMF,RB Leipzig,de Bundesliga,22,21.0,0.29,8.19,1.67,2.33
Dan Nlundulu\Dan-Nlundulu,FW,Southampton,eng Premier League,21,1.2,0.00,10.0,0.00,0.00
Mark Noble\Mark-Noble,MF,West Ham,eng Premier League,33,7.9,0.25,6.84,2.53,0.51
Nolito\Nolito,MFFW,Celta Vigo,es La Liga,33,28.9,0.31,4.91,0.80,0.83
Arnaud Nordin\Arnaud-Nordin,MFFW,Saint-Étienne,fr Ligue 1,22,19.7,0.05,4.16,1.17,1.88
Håvard Nordtveit\Havard-Nordtveit,DF,Hoffenheim,de Bundesliga,30,7.8,0.13,7.18,2.95,0.00
Will Norris\Will-Norris,GK,Burnley,eng Premier League,26,2.0,0.00,2.00,1.00,0.00
Oliver Norwood\Oliver-Norwood,MF,Sheffield Utd,eng Premier League,29,24.7,0.04,7.04,4.57,1.62
Olivier Ntcham\Olivier-Ntcham,MF,Marseille,fr Ligue 1,24,1.3,0.00,12.3,2.31,0.77
Alexander Nübel\Alexander-Nubel,GK,Bayern Munich,de Bundesliga,23,1.0,0.00,2.00,1.00,0.00
Kasim Nuhu\Kasim-Nuhu,DF,Hoffenheim,de Bundesliga,25,11.0,0.09,5.09,2.36,0.18
Unai Núñez\Unai-Nunez,DF,Athletic Club,es La Liga,23,23.4,0.09,4.70,3.50,0.04
Bram Nuytinck\Bram-Nuytinck,DF,Udinese,it Serie A,30,18.2,0.00,3.96,0.99,0.16
Kelechi Nwakali\Kelechi-Nwakali,MFFW,Huesca,es La Liga,22,1.6,0.00,9.38,1.88,0.00
Simeon Nwankwo\Simeon-Nwankwo,FW,Crotone,it Serie A,28,32.7,0.00,6.36,0.18,0.15
Gerzino Nyamsi\Gerzino-Nyamsi,DF,Rennes,fr Ligue 1,23,9.7,0.00,5.98,1.96,0.21
Allan Nyom\Allan-Nyom,MFDF,Getafe,es La Liga,32,25.8,0.00,5.23,1.36,3.06
M'Bala Nzola\MBala-Nzola,FW,Spezia,it Serie A,23,21.1,0.09,7.16,0.43,0.14
Steven Nzonzi\Steven-Nzonzi,MF,Rennes,fr Ligue 1,31,32.3,0.03,10.9,1.67,0.12
Jack O'Connell\Jack-OConnell,DF,Sheffield Utd,eng Premier League,26,2.0,0.00,5.00,0.50,0.50
Dara O'Shea\Dara-OShea,DF,West Brom,eng Premier League,21,23.4,0.00,4.66,1.50,0.34
Michael Obafemi\Michael-Obafemi,FW,Southampton,eng Premier League,20,0.7,0.00,7.14,0.00,1.43
