,,,,,,Drib,Carr,Carr
Player,Pos,Squad,Comp,Age,90s,Succ,PrgDist,Mis
,,,,,,,,
Chris Smalling\Chris-Smalling,DF,Roma,it Serie A,30,12.3,0.33,78.0,0.41
Emile Smith-Rowe\Emile-Smith-Rowe,MFFW,Arsenal,eng Premier League,20,16.0,0.44,113.8,1.50
Robert Snodgrass\Robert-Snodgrass,MFFW,West Brom,eng Premier League,32,5.8,0.52,38.3,0.34
Robert Snodgrass\Robert-Snodgrass,FWDF,West Ham,eng Premier League,32,0.1,0.00,0.00,0.00
Cédric Soares\Cedric-Soares,DF,Arsenal,eng Premier League,28,8.3,0.72,108.4,1.08
Rafa Soares\Rafa-Soares,DF,Eibar,es La Liga,25,12.6,0.24,86.9,0.16
Rubén Sobrino\Ruben-Sobrino,MFFW,Valencia,es La Liga,28,0.5,0.00,178.0,2.00
Rubén Sobrino\Ruben-Sobrino,FWMF,Cádiz,es La Liga,28,12.4,1.69,76.4,2.74
Simon Sohm\Simon-Sohm,MF,Parma,it Serie A,19,10.0,0.90,84.2,1.00
Augusto Solari\Augusto-Solari,MF,Celta Vigo,es La Liga,28,5.4,1.11,80.9,1.67
Roberto Soldado\Roberto-Soldado,FW,Granada,es La Liga,35,16.0,0.31,19.7,1.94
Carlos Soler\Carlos-Soler,MF,Valencia,es La Liga,23,30.4,0.76,131.1,0.72
Yann Sommer\Yann-Sommer,GK,M'Gladbach,de Bundesliga,31,30.1,0.00,49.4,0.03
Son\Son,DFMF,Levante,es La Liga,26,12.3,0.98,91.5,1.22
Brandon Soppy\Brandon-Soppy,DF,Rennes,fr Ligue 1,18,6.2,1.45,149.4,0.65
David Soria\David-Soria,GK,Getafe,es La Liga,27,28.0,0.00,72.1,0.00
Roberto Soriano\Roberto-Soriano,MF,Bologna,it Serie A,29,36.1,1.14,114.6,1.05
Alberto Soro\Alberto-Soro,FWMF,Granada,es La Liga,21,4.4,0.45,86.4,1.14
Borna Sosa\Borna-Sosa,DF,Stuttgart,de Bundesliga,22,22.7,1.41,154.1,0.93
Hugo Sotelo\Hugo-Sotelo,MF,Celta Vigo,es La Liga,16,0.0,0,0,0
Florian Sotoca\Florian-Sotoca,FW,Lens,fr Ligue 1,29,26.8,0.90,64.3,2.09
Riccardo Sottil\Riccardo-Sottil,MFFW,Cagliari,it Serie A,21,13.2,2.88,221.1,1.52
Cheick Souaré\Cheick-Souare,MF,Marseille,fr Ligue 1,17,0.1,0.00,0.00,0.00
Tomáš Souček\Tomas-Soucek,MF,West Ham,eng Premier League,25,38.0,0.42,53.7,0.89
Rayan Souici\Rayan-Souici,DF,Saint-Étienne,fr Ligue 1,22,0.1,0.00,170.0,0.00
Cebio Soukou\Cebio-Soukou,FWMF,Arminia,de Bundesliga,27,5.1,0.98,68.4,2.75
Adama Soumaoro\Adama-Soumaoro,DF,Bologna,it Serie A,28,19.5,0.15,80.9,0.21
Adama Soumaoro\Adama-Soumaoro,DF,Lille,fr Ligue 1,28,1.6,0.00,86.9,0.00
Boubakary Soumaré\Boubakary-Soumare,MF,Lille,fr Ligue 1,21,21.3,1.13,156.9,0.52
Yaya Soumaré\Yaya-Soumare,FW,Lyon,fr Ligue 1,20,0.0,0,0,0
Arnaud Souquet\Arnaud-Souquet,DF,Montpellier,fr Ligue 1,28,13.6,0.66,100.7,1.18
Ansou Sow\Ansou-Sow,MF,Lens,fr Ligue 1,20,0.1,0.00,0.00,0.00
Djibril Sow\Djibril-Sow,MF,Eint Frankfurt,de Bundesliga,23,24.2,0.74,101.6,0.70
Saidou Sow\Saidou-Sow,DF,Saint-Étienne,fr Ligue 1,18,11.1,0.27,84.8,0.54
Çağlar Söyüncü\Caglar-Soyuncu,DF,Leicester City,eng Premier League,24,20.2,0.35,180.6,0.25
Leonardo Spinazzola\Leonardo-Spinazzola,DF,Roma,it Serie A,27,23.6,2.50,227.5,1.23
Marco Sportiello\Marco-Sportiello,GK,Atalanta,it Serie A,28,14.0,0.00,29.5,0.00
Mattia Sprocati\Mattia-Sprocati,FW,Parma,it Serie A,27,0.2,0.00,0.00,0.00
Jerry St. Juste\Jerry-St-Juste,DF,Mainz 05,de Bundesliga,23,32.0,0.81,115.7,0.47
Benjamin Stambouli\Benjamin-Stambouli,MFDF,Schalke 04,de Bundesliga,29,21.7,0.88,91.6,0.46
Josip Stanišić\Josip-Stanisic,DF,Bayern Munich,de Bundesliga,20,1.0,0.00,67.0,1.00
Niklas Stark\Niklas-Stark,DFMF,Hertha BSC,de Bundesliga,25,31.0,0.06,128.8,0.26
Renato Steffen\Renato-Steffen,FWMF,Wolfsburg,de Bundesliga,28,17.4,0.69,83.0,1.78
Zack Steffen\Zack-Steffen,GK,Manchester City,eng Premier League,25,1.0,0.00,11.0,0.00
Pascal Stenzel\Pascal-Stenzel,DF,Stuttgart,de Bundesliga,24,14.2,0.63,123.5,0.49
Dale Stephens\Dale-Stephens,MF,Burnley,eng Premier League,31,2.9,0.34,52.1,0.00
Jack Stephens\Jack-Stephens,DF,Southampton,eng Premier League,26,17.1,0.18,140.8,0.29
Raheem Sterling\Raheem-Sterling,FW,Manchester City,eng Premier League,25,28.2,2.45,130.7,2.13
Enda Stevens\Enda-Stevens,DF,Sheffield Utd,eng Premier League,30,30.0,0.97,94.0,0.83
Lars Stindl\Lars-Stindl,MFFW,M'Gladbach,de Bundesliga,31,21.8,0.28,67.0,1.88
Kevin Stöger\Kevin-Stoger,MFFW,Mainz 05,de Bundesliga,26,6.0,0.83,172.0,1.00
John Stones\John-Stones,DF,Manchester City,eng Premier League,26,21.5,0.42,264.6,0.19
Thomas Strakosha\Thomas-Strakosha,GK,Lazio,it Serie A,25,9.0,0.00,89.3,0.00
Tobias Strobl\Tobias-Strobl,MF,Augsburg,de Bundesliga,30,20.5,0.39,62.1,1.27
Kevin Strootman\Kevin-Strootman,MF,Marseille,fr Ligue 1,30,2.6,0.38,115.8,0.77
Kevin Strootman\Kevin-Strootman,MF,Genoa,it Serie A,30,14.6,0.62,86.6,0.62
Pascal Struijk\Pascal-Struijk,DFMF,Leeds United,eng Premier League,20,23.1,0.17,127.5,0.22
Jens Stryger Larsen\Jens-Stryger-Larsen,DF,Udinese,it Serie A,29,29.3,0.51,88.5,0.68
Stefano Sturaro\Stefano-Sturaro,MF,Hellas Verona,it Serie A,27,4.7,0.21,46.8,0.43
Stefano Sturaro\Stefano-Sturaro,MF,Genoa,it Serie A,27,4.9,0.41,63.9,1.63
Damián Suárez\Damian-Suarez,DF,Getafe,es La Liga,32,27.0,0.74,62.5,0.37
Denis Suárez\Denis-Suarez,MF,Celta Vigo,es La Liga,26,31.7,1.26,143.8,1.26
Luis Suárez\Luis-Suarez,FW,Atlético Madrid,es La Liga,33,27.9,0.39,32.3,2.01
Marek Suchý\Marek-Suchy,DF,Augsburg,de Bundesliga,32,3.4,0.00,61.8,0.00
Niklas Süle\Niklas-Sule,DF,Bayern Munich,de Bundesliga,24,16.7,0.48,200.5,0.36
Suso\Suso,FW,Sevilla,es La Liga,26,24.6,2.07,125.5,1.91
Bosko Sutalo\Bosko-Sutalo,DF,Atalanta,it Serie A,20,2.6,0.38,135.0,1.15
Mattias Svanberg\Mattias-Svanberg,MF,Bologna,it Serie A,21,20.6,1.07,85.1,0.73
Abdoulaye Sylla\Abdoulaye-Sylla,DF,Nantes,fr Ligue 1,20,0.1,0.00,90.0,0.00
Issiaga Sylla\Issiaga-Sylla,DF,Lens,fr Ligue 1,26,12.4,1.77,106.5,1.13
Eddy Sylvestre\Eddy-Sylvestre,FWMF,Nice,fr Ligue 1,20,1.1,0.91,40.9,1.82
Ádám Szalai\Adam-Szalai,FW,Mainz 05,de Bundesliga,32,8.1,1.48,29.3,4.20
Wojciech Szczęsny\Wojciech-Szczesny,GK,Juventus,it Serie A,30,29.7,0.07,48.5,0.00
Frederik Sørensen\Frederik-Sorensen,DFMF,Köln,de Bundesliga,28,1.1,1.82,34.5,0.00
Alexander Sørloth\Alexander-Sorloth,FW,RB Leipzig,de Bundesliga,24,16.0,1.25,81.7,2.25
Tachi\Tachi,DF,Alavés,es La Liga,22,9.4,0.11,74.9,0.21
Jonathan Tah\Jonathan-Tah,DF,Leverkusen,de Bundesliga,24,24.7,0.28,165.9,0.32
Waniss Taibi\Waniss-Taibi,MF,Angers,fr Ligue 1,18,0.4,0.00,255.0,0.00
Flavien Tait\Flavien-Tait,MFFW,Rennes,fr Ligue 1,27,15.2,1.84,154.5,1.45
Adrien Tameze\Adrien-Tameze,MF,Hellas Verona,it Serie A,26,25.6,1.41,79.7,1.09
Japhet Tanganga\Japhet-Tanganga,DF,Tottenham,eng Premier League,21,5.4,2.22,64.8,0.00
Renato Tapia\Renato-Tapia,MF,Celta Vigo,es La Liga,25,30.0,0.83,103.1,0.33
Edmond Tapsoba\Edmond-Tapsoba,DF,Leverkusen,de Bundesliga,21,29.5,0.61,258.8,0.34
Matt Targett\Matt-Targett,DF,Aston Villa,eng Premier League,24,37.8,0.42,63.4,0.42
James Tarkowski\James-Tarkowski,DF,Burnley,eng Premier League,27,36.0,0.31,50.1,0.33
Ciprian Tătărușanu\Ciprian-Tatarusanu,GK,Milan,it Serie A,34,1.0,0.00,29.0,0.00
Percy Tau\Percy-Tau,FWMF,Brighton,eng Premier League,26,1.1,2.73,96.4,6.36
Niklas Tauer\Niklas-Tauer,MFDF,Mainz 05,de Bundesliga,19,0.8,0.00,32.5,0.00
Heriberto Tavares\Heriberto-Tavares,MFFW,Brest,fr Ligue 1,23,0.5,0.00,18.0,4.00
Sidnei Tavares\Sidnei-Tavares,MF,Leicester City,eng Premier League,18,0.9,1.11,60.0,1.11
Tomás Tavares\Tomas-Tavares,MFDF,Alavés,es La Liga,19,0.7,0.00,74.3,0.00
Charlie Taylor\Charlie-Taylor,DF,Burnley,eng Premier League,26,27.0,1.00,92.3,0.52
Neil Taylor\Neil-Taylor,DF,Aston Villa,eng Premier League,31,0.2,0.00,45.0,0.00
Allan Tchaptchet\Allan-Tchaptchet,DF,Southampton,eng Premier League,18,0.1,0.00,0.00,0.00
Warren Tchimbembé\Warren-Tchimbembe,MFFW,Metz,fr Ligue 1,22,5.5,0.36,110.5,1.27
Aurélien Tchouaméni\Aurelien-Tchouameni,MF,Monaco,fr Ligue 1,20,34.0,0.97,106.0,0.71
Álvaro Tejero\Alvaro-Tejero,DF,Eibar,es La Liga,24,1.2,0.00,132.5,0.83
Nathan Tella\Nathan-Tella,FWMF,Southampton,eng Premier League,21,8.3,1.93,77.7,3.86
Alex Telles\Alex-Telles,DF,Manchester Utd,eng Premier League,27,7.7,0.39,144.3,0.52
Andrés Tello\Andres-Tello,MFDF,Benevento,it Serie A,23,4.6,0.65,85.7,1.96
Cristian Tello\Cristian-Tello,FWMF,Betis,es La Liga,28,14.3,1.33,116.2,1.96
Lino Tempelmann\Lino-Tempelmann,MFDF,Freiburg,de Bundesliga,21,3.0,0.67,59.0,0.33
Hidde ter Avest\Hidde-ter-Avest,DF,Udinese,it Serie A,23,3.9,0.77,73.8,1.03
Marc-André ter Stegen\Marc-Andre-ter-Stegen,GK,Barcelona,es La Liga,28,31.0,0.00,44.5,0.00
Pietro Terracciano\Pietro-Terracciano,GK,Fiorentina,it Serie A,30,3.0,0.00,37.3,0.00
Martin Terrier\Martin-Terrier,FWMF,Rennes,fr Ligue 1,23,27.1,0.96,70.8,2.40
Claudio Terzi\Claudio-Terzi,DF,Spezia,it Serie A,36,20.8,0.19,182.9,0.10
Kenny Tete\Kenny-Tete,DF,Lyon,fr Ligue 1,24,0.2,0.00,105.0,5.00
Kenny Tete\Kenny-Tete,DF,Fulham,eng Premier League,24,16.5,0.48,99.9,1.15
Cedric Teuchert\Cedric-Teuchert,FWMF,Union Berlin,de Bundesliga,23,8.4,1.19,91.2,2.74
Florian Thauvin\Florian-Thauvin,FWMF,Marseille,fr Ligue 1,27,30.4,1.94,143.4,2.20
Malick Thiaw\Malick-Thiaw,DF,Schalke 04,de Bundesliga,18,16.1,0.06,68.1,0.37
Jan Thielmann\Jan-Thielmann,FWMF,Köln,de Bundesliga,18,11.4,0.44,68.2,2.72
Sada Thioub\Sada-Thioub,FWMF,Angers,fr Ligue 1,25,14.0,2.71,172.7,2.93
William Thomas Fish\William-Thomas-Fish,DF,Manchester Utd,eng Premier League,17,0.0,0,1,0
Luke Thomas\Luke-Thomas,DF,Leicester City,eng Premier League,19,10.8,0.93,59.2,1.30
Romain Thomas\Romain-Thomas,DF,Angers,fr Ligue 1,32,33.6,0.12,70.7,0.21
Adrien Thomasson\Adrien-Thomasson,MF,Strasbourg,fr Ligue 1,26,29.2,0.92,60.4,1.85
Erik Thommy\Erik-Thommy,DFFW,Stuttgart,de Bundesliga,25,3.5,0.86,152.3,2.86
Morten Thorsby\Morten-Thorsby,MF,Sampdoria,it Serie A,24,29.4,0.41,46.3,0.99
Marcus Thuram\Marcus-Thuram,FW,M'Gladbach,de Bundesliga,22,19.2,2.14,110.6,2.86
Khéphren Thuram-Ulie\Khephren-Thuram-Ulie,MF,Nice,fr Ligue 1,19,16.6,0.96,146.6,0.78
Cheikh Tidiane Sabaly\Cheikh-Tidiane-Sabaly,MF,Metz,fr Ligue 1,21,0.1,0.00,190.0,10.0
Youri Tielemans\Youri-Tielemans,MF,Leicester City,eng Premier League,23,37.3,1.07,115.3,0.78
Kieran Tierney\Kieran-Tierney,DF,Arsenal,eng Premier League,23,25.5,0.86,131.6,0.78
Steffen Tigges\Steffen-Tigges,FWDF,Dortmund,de Bundesliga,22,0.6,0.00,51.7,1.67
Guus Til\Guus-Til,FW,Freiburg,de Bundesliga,22,1.4,0.00,47.9,3.57
David Timor\David-Timor,MFDF,Getafe,es La Liga,30,15.5,0.13,51.4,0.26
Jean-Clair Todibo\Jean-Clair-Todibo,DF,Nice,fr Ligue 1,20,14.8,1.01,251.7,0.41
Karl Toko Ekambi\Karl-Toko-Ekambi,FW,Lyon,fr Ligue 1,27,31.2,2.02,128.1,2.08
Corentin Tolisso\Corentin-Tolisso,MF,Bayern Munich,de Bundesliga,25,8.7,0.69,114.4,1.03
Jeremy Toljan\Jeremy-Toljan,DF,Sassuolo,it Serie A,25,16.6,0.36,95.3,0.96
Rafael Tolói\Rafael-Toloi,DF,Atalanta,it Serie A,29,28.2,0.43,124.6,0.53
Takehiro Tomiyasu\Takehiro-Tomiyasu,DF,Bologna,it Serie A,21,30.2,0.60,136.0,0.73
James Tomkins\James-Tomkins,DF,Crystal Palace,eng Premier League,31,6.1,0.00,33.9,0.00
Fikayo Tomori\Fikayo-Tomori,DF,Chelsea,eng Premier League,22,0.5,0.00,76.0,0.00
Fikayo Tomori\Fikayo-Tomori,DF,Milan,it Serie A,22,16.3,0.31,98.5,0.25
Sandro Tonali\Sandro-Tonali,MF,Milan,it Serie A,20,14.8,0.41,107.5,0.68
Lorenzo Tonelli\Lorenzo-Tonelli,DF,Sampdoria,it Serie A,30,19.8,0.00,71.5,0.25
Toño\Tono,DF,Levante,es La Liga,30,8.1,1.23,123.7,0.99
Ömer Toprak\Omer-Toprak,DF,Werder Bremen,de Bundesliga,31,21.6,0.56,96.5,0.09
Tyron Tormin\Tyron-Tormin,MFFW,Saint-Étienne,fr Ligue 1,19,0.2,0.00,25.0,0.00
Ernesto Torregrossa\Ernesto-Torregrossa,FW,Sampdoria,it Serie A,28,1.9,1.05,41.1,2.63
Lucas Torreira\Lucas-Torreira,MFFW,Atlético Madrid,es La Liga,24,5.8,0.17,83.4,0.34
Ferrán Torres\Ferran-Torres,FWMF,Manchester City,eng Premier League,20,14.5,1.31,83.3,1.24
Óliver Torres\Oliver-Torres,MFFW,Sevilla,es La Liga,25,15.6,1.92,130.9,1.15
Pau Torres\Pau-Torres,DF,Villarreal,es La Liga,23,33.0,0.88,218.5,0.45
Roberto Torres\Roberto-Torres,MFFW,Osasuna,es La Liga,31,21.0,1.14,66.1,1.24
Lucas Torró\Lucas-Torro,MF,Osasuna,es La Liga,26,17.2,0.64,38.9,0.81
Jordan Torunarigha\Jordan-Torunarigha,DF,Hertha BSC,de Bundesliga,22,10.8,0.46,154.4,0.46
Cenk Tosun\Cenk-Tosun,FW,Everton,eng Premier League,29,0.5,0.00,30.0,8.00
Abdoulaye Touré\Abdoulaye-Toure,MF,Nantes,fr Ligue 1,26,18.7,0.91,82.4,1.07
Almamy Touré\Almamy-Toure,DF,Eint Frankfurt,de Bundesliga,24,7.8,1.67,85.5,2.18
Lucas Tousart\Lucas-Tousart,MF,Hertha BSC,de Bundesliga,23,23.2,0.52,86.3,0.78
Andros Townsend\Andros-Townsend,MFFW,Crystal Palace,eng Premier League,29,25.1,1.75,133.2,1.47
Conor Townsend\Conor-Townsend,DF,West Brom,eng Premier League,27,24.8,0.48,81.1,1.13
Mattéo Tramoni\Matteo-Tramoni,FWMF,Cagliari,it Serie A,20,0.8,0.00,18.8,2.50
Adama Traoré\Adama-Traore,FW,Wolves,eng Premier League,24,29.4,5.44,193.2,2.86
Amadou Traore\Amadou-Traore,MFFW,Bordeaux,fr Ligue 1,18,3.4,2.35,164.7,3.82
Bertrand Traoré\Bertrand-Traore,FW,Aston Villa,eng Premier League,24,25.7,1.98,71.3,1.98
Boubacar Traoré\Boubacar-Traore,MF,Metz,fr Ligue 1,18,0.6,1.67,163.3,3.33
Chaka Traorè\Chaka-Traore,FWMF,Parma,it Serie A,15,0.2,0.00,225.0,0.00
Charles Traore\Charles-Traore,DF,Nantes,fr Ligue 1,28,18.9,0.37,76.6,0.79
Cheick Traoré\Cheick-Traore,DF,Lens,fr Ligue 1,25,0.4,2.50,172.5,5.00
Hamari Traoré\Hamari-Traore,DF,Rennes,fr Ligue 1,28,33.3,0.75,137.5,0.69
Ibrahima Traoré\Ibrahima-Traore,FWDF,M'Gladbach,de Bundesliga,32,1.1,0.91,70.0,0.00
Ismaël Traoré\Ismael-Traore,DF,Angers,fr Ligue 1,33,33.3,0.42,87.3,0.24
Kevin Trapp\Kevin-Trapp,GK,Eint Frankfurt,de Bundesliga,30,33.0,0.00,51.0,0.00
Miguel Trauco\Miguel-Trauco,DF,Saint-Étienne,fr Ligue 1,27,22.6,0.49,86.7,0.66
Trézéguet\Trezeguet,FW,Aston Villa,eng Premier League,25,13.0,2.00,90.2,2.08
Manu Trigueros\Manu-Trigueros,MF,Villarreal,es La Liga,28,28.1,0.78,94.4,1.14
Christopher Trimmel\Christopher-Trimmel,DF,Union Berlin,de Bundesliga,33,28.6,0.35,91.3,0.49
Francisco Trincão\Francisco-Trincao,FWMF,Barcelona,es La Liga,20,7.8,2.82,178.8,1.54
Alessandro Tripaldelli\Alessandro-Tripaldelli,DF,Cagliari,it Serie A,21,3.3,0.61,68.5,0.91
Kieran Trippier\Kieran-Trippier,DF,Atlético Madrid,es La Liga,29,27.5,0.65,85.6,0.58
Leandro Trossard\Leandro-Trossard,FWMF,Brighton,eng Premier League,25,29.0,1.45,110.8,1.90
Alexis Trouillet\Alexis-Trouillet,MF,Nice,fr Ligue 1,19,1.2,0.83,179.2,2.50
Adrien Truffert\Adrien-Truffert,DFMF,Rennes,fr Ligue 1,18,21.7,0.69,119.4,1.06
Marvin Tshibuabua\Marvin-Tshibuabua,DF,Saint-Étienne,fr Ligue 1,18,0.5,2.00,78.0,2.00
Kostas Tsimikas\Kostas-Tsimikas,DFFW,Liverpool,eng Premier League,24,0.1,0.00,120.0,10.0
Axel Tuanzebe\Axel-Tuanzebe,DF,Manchester Utd,eng Premier League,22,4.5,0.00,104.9,0.67
Alessandro Tuia\Alessandro-Tuia,DF,Benevento,it Serie A,30,19.6,0.20,82.1,0.31
Ľubomír Tupta\Lubomir-Tupta,MF,Hellas Verona,it Serie A,22,0.6,0.00,25.0,0.00
Tuta\Tuta,DF,Eint Frankfurt,de Bundesliga,21,16.2,0.37,139.3,0.49
Iyenoma Udogie\Iyenoma-Udogie,DFMF,Hellas Verona,it Serie A,17,1.9,0.53,125.3,0.53
Matthieu Udol\Matthieu-Udol,DF,Metz,fr Ligue 1,24,19.2,1.41,121.3,1.25
Naomichi Ueda\Naomichi-Ueda,DF,Nîmes,fr Ligue 1,25,7.9,0.13,151.4,0.25
Chimuanya Ugochukwu\Chimuanya-Ugochukwu,MF,Rennes,fr Ligue 1,16,0.7,1.43,77.1,1.43
Hwang Ui-jo\Hwang-Ui-jo,FWMF,Bordeaux,fr Ligue 1,27,27.8,0.90,49.3,2.16
Samir Ujkani\Samir-Ujkani,GK,Torino,it Serie A,32,1.0,0.00,24.0,0.00
Samuel Umtiti\Samuel-Umtiti,DF,Barcelona,es La Liga,26,7.2,0.14,213.8,0.28
Enes Ünal\Enes-Unal,FW,Getafe,es La Liga,23,14.6,0.96,43.1,3.70
Cengiz Ünder\Cengiz-Under,MFFW,Leicester City,eng Premier League,23,3.1,3.87,151.0,3.23
Dayot Upamecano\Dayot-Upamecano,DF,RB Leipzig,de Bundesliga,21,25.9,0.39,219.6,0.50
Kacper Urbanski\Kacper-Urbanski,MF,Bologna,it Serie A,15,0.0,0,36,0
Mark Uth\Mark-Uth,FWMF,Schalke 04,de Bundesliga,28,16.6,1.08,70.4,2.53
Tomáš Vaclík\Tomas-Vaclik,GK,Sevilla,es La Liga,31,5.0,0.00,26.8,0.00
Eugeni Valderrama\Eugeni-Valderrama,FWMF,Huesca,es La Liga,26,1.3,0.77,99.2,0.00
Lautaro Valenti\Lautaro-Valenti,DF,Parma,it Serie A,21,5.5,0.36,148.4,0.36
Antoine Valerio\Antoine-Valerio,MF,Nîmes,fr Ligue 1,20,0.8,1.25,66.3,2.50
Borja Valero\Borja-Valero,MFFW,Fiorentina,it Serie A,35,5.5,1.27,134.0,1.27
Yan Valery\Yan-Valery,DFMF,Southampton,eng Premier League,21,1.1,0.91,146.4,2.73
Jesús Vallejo\Jesus-Vallejo,DF,Granada,es La Liga,23,15.0,0.27,70.5,0.33
Manu Vallejo\Manu-Vallejo,FWMF,Valencia,es La Liga,23,10.6,0.85,69.3,2.64
Federico Valverde\Federico-Valverde,MF,Real Madrid,es La Liga,22,14.8,1.69,155.3,0.81
Raphaël Varane\Raphael-Varane,DF,Real Madrid,es La Liga,27,30.2,0.23,147.9,0.17
Jamie Vardy\Jamie-Vardy,FW,Leicester City,eng Premier League,33,31.6,0.98,37.9,1.90
Ruben Vargas\Ruben-Vargas,MFFW,Augsburg,de Bundesliga,21,17.9,2.40,103.0,2.01
Denis Vavro\Denis-Vavro,DF,Lazio,it Serie A,24,0.4,0.00,122.5,0.00
Denis Vavro\Denis-Vavro,DF,Huesca,es La Liga,24,6.8,0.15,89.1,0.15
Franco Vázquez\Franco-Vazquez,FWMF,Sevilla,es La Liga,31,1.8,0.56,66.1,2.78
Kevin Vázquez\Kevin-Vazquez,DF,Celta Vigo,es La Liga,27,6.2,0.65,60.2,0.97
Lucas Vázquez\Lucas-Vazquez,DFFW,Real Madrid,es La Liga,29,20.5,1.41,153.8,1.85
Matías Vecino\Matias-Vecino,MF,Inter,it Serie A,28,3.1,0.65,79.0,1.61
Koke Vegas\Koke-Vegas,GK,Levante,es La Liga,24,1.0,0.00,18.0,0.00
Gabriel Veiga\Gabriel-Veiga,MFDF,Celta Vigo,es La Liga,18,1.3,0.77,91.5,3.85
Miloš Veljković\Milos-Veljkovic,DF,Werder Bremen,de Bundesliga,24,19.1,0.00,71.9,0.10
Miguel Veloso\Miguel-Veloso,MF,Hellas Verona,it Serie A,34,14.6,0.82,109.4,0.55
Joël Veltman\Joel-Veltman,DF,Brighton,eng Premier League,28,25.3,0.83,104.8,0.32
Unai Vencedor Paris\Unai-Vencedor-Paris,MF,Athletic Club,es La Liga,19,18.9,0.48,73.1,0.69
Lorenzo Venuti\Lorenzo-Venuti,DF,Fiorentina,it Serie A,25,19.5,0.21,78.0,0.72
Daniele Verde\Daniele-Verde,FW,Spezia,it Serie A,24,10.9,0.92,98.1,1.01
Simone Verdi\Simone-Verdi,MFFW,Torino,it Serie A,28,18.0,1.61,106.5,1.44
Gonzalo Verdú\Gonzalo-Verdu,DF,Elche,es La Liga,31,32.7,0.31,92.0,0.12
Jordan Veretout\Jordan-Veretout,MF,Roma,it Serie A,27,22.8,0.57,132.7,0.66
Edoardo Vergani\Edoardo-Vergani,FW,Bologna,it Serie A,19,0.1,0.00,0.00,10.0
Marco Verratti\Marco-Verratti,MF,Paris S-G,fr Ligue 1,27,16.6,2.17,237.3,0.78
Valerio Verre\Valerio-Verre,MF,Sampdoria,it Serie A,26,11.1,1.53,129.7,3.78
Mikel Vesga\Mikel-Vesga,MF,Athletic Club,es La Liga,27,19.1,0.42,86.1,0.58
Jannik Vestergaard\Jannik-Vestergaard,DF,Southampton,eng Premier League,27,28.6,0.42,134.5,0.28
Rúben Vezo\Ruben-Vezo,DF,Levante,es La Liga,26,25.7,0.27,141.2,0.08
Guglielmo Vicario\Guglielmo-Vicario,GK,Cagliari,it Serie A,23,4.0,0.00,33.3,0.00
Iñigo Vicente\Inigo-Vicente,FWMF,Athletic Club,es La Liga,22,0.6,6.67,233.3,0.00
Fede Vico\Fede-Vico,MFFW,Granada,es La Liga,26,8.5,2.00,118.6,1.41
Aleix Vidal\Aleix-Vidal,DF,Sevilla,es La Liga,30,6.6,0.76,147.1,0.76
Arturo Vidal\Arturo-Vidal,MF,Inter,it Serie A,33,12.6,0.40,120.5,0.63
Clément Vidal\Clement-Vidal,DF,Montpellier,fr Ligue 1,20,1.0,0.00,61.0,0.00
Nacho Vidal\Nacho-Vidal,DF,Osasuna,es La Liga,25,26.1,0.50,57.9,0.69
Ronaldo Vieira\Ronaldo-Vieira,MFDF,Hellas Verona,it Serie A,22,2.5,0.80,66.4,0.40
Luca Vignali\Luca-Vignali,DF,Spezia,it Serie A,24,17.7,0.23,107.6,1.02
Emanuel Vignato\Emanuel-Vignato,FWMF,Bologna,it Serie A,19,13.4,1.72,146.6,0.97
Toni Villa\Toni-Villa,MFFW,Valladolid,es La Liga,25,10.8,2.13,116.5,1.76
Asier Villalibre\Asier-Villalibre,FW,Athletic Club,es La Liga,22,17.7,0.34,44.9,2.60
Gonzalo Villar\Gonzalo-Villar,MF,Roma,it Serie A,22,20.7,1.59,147.9,0.77
Iván Villar\Ivan-Villar,GK,Celta Vigo,es La Liga,23,19.8,0.00,45.6,0.00
Rúben Vinagre\Ruben-Vinagre,DF,Wolves,eng Premier League,21,1.9,1.58,127.4,0.53
Carlos Vinícius\Carlos-Vinicius,FW,Tottenham,eng Premier League,25,3.4,1.47,22.9,3.53
Nicolas Viola\Nicolas-Viola,MF,Benevento,it Serie A,30,11.5,0.78,81.1,1.13
João Virgínia\Joao-Virginia,GK,Everton,eng Premier League,20,0.5,0.00,56.0,0.00
Vitinha\Vitinha,MF,Wolves,eng Premier League,20,5.8,1.38,154.5,1.90
Vitolo\Vitolo,MFFW,Atlético Madrid,es La Liga,30,3.3,0.30,141.8,3.03
Dušan Vlahović\Dusan-Vlahovic,FW,Fiorentina,it Serie A,20,32.5,1.11,41.6,2.89
Michel Vlap\Michel-Vlap,MFFW,Arminia,de Bundesliga,23,4.1,0.98,47.1,2.20
Andreas Voglsammer\Andreas-Voglsammer,FWMF,Arminia,de Bundesliga,28,11.1,0.63,47.9,2.52
Kevin Vogt\Kevin-Vogt,DF,Hoffenheim,de Bundesliga,28,20.5,0.15,200.8,0.05
Mërgim Vojvoda\Mergim-Vojvoda,DF,Torino,it Serie A,25,15.1,0.79,73.4,0.86
Jake Vokins\Jake-Vokins,DF,Southampton,eng Premier League,20,0.7,0.00,100.0,0.00
Kevin Volland\Kevin-Volland,FWMF,Monaco,fr Ligue 1,28,30.8,0.68,50.1,2.63
Stefan de Vrij\Stefan-de-Vrij,DF,Inter,it Serie A,28,30.4,0.20,173.9,0.03
