,,,,,,Stan,Expe,Expe
Player,Pos,Squad,Comp,Age,90s,SoT%,npxG/Sh,G-xG
,,,,,,,,
Alejandro Millán\Alejandro-Millan,FW,Villarreal,es La Liga,20,0.0,,,0.0
Vincenzo Millico\Vincenzo-Millico,FWMF,Torino,it Serie A,19,0.2,,,0.00
Enzo Millot\Enzo-Millot,MF,Monaco,fr Ligue 1,18,0.5,50.0,0.06,-0.20
James Milner\James-Milner,MFDF,Liverpool,eng Premier League,34,11.9,25.0,0.04,-0.03
Santi Mina\Santi-Mina,FW,Celta Vigo,es La Liga,24,26.8,48.9,0.18,0.12
Yerry Mina\Yerry-Mina,DF,Everton,eng Premier League,25,21.5,23.5,0.08,0.03
Takumi Minamino\Takumi-Minamino,MFFW,Southampton,eng Premier League,25,7.9,30.8,0.09,0.10
Takumi Minamino\Takumi-Minamino,MFFW,Liverpool,eng Premier League,25,3.3,42.9,0.09,0.09
Tyrone Mings\Tyrone-Mings,DF,Aston Villa,eng Premier League,27,35.5,36.8,0.10,0.00
Óscar Mingueza\Oscar-Mingueza,DF,Barcelona,es La Liga,21,21.1,50.0,0.08,0.05
Rafa Mir\Rafa-Mir,FW,Huesca,es La Liga,23,32.0,38.6,0.10,-0.02
Jorge Miramón\Jorge-Miramon,DF,Levante,es La Liga,31,19.2,0.0,0.07,-0.04
Aleksei Miranchuk\Aleksei-Miranchuk,FWMF,Atalanta,it Serie A,24,7.5,43.8,0.11,0.29
Juan Miranda\Juan-Miranda,DF,Betis,es La Liga,20,18.4,33.3,0.06,0.02
Antonio Mirante\Antonio-Mirante,GK,Roma,it Serie A,37,12.8,,,0.00
Tyrick Mitchell\Tyrick-Mitchell,DF,Crystal Palace,eng Premier League,20,19.0,100.0,0.21,0.03
Aleksandar Mitrović\Aleksandar-Mitrovic,FW,Fulham,eng Premier League,25,15.6,30.4,0.09,-0.22
Stefan Mitrović\Stefan-Mitrovic,DF,Strasbourg,fr Ligue 1,30,30.9,41.7,0.06,0.04
Maximilian Mittelstädt\Maximilian-Mittelstadt,DF,Hertha BSC,de Bundesliga,23,20.0,29.4,0.05,-0.04
Henrikh Mkhitaryan\Henrikh-Mkhitaryan,FWMF,Roma,it Serie A,31,30.5,40.7,0.14,0.02
Jakub Moder\Jakub-Moder,DFMF,Brighton,eng Premier League,21,7.2,23.1,0.07,-0.13
Anthony Modeste\Anthony-Modeste,FW,Saint-Étienne,fr Ligue 1,32,3.3,11.1,0.09,-0.27
Anthony Modeste\Anthony-Modeste,FWMF,Köln,de Bundesliga,32,2.5,0.0,0.15,-0.72
Luka Modrić\Luka-Modric,MF,Real Madrid,es La Liga,34,30.4,33.3,0.06,0.07
Terem Moffi\Terem-Moffi,FW,Lorient,fr Ligue 1,21,23.0,43.6,0.21,0.07
Kevin Möhwald\Kevin-Mohwald,MF,Werder Bremen,de Bundesliga,27,17.3,29.2,0.05,0.21
Niklas Moisander\Niklas-Moisander,DF,Werder Bremen,de Bundesliga,34,13.6,,,0.00
Dion Moise Sahi\Dion-Moise-Sahi,FWMF,Strasbourg,fr Ligue 1,18,1.0,25.0,0.09,0.60
Johan Mojica\Johan-Mojica,DFFW,Atalanta,it Serie A,27,3.3,0.0,0.02,-0.03
Johan Mojica\Johan-Mojica,DF,Elche,es La Liga,27,13.4,28.6,0.02,-0.01
Guillem Molina\Guillem-Molina,DF,Valencia,es La Liga,20,1.7,,,0.00
Jorge Molina\Jorge-Molina,FWMF,Granada,es La Liga,38,17.9,50.0,0.18,0.17
Nahuel Molina\Nahuel-Molina,DF,Udinese,it Serie A,22,20.3,37.5,0.10,0.02
Salvatore Molina\Salvatore-Molina,MFDF,Crotone,it Serie A,28,25.7,33.3,0.05,0.01
Victor Mollejo\Victor-Mollejo,MFDF,Getafe,es La Liga,19,0.8,,,0.00
Florent Mollet\Florent-Mollet,MF,Montpellier,fr Ligue 1,28,26.2,31.4,0.07,-0.02
Jayson Molumby\Jayson-Molumby,MF,Brighton,eng Premier League,20,0.0,,,0.0
Alkhaly Momo Cissé\Alkhaly-Momo-Cisse,DFFW,Stuttgart,de Bundesliga,17,0.4,,,0.00
Jon Moncayola\Jon-Moncayola,MF,Osasuna,es La Liga,22,29.6,28.9,0.04,0.02
Gabriele Moncini\Gabriele-Moncini,FW,Benevento,it Serie A,24,4.0,12.5,0.12,-0.25
Thomas Monconduit\Thomas-Monconduit,MF,Lorient,fr Ligue 1,29,12.8,18.2,0.05,0.07
Kévin Monnet-Paquet\Kevin-Monnet-Paquet,MFFW,Saint-Étienne,fr Ligue 1,31,6.3,0.0,0.04,-0.03
Nacho Monreal\Nacho-Monreal,DF,Real Sociedad,es La Liga,34,23.1,9.1,0.07,0.01
Cristóbal Montiel\Cristobal-Montiel,DFFW,Fiorentina,it Serie A,20,0.0,,,0.0
Lorenzo Montipò\Lorenzo-Montipo,GK,Benevento,it Serie A,24,37.0,,,0.00
Ángel Montoro\Angel-Montoro,MF,Granada,es La Liga,32,15.1,13.3,0.04,-0.03
Martín Montoya\Martin-Montoya,DF,Betis,es La Liga,29,2.7,0.0,0.02,0.00
Emre Mor\Emre-Mor,FWMF,Celta Vigo,es La Liga,23,5.6,25.0,0.04,-0.05
Luca Mora\Luca-Mora,MFFW,Spezia,it Serie A,32,1.3,100.0,0.11,-0.08
Wesley Moraes\Wesley-Moraes,MFFW,Aston Villa,eng Premier League,23,0.2,100.0,0.02,0.00
Álvaro Morata\Alvaro-Morata,FW,Juventus,it Serie A,27,22.4,42.6,0.19,0.00
Jan Morávek\Jan-Moravek,MF,Augsburg,de Bundesliga,30,3.0,0.0,0.15,-0.03
Jon Morcillo\Jon-Morcillo,MFFW,Athletic Club,es La Liga,21,15.1,33.3,0.06,0.03
Jérémy Morel\Jeremy-Morel,DF,Lorient,fr Ligue 1,36,27.7,14.3,0.08,-0.02
Alberto Moreno\Alberto-Moreno,DF,Villarreal,es La Liga,28,2.1,0.0,0.07,-0.14
Álex Moreno\Alex-Moreno,DF,Betis,es La Liga,27,19.8,27.3,0.07,-0.04
Gerard Moreno\Gerard-Moreno,FWMF,Villarreal,es La Liga,28,29.7,40.7,0.14,0.13
Tete Morente\Tete-Morente,MFFW,Elche,es La Liga,23,22.4,15.8,0.13,-0.02
Mateu Morey\Mateu-Morey,DF,Dortmund,de Bundesliga,20,9.2,0.0,0.03,-0.01
Wes Morgan\Wes-Morgan,DF,Leicester City,eng Premier League,36,0.2,,,0.00
Raúl Moro\Raul-Moro,MF,Lazio,it Serie A,17,0.1,,,0.00
Loren Morón\Loren-Moron,FWMF,Betis,es La Liga,26,11.0,13.0,0.10,-0.13
Pedro Mosquera\Pedro-Mosquera,MF,Huesca,es La Liga,32,22.8,12.5,0.04,-0.01
Aimen Moueffek\Aimen-Moueffek,DFMF,Saint-Étienne,fr Ligue 1,19,8.3,0.0,0.19,-0.02
Youssoufa Moukoko\Youssoufa-Moukoko,FWMF,Dortmund,de Bundesliga,15,4.7,40.0,0.14,0.04
Harold Moukoudi\Harold-Moukoudi,DF,Saint-Étienne,fr Ligue 1,22,25.3,30.8,0.15,0.04
Jessy Moulin\Jessy-Moulin,GK,Saint-Étienne,fr Ligue 1,34,29.0,,,0.00
Steve Mounié\Steve-Mounie,FW,Brest,fr Ligue 1,25,29.8,42.3,0.13,-0.09
Mason Mount\Mason-Mount,MFFW,Chelsea,eng Premier League,21,32.1,31.7,0.07,-0.02
Lucas Moura\Lucas-Moura,FWMF,Tottenham,eng Premier League,27,15.7,33.3,0.12,0.05
Lys Mousset\Lys-Mousset,FWMF,Sheffield Utd,eng Premier League,24,3.3,50.0,0.18,-0.21
João Moutinho\Joao-Moutinho,MF,Wolves,eng Premier League,33,28.1,26.7,0.04,0.01
Samuel Moutoussamy\Samuel-Moutoussamy,FW,Nantes,fr Ligue 1,23,0.9,0.0,0.05,-0.11
Loris Mouyokolo\Loris-Mouyokolo,DF,Lorient,fr Ligue 1,19,0.2,,,0.00
Javi Moyano\Javi-Moyano,DF,Valladolid,es La Liga,34,1.1,,,0.00
Nordi Mukiele\Nordi-Mukiele,DF,RB Leipzig,de Bundesliga,22,18.6,36.8,0.12,0.04
Mert Müldür\Mert-Muldur,DF,Sassuolo,it Serie A,21,18.6,6.7,0.07,-0.05
Florian Müller\Florian-Muller,GK,Freiburg,de Bundesliga,22,31.0,,,0.00
Sebastian Müller\Sebastian-Muller,MFDF,Arminia,de Bundesliga,19,0.0,,,0.0
Thomas Müller\Thomas-Muller,MF,Bayern Munich,de Bundesliga,30,29.7,33.3,0.13,0.13
Joel Mumbongo\Joel-Mumbongo,FW,Burnley,eng Premier League,21,0.4,,,0.00
Marshall Munetsi\Marshall-Munetsi,MFDF,Reims,fr Ligue 1,24,21.4,25.0,0.06,0.01
Iker Muniain\Iker-Muniain,MFFW,Athletic Club,es La Liga,27,21.6,39.1,0.18,0.05
Aihen Muñoz\Aihen-Munoz,DF,Real Sociedad,es La Liga,22,13.4,25.0,0.07,-0.02
Joaquín Muñoz\Joaquin-Munoz,FW,Huesca,es La Liga,21,0.5,100.0,0.02,0.00
Luis Muriel\Luis-Muriel,FW,Atalanta,it Serie A,29,16.0,43.4,0.17,0.37
Jeison Murillo\Jeison-Murillo,DF,Celta Vigo,es La Liga,28,30.0,42.9,0.07,0.05
Vedat Muriqi\Vedat-Muriqi,FW,Lazio,it Serie A,26,9.2,21.9,0.14,-0.39
Jacob Murphy\Jacob-Murphy,DFMF,Newcastle Utd,eng Premier League,25,18.1,27.6,0.04,0.04
Nicola Murru\Nicola-Murru,DF,Torino,it Serie A,25,6.3,20.0,0.09,-0.06
Petar Musa\Petar-Musa,FW,Union Berlin,de Bundesliga,22,7.9,33.3,0.17,-0.19
Mateo Musacchio\Mateo-Musacchio,DF,Lazio,it Serie A,29,2.5,,,0.00
Mateo Musacchio\Mateo-Musacchio,DF,Milan,it Serie A,29,0.4,,,0.00
Yunus Musah\Yunus-Musah,MF,Valencia,es La Liga,17,17.0,33.3,0.12,0.02
Jamal Musiala\Jamal-Musiala,FWMF,Bayern Munich,de Bundesliga,17,9.8,44.0,0.12,0.30
Juan Musso\Juan-Musso,GK,Udinese,it Serie A,26,35.0,,,0.00
Shkodran Mustafi\Shkodran-Mustafi,DF,Arsenal,eng Premier League,28,0.5,,,0.00
Shkodran Mustafi\Shkodran-Mustafi,DF,Schalke 04,de Bundesliga,28,11.5,20.0,0.05,0.04
Yoshinori Mutō\Yoshinori-Muto,FWMF,Eibar,es La Liga,28,12.5,28.6,0.10,-0.08
Phillipp Mwene\Phillipp-Mwene,DF,Mainz 05,de Bundesliga,26,18.6,33.3,0.04,0.04
Joakim Mæhle\Joakim-Maehle,DF,Atalanta,it Serie A,23,13.5,28.6,0.07,-0.10
Obite N'Dicka\Obite-NDicka,DF,Eint Frankfurt,de Bundesliga,20,22.7,27.8,0.06,0.08
Kévin N'Doram\Kevin-NDoram,MF,Metz,fr Ligue 1,24,3.4,,,0.00
Stanley N'Soki\Stanley-NSoki,DF,Nice,fr Ligue 1,21,13.8,0.0,0.07,-0.03
Nacho\Nacho,DF,Real Madrid,es La Liga,30,22.2,27.3,0.14,-0.02
Nacho\Nacho,DF,Valladolid,es La Liga,31,20.1,12.5,0.04,-0.01
Yuto Nagatomo\Yuto-Nagatomo,DF,Marseille,fr Ligue 1,33,17.7,0.0,0.02,-0.01
Kenny Nagera\Kenny-Nagera,FW,Paris S-G,fr Ligue 1,18,0.0,,,0.0
Radja Nainggolan\Radja-Nainggolan,MF,Inter,it Serie A,32,0.5,0.0,0.05,-0.20
Radja Nainggolan\Radja-Nainggolan,MF,Cagliari,it Serie A,32,20.5,12.2,0.03,-0.03
Marvelous Nakamba\Marvelous-Nakamba,MF,Aston Villa,eng Premier League,26,8.3,50.0,0.02,0.00
Nahitan Nández\Nahitan-Nandez,MFDF,Cagliari,it Serie A,24,30.4,43.8,0.07,-0.01
Nano\Nano,FW,Cádiz,es La Liga,25,0.1,,,0.00
Paul Nardi\Paul-Nardi,GK,Lorient,fr Ligue 1,26,23.0,,,0.00
Matija Nastasić\Matija-Nastasic,DF,Schalke 04,de Bundesliga,27,13.6,28.6,0.04,-0.02
Roberto Navarro\Roberto-Navarro,MF,Real Sociedad,es La Liga,18,0.4,,,0.00
Ximo Navarro\Ximo-Navarro,DF,Alavés,es La Liga,30,26.4,23.1,0.02,0.03
Jesús Navas\Jesus-Navas,DF,Sevilla,es La Liga,34,31.4,13.3,0.07,-0.03
Keylor Navas\Keylor-Navas,GK,Paris S-G,fr Ligue 1,33,28.0,,,0.00
Raúl Navas\Raul-Navas,DF,Osasuna,es La Liga,32,1.9,,,0.00
Papa Ndiaga Yade\Papa-Ndiaga-Yade,FWMF,Metz,fr Ligue 1,20,11.1,25.0,0.05,0.14
Iliman Ndiaye\Iliman-Ndiaye,MF,Sheffield Utd,eng Premier League,21,0.1,,,0.00
Wilfred Ndidi\Wilfred-Ndidi,MFDF,Leicester City,eng Premier League,23,24.2,6.3,0.05,0.01
Bridge Ndilu\Bridge-Ndilu,MFFW,Nantes,fr Ligue 1,20,0.5,0.0,0.08,-0.40
Tanguy Ndombele\Tanguy-Ndombele,MF,Tottenham,eng Premier League,23,23.2,38.9,0.08,0.07
Dan Ndoye\Dan-Ndoye,FWMF,Nice,fr Ligue 1,19,6.1,35.7,0.08,-0.03
Paul Nebel\Paul-Nebel,MFFW,Mainz 05,de Bundesliga,17,0.6,,,0.00
Álvaro Negredo\Alvaro-Negredo,FW,Cádiz,es La Liga,34,24.4,42.6,0.13,0.07
Reiss Nelson\Reiss-Nelson,FW,Arsenal,eng Premier League,20,0.8,0.0,0.05,0.00
Ilija Nestorovski\Ilija-Nestorovski,FWMF,Udinese,it Serie A,30,7.8,37.5,0.16,-0.24
Neto\Neto,GK,Barcelona,es La Liga,31,7.0,,,0.00
Pedro Neto\Pedro-Neto,FWMF,Wolves,eng Premier League,20,28.3,34.4,0.08,0.01
Luca Netz\Luca-Netz,DFMF,Hertha BSC,de Bundesliga,17,3.4,33.3,0.32,0.06
Manuel Neuer\Manuel-Neuer,GK,Bayern Munich,de Bundesliga,34,33.0,,,0.00
Florian Neuhaus\Florian-Neuhaus,MF,M'Gladbach,de Bundesliga,23,29.1,35.4,0.06,0.10
Carlos Neva\Carlos-Neva,DF,Granada,es La Liga,24,20.0,12.5,0.06,-0.03
Rúben Neves\Ruben-Neves,MF,Wolves,eng Premier League,23,29.7,21.9,0.04,-0.00
Neymar\Neymar,MFFW,Paris S-G,fr Ligue 1,28,15.7,25.0,0.13,-0.21
Yvan Neyou\Yvan-Neyou,MF,Saint-Étienne,fr Ligue 1,23,27.1,22.6,0.04,-0.01
Jessic Ngankam\Jessic-Ngankam,FW,Hertha BSC,de Bundesliga,20,3.3,66.7,0.08,0.45
Muzinga Ngonda\Muzinga-Ngonda,DF,Dijon,fr Ligue 1,25,25.6,33.3,0.03,0.07
Ahmad Ngouyamsa\Ahmad-Ngouyamsa,DF,Dijon,fr Ligue 1,19,1.7,,,0.00
Opa Nguette\Opa-Nguette,FWMF,Metz,fr Ligue 1,26,12.6,38.9,0.14,-0.03
Moussa Niakhate\Moussa-Niakhate,DF,Mainz 05,de Bundesliga,24,31.8,55.6,0.21,0.01
Ibrahima Niane\Ibrahima-Niane,FW,Metz,fr Ligue 1,21,7.4,36.4,0.11,0.38
M'Baye Niang\MBaye-Niang,FW,Rennes,fr Ligue 1,25,4.7,20.0,0.09,0.02
Mamor Niang\Mamor-Niang,FWMF,Getafe,es La Liga,18,0.2,0.0,0.06,-0.50
Florian Niederlechner\Florian-Niederlechner,FW,Augsburg,de Bundesliga,29,19.3,37.5,0.14,-0.09
Nieto\Nieto,FWMF,Cádiz,es La Liga,22,0.2,0.0,0.27,-1.50
Saúl Ñíguez\Saul-Niguez,MFDF,Atlético Madrid,es La Liga,25,22.6,30.3,0.05,-0.03
Joakim Nilsson\Joakim-Nilsson,DF,Arminia,de Bundesliga,26,24.0,40.0,0.08,-0.02
Casimir Ninga\Casimir-Ninga,FW,Angers,fr Ligue 1,27,0.3,,,0.00
Nino\Nino,MFFW,Elche,es La Liga,40,3.2,33.3,0.11,-0.09
Fernando Niño\Fernando-Nino,FW,Villarreal,es La Liga,19,6.6,57.1,0.31,-0.20
Eddie Nketiah\Eddie-Nketiah,FW,Arsenal,eng Premier League,21,4.7,41.7,0.20,-0.09
Nicolas Nkoulou\Nicolas-Nkoulou,DF,Torino,it Serie A,30,15.1,33.3,0.12,0.04
Niels Nkounkou\Niels-Nkounkou,DFFW,Everton,eng Premier League,19,0.9,0.0,0.02,0.00
Christopher Nkunku\Christopher-Nkunku,FWMF,RB Leipzig,de Bundesliga,22,21.0,46.4,0.14,-0.09
Dan Nlundulu\Dan-Nlundulu,FW,Southampton,eng Premier League,21,1.2,0.0,0.09,-0.08
Mark Noble\Mark-Noble,MF,West Ham,eng Premier League,33,7.9,0.0,0.03,0.00
Nolito\Nolito,MFFW,Celta Vigo,es La Liga,33,28.9,45.5,0.12,0.02
Arnaud Nordin\Arnaud-Nordin,MFFW,Saint-Étienne,fr Ligue 1,22,19.7,29.5,0.11,-0.04
Håvard Nordtveit\Havard-Nordtveit,DF,Hoffenheim,de Bundesliga,30,7.8,33.3,0.08,-0.03
Will Norris\Will-Norris,GK,Burnley,eng Premier League,26,2.0,,,0.00
Oliver Norwood\Oliver-Norwood,MF,Sheffield Utd,eng Premier League,29,24.7,9.1,0.04,-0.02
Olivier Ntcham\Olivier-Ntcham,MF,Marseille,fr Ligue 1,24,1.3,0.0,0.09,-0.08
Alexander Nübel\Alexander-Nubel,GK,Bayern Munich,de Bundesliga,23,1.0,,,0.00
Kasim Nuhu\Kasim-Nuhu,DF,Hoffenheim,de Bundesliga,25,11.0,0.0,0.09,-0.05
Unai Núñez\Unai-Nunez,DF,Athletic Club,es La Liga,23,23.4,38.5,0.14,-0.03
Bram Nuytinck\Bram-Nuytinck,DF,Udinese,it Serie A,30,18.2,50.0,0.07,0.04
Kelechi Nwakali\Kelechi-Nwakali,MFFW,Huesca,es La Liga,22,1.6,,,0.00
Simeon Nwankwo\Simeon-Nwankwo,FW,Crotone,it Serie A,28,32.7,44.4,0.19,0.11
Gerzino Nyamsi\Gerzino-Nyamsi,DF,Rennes,fr Ligue 1,23,9.7,25.0,0.10,0.06
Allan Nyom\Allan-Nyom,MFDF,Getafe,es La Liga,32,25.8,20.0,0.06,-0.02
M'Bala Nzola\MBala-Nzola,FW,Spezia,it Serie A,23,21.1,35.0,0.15,0.09
Steven Nzonzi\Steven-Nzonzi,MF,Rennes,fr Ligue 1,31,32.3,21.1,0.09,-0.02
Jack O'Connell\Jack-OConnell,DF,Sheffield Utd,eng Premier League,26,2.0,,,0.00
Dara O'Shea\Dara-OShea,DF,West Brom,eng Premier League,21,23.4,0.0,0.05,-0.01
Michael Obafemi\Michael-Obafemi,FW,Southampton,eng Premier League,20,0.7,,,0.00
Pedro Obiang\Pedro-Obiang,MF,Sassuolo,it Serie A,28,16.3,33.3,0.05,-0.04
Jan Oblak\Jan-Oblak,GK,Atlético Madrid,es La Liga,27,38.0,,,0.00
Lucas Ocampos\Lucas-Ocampos,FW,Sevilla,es La Liga,26,29.2,23.4,0.11,-0.19
Bastian Oczipka\Bastian-Oczipka,DF,Schalke 04,de Bundesliga,31,21.4,0.0,0.04,-0.01
Brain Oddei\Brain-Oddei,FWMF,Sassuolo,it Serie A,17,0.5,50.0,0.06,-0.20
Denis Odoi\Denis-Odoi,DF,Fulham,eng Premier League,32,3.0,50.0,0.04,-0.03
Álvaro Odriozola\Alvaro-Odriozola,DF,Real Madrid,es La Liga,24,9.2,66.7,0.24,0.14
Angelo Ogbonna\Angelo-Ogbonna,DF,West Ham,eng Premier League,32,27.7,33.3,0.12,0.05
Stefano Okaka\Stefano-Okaka,FW,Udinese,it Serie A,30,16.5,40.9,0.13,0.07
Shinji Okazaki\Shinji-Okazaki,FWMF,Huesca,es La Liga,34,12.5,21.1,0.10,-0.08
Masaya Okugawa\Masaya-Okugawa,MFFW,Arminia,de Bundesliga,24,10.2,37.5,0.12,0.01
Lucas Olaza\Lucas-Olaza,DF,Celta Vigo,es La Liga,26,17.9,18.2,0.04,-0.02
Lucas Olaza\Lucas-Olaza,DF,Valladolid,es La Liga,26,14.0,27.3,0.05,0.03
Christian Oliva\Christian-Oliva,MF,Cagliari,it Serie A,24,4.3,,,0.00
Christian Oliva\Christian-Oliva,MF,Valencia,es La Liga,24,2.2,50.0,0.02,0.00
Kiko Olivas\Kiko-Olivas,DFMF,Valladolid,es La Liga,31,2.0,,,0.00
Paulo Oliveira\Paulo-Oliveira,DF,Eibar,es La Liga,28,29.3,23.1,0.04,-0.02
Mathías Olivera\Mathias-Olivera,DF,Getafe,es La Liga,22,29.0,27.8,0.13,-0.08
Maximiliano Olivera\Maximiliano-Olivera,DF,Fiorentina,it Serie A,28,1.0,,,0.00
Dani Olmo\Dani-Olmo,MFFW,RB Leipzig,de Bundesliga,22,24.4,27.3,0.09,-0.11
Robin Olsen\Robin-Olsen,GK,Everton,eng Premier League,30,7.0,,,0.00
Jonas Omlin\Jonas-Omlin,GK,Montpellier,fr Ligue 1,26,29.7,,,0.00
Jerome Onguene\Jerome-Onguene,DF,Genoa,it Serie A,22,2.0,,,0.00
Karim Onisiwo\Karim-Onisiwo,FW,Mainz 05,de Bundesliga,28,20.5,38.5,0.10,-0.06
Josh Onomah\Josh-Onomah,MF,Fulham,eng Premier League,23,4.2,16.7,0.11,-0.14
Javier Ontiveros\Javier-Ontiveros,FWMF,Huesca,es La Liga,22,10.2,25.7,0.03,0.01
Henry Onyekuru\Henry-Onyekuru,FW,Monaco,fr Ligue 1,23,1.6,50.0,0.13,-0.19
Willi Orban\Willi-Orban,DF,RB Leipzig,de Bundesliga,27,26.3,30.4,0.15,0.02
Fabián Orellana\Fabian-Orellana,MFFW,Valladolid,es La Liga,34,23.8,50.0,0.12,0.00
Divock Origi\Divock-Origi,FW,Liverpool,eng Premier League,25,2.1,28.6,0.14,-0.48
Riccardo Orsolini\Riccardo-Orsolini,FWMF,Bologna,it Serie A,23,19.5,34.0,0.12,-0.08
Stefan Ortega\Stefan-Ortega,GK,Arminia,de Bundesliga,27,34.0,,,0.00
Yuya Osako\Yuya-Osako,MFFW,Werder Bremen,de Bundesliga,30,8.5,40.0,0.05,-0.06
Ben Osborn\Ben-Osborn,MFDF,Sheffield Utd,eng Premier League,25,17.8,44.4,0.14,-0.01
Victor Osimhen\Victor-Osimhen,FW,Napoli,it Serie A,21,17.5,40.6,0.16,-0.02
Yordan Osorio\Yordan-Osorio,DF,Parma,it Serie A,26,20.1,12.5,0.06,-0.02
David Ospina\David-Ospina,GK,Napoli,it Serie A,31,16.0,,,0.00
Owen Otasowie\Owen-Otasowie,MFFW,Wolves,eng Premier League,19,2.1,0.0,0.14,-0.29
Otávio\Otavio,MF,Bordeaux,fr Ligue 1,26,17.3,33.3,0.04,0.04
Paulo Otávio\Paulo-Otavio,DF,Wolfsburg,de Bundesliga,25,19.3,26.7,0.04,-0.04
Remi Oudin\Remi-Oudin,FWMF,Bordeaux,fr Ligue 1,23,26.9,30.8,0.08,-0.01
Alexandre Oukidja\Alexandre-Oukidja,GK,Metz,fr Ligue 1,32,34.0,,,0.00
Zinédine Ould Khaled\Zinedine-Ould-Khaled,MF,Angers,fr Ligue 1,20,0.4,,,0.00
Adam Ounas\Adam-Ounas,MFFW,Cagliari,it Serie A,23,3.4,0.0,0.19,-0.35
Adam Ounas\Adam-Ounas,FWMF,Crotone,it Serie A,23,13.3,40.0,0.08,0.15
Thomas Ouwejan\Thomas-Ouwejan,DF,Udinese,it Serie A,23,4.6,33.3,0.04,-0.04
Reece Oxford\Reece-Oxford,DF,Augsburg,de Bundesliga,21,15.1,28.6,0.09,-0.05
Alex Oxlade-Chamberlain\Alex-Oxlade-Chamberlain,FWMF,Liverpool,eng Premier League,26,2.8,37.5,0.05,0.21
Mikel Oyarzabal\Mikel-Oyarzabal,FWMF,Real Sociedad,es La Liga,23,26.8,37.9,0.10,0.01
Ambroise Oyongo\Ambroise-Oyongo,DF,Montpellier,fr Ligue 1,29,6.2,100.0,0.15,0.15
Salih Özcan\Salih-Ozcan,MFFW,Köln,de Bundesliga,22,15.2,45.5,0.06,-0.04
Levin Öztunalı\Levin-Oztunali,DFFW,Mainz 05,de Bundesliga,24,8.4,50.0,0.11,0.05
Pablo\Pablo,DF,Bordeaux,fr Ligue 1,29,12.0,11.1,0.10,0.01
Fernando Pacheco\Fernando-Pacheco,GK,Alavés,es La Liga,28,37.2,,,0.00
Jon Pacheco\Jon-Pacheco,DF,Real Sociedad,es La Liga,19,0.4,0.0,0.02,0.00
Gonçalo Paciência\Goncalo-Paciencia,FW,Schalke 04,de Bundesliga,25,8.3,36.4,0.06,-0.04
Daniele Padelli\Daniele-Padelli,GK,Inter,it Serie A,34,0.5,,,0.00
Mattia Pagliuca\Mattia-Pagliuca,MF,Bologna,it Serie A,18,0.1,,,0.00
Vincent Pajot\Vincent-Pajot,MF,Metz,fr Ligue 1,29,10.2,40.0,0.08,-0.04
Rodrigo Palacio\Rodrigo-Palacio,FW,Bologna,it Serie A,38,27.8,44.4,0.15,-0.12
Exequiel Palacios\Exequiel-Palacios,MF,Leverkusen,de Bundesliga,21,6.4,0.0,0.06,-0.02
Helibelton Palacios\Helibelton-Palacios,DF,Elche,es La Liga,27,8.3,,,0.00
Ante Palaversa\Ante-Palaversa,MF,Getafe,es La Liga,20,0.1,,,0.00
Alberto Paleari\Alberto-Paleari,GK,Genoa,it Serie A,27,2.3,,,0.00
Nicolas Pallois\Nicolas-Pallois,DF,Nantes,fr Ligue 1,32,30.8,38.5,0.12,0.01
Emerson Palmieri\Emerson-Palmieri,DF,Chelsea,eng Premier League,25,1.0,,,0.00
Antonio Palumbo\Antonio-Palumbo,MF,Sampdoria,it Serie A,23,0.1,0.0,0.02,0.00
Martin Palumbo\Martin-Palumbo,MF,Udinese,it Serie A,18,0.7,,,0.00
Goran Pandev\Goran-Pandev,FWMF,Genoa,it Serie A,37,15.6,52.6,0.17,0.19
Ivor Pandur\Ivor-Pandur,GK,Hellas Verona,it Serie A,20,3.7,,,0.00
Jonathan Panzo\Jonathan-Panzo,DF,Dijon,fr Ligue 1,19,20.0,33.3,0.10,-0.03
Matondo-Merveille Papela\Matondo-Merveille-Papela,DF,Mainz 05,de Bundesliga,19,0.0,,,0.0
Lucas Paquetá\Lucas-Paqueta,MF,Lyon,fr Ligue 1,22,25.3,40.4,0.17,-0.02
Gaëtan Paquiez\Gaetan-Paquiez,DF,Nîmes,fr Ligue 1,26,11.6,0.0,0.01,-0.01
Rubén Pardo\Ruben-Pardo,MFFW,Bordeaux,fr Ligue 1,27,0.3,,,0.00
Leandro Paredes\Leandro-Paredes,MF,Paris S-G,fr Ligue 1,26,14.5,28.0,0.04,0.00
Daniel Parejo\Daniel-Parejo,MF,Villarreal,es La Liga,31,34.6,34.6,0.05,0.05
Vittorio Parigini\Vittorio-Parigini,FWDF,Genoa,it Serie A,24,0.6,100.0,0.01,0.00
Marco Parolo\Marco-Parolo,DFMF,Lazio,it Serie A,35,7.3,14.3,0.11,-0.10
Thomas Partey\Thomas-Partey,MF,Arsenal,eng Premier League,27,17.0,15.4,0.05,-0.08
Thomas Partey\Thomas-Partey,MF,Atlético Madrid,es La Liga,27,2.2,0.0,0.02,-0.05
Mario Pašalić\Mario-Pasalic,MFFW,Atalanta,it Serie A,25,12.5,63.2,0.24,0.12
Felix Passlack\Felix-Passlack,DF,Dortmund,de Bundesliga,22,4.0,20.0,0.18,0.03
Christian Pastina\Christian-Pastina,DF,Benevento,it Serie A,19,1.3,,,0.00
