,Player,Position,Team,Comp,Age,MP,Min,Goals,Ast,G+A,xG,xA,SoT%,npxG/Sh,G-xG,Pass Cmp%,Prog Passes,Through Balls,Passes Under Pressure,Switch Passes,Crosses,Shot Creating Actions,Dribbles to Shot,Def Action to Shot,Tackles,Press,Shots Blocked,Interceptions,Clearances,Errors,Dribbles Successful,Dribble Distance,Mistakes,Ball Recoveries,Air Duels Won%,Values
994,Rafinha,MF,paris s-g,fr Ligue 1,27,23,1361,0.0,0.26,0.26,0.09,0.21,33.3,0.06,-0.09,89.6,5.5,0.33,12.7,1.59,0.53,3.71,0.13,0.2,3.38,23.6,0.2,0.99,0.26,0.0,1.99,200.7,1.99,8.94,42.9,16500000.0
995,Mergim Vojvoda,DF,torino,it Serie A,25,24,1359,0.13,0.13,0.26,0.09,0.06,50.0,0.22,0.05,77.5,3.44,0.0,5.1,1.26,3.71,0.99,0.0,0.0,1.72,13.1,0.2,1.19,2.38,0.13,0.79,73.4,0.86,6.69,52.6,5500000.0
996,Paolo Ghiglione,DFMF,genoa,it Serie A,23,23,1358,0.0,0.26,0.27,0.04,0.13,20.0,0.06,-0.04,67.4,2.05,0.07,4.7,1.46,3.64,2.12,0.07,0.07,1.99,12.6,0.13,1.06,2.05,0.0,0.4,106.8,1.26,5.96,47.2,3740000.0
997,Colin Dagba,DF,paris s-g,fr Ligue 1,21,25,1357,0.07,0.13,0.2,0.02,0.07,14.3,0.04,0.05,88.9,2.65,0.0,4.3,0.33,2.12,1.46,0.13,0.0,1.72,13.8,0.4,0.79,1.72,0.0,0.66,125.8,0.66,6.36,22.2,13200000.0
998,Mike van der Hoorn,DF,arminia,de Bundesliga,27,22,1356,0.0,0.0,0.0,0.02,0.01,50.0,0.08,-0.02,87.1,1.99,0.07,8.08,2.25,0.0,0.4,0.0,0.0,0.53,5.23,0.46,0.53,6.75,0.07,0.07,104.2,0.13,10.2,60.4,2200000.0
999,Kevin Agudelo,FW,spezia,it Serie A,21,29,1356,0.07,0.13,0.2,0.13,0.05,21.1,0.1,-0.06,72.5,1.99,0.0,6.62,0.6,0.66,2.32,0.26,0.2,3.31,23.6,0.0,0.33,0.46,0.0,2.65,112.1,2.38,4.37,35.7,3850000.0
1000,Jack Cork,MF,burnley,eng Premier League,31,16,1350,0.0,0.0,0.0,0.02,0.04,0.0,0.06,-0.02,82.8,1.73,0.0,7.13,0.73,0.27,1.2,0.0,0.0,1.67,15.6,0.4,1.0,1.6,0.0,0.2,47.3,0.6,10.3,60.4,5500000.0
1001,Scott Dann,DF,crystal palace,eng Premier League,33,15,1350,0.07,0.0,0.07,0.02,0.0,40.0,0.07,0.05,84.1,1.87,0.07,4.13,0.4,0.0,0.33,0.0,0.07,0.67,4.13,1.07,0.53,5.0,0.07,0.33,53.3,0.2,9.87,59.0,1650000.0
1002,Matt Ritchie,DFMF,newcastle utd,eng Premier League,30,18,1350,0.0,0.13,0.13,0.03,0.1,9.1,0.04,-0.03,67.7,2.47,0.0,6.33,2.33,3.93,2.67,0.0,0.13,1.13,10.1,0.13,1.53,2.87,0.0,0.4,77.1,0.53,6.87,41.7,3300000.0
1003,Jesus Vallejo,DF,granada,es La Liga,23,21,1348,0.0,0.0,0.0,0.01,0.0,0.0,0.08,-0.01,75.7,2.0,0.07,4.27,1.4,0.07,0.33,0.0,0.0,1.13,9.87,0.8,0.67,5.73,0.0,0.27,70.5,0.33,6.8,50.0,5500000.0
1004,Inigo Perez,MFDF,osasuna,es La Liga,32,22,1347,0.0,0.0,0.0,0.03,0.04,22.2,0.05,-0.03,70.5,3.87,0.0,5.93,1.67,1.67,1.67,0.07,0.07,1.33,12.3,0.0,0.73,0.47,0.0,0.07,43.5,0.87,7.8,30.8,660000.0
1005,Abdoulaye Bamba,DF,angers,fr Ligue 1,30,16,1347,0.0,0.0,0.0,0.0,0.09,100.0,0.05,0.0,76.6,3.6,0.07,6.53,0.4,2.47,1.4,0.07,0.07,2.07,11.4,0.07,1.2,2.8,0.07,0.33,68.8,0.53,8.0,47.6,1320000.0
1006,Ben Davies,DF,tottenham,eng Premier League,27,20,1346,0.0,0.07,0.07,0.01,0.04,0.0,0.07,-0.01,77.9,2.87,0.07,3.8,0.53,1.6,1.13,0.07,0.13,1.73,12.3,0.33,0.87,4.8,0.0,0.33,92.7,0.2,6.73,63.0,17600000.0
1007,Aymeric Laporte,DF,manchester city,eng Premier League,26,16,1344,0.0,0.0,0.0,0.05,0.05,16.7,0.13,-0.05,92.0,4.83,0.0,6.38,1.74,0.0,0.6,0.0,0.0,0.87,5.44,0.54,0.54,3.56,0.07,0.2,274.1,0.2,9.33,71.9,49500000.0
1008,Lionel Carole,DF,strasbourg,fr Ligue 1,29,27,1342,0.0,0.07,0.07,0.01,0.08,33.3,0.04,-0.01,77.4,4.43,0.07,6.58,2.35,2.35,1.41,0.0,0.0,2.82,12.0,0.13,2.15,3.22,0.0,0.34,134.8,0.74,10.1,80.0,2200000.0
1009,Tyler Roberts,MFFW,leeds united,eng Premier League,21,27,1340,0.07,0.13,0.2,0.14,0.12,46.2,0.08,-0.07,72.2,2.89,0.27,5.5,0.6,0.6,2.42,0.2,0.0,1.21,17.5,0.2,0.6,0.94,0.07,1.14,82.7,1.61,6.71,45.5,6600000.0
1010,Gregoire Defrel,FWMF,sassuolo,it Serie A,29,28,1336,0.2,0.2,0.4,0.19,0.09,40.9,0.13,0.01,87.6,1.89,0.0,6.69,0.14,0.47,2.57,0.07,0.07,1.15,15.9,0.07,0.54,0.14,0.07,0.88,70.6,1.69,5.34,22.9,5500000.0
1011,Ayoze Perez,MFFW,leicester city,eng Premier League,27,25,1331,0.14,0.07,0.2,0.22,0.08,41.9,0.1,-0.08,76.6,3.65,0.14,8.31,0.41,1.22,3.24,0.34,0.07,2.16,23.2,0.07,1.28,0.41,0.0,1.82,107.6,2.3,6.35,18.0,19800000.0
1012,Ashley Barnes,FW,burnley,eng Premier League,30,22,1331,0.2,0.0,0.2,0.34,0.05,30.8,0.11,-0.14,63.5,1.35,0.0,7.36,0.27,0.41,2.43,0.0,0.14,1.08,13.6,0.2,0.34,0.61,0.0,0.14,28.6,3.45,5.07,35.9,3850000.0
1013,Sandro Tonali,MF,milan,it Serie A,20,25,1330,0.0,0.0,0.0,0.03,0.09,33.3,0.05,-0.03,82.3,3.72,0.0,4.93,1.82,0.74,2.03,0.0,0.0,1.82,20.5,0.41,1.35,1.62,0.0,0.41,107.5,0.68,10.9,37.5,29700000.0
1014,Jean-Clair Todibo,DF,nice,fr Ligue 1,20,15,1330,0.07,0.0,0.07,0.04,0.01,14.3,0.08,0.03,89.4,3.92,0.07,7.09,3.72,0.07,0.41,0.0,0.0,2.43,10.7,0.54,1.49,5.41,0.07,1.01,251.7,0.41,7.57,59.6,13200000.0
1015,Lucas Douath,MF,saint-etienne,fr Ligue 1,16,30,1327,0.0,0.0,0.0,0.03,0.01,20.0,0.09,-0.03,86.6,1.77,0.0,7.41,0.82,0.2,0.95,0.14,0.14,2.59,16.1,0.0,1.5,1.84,0.07,0.88,118.5,0.68,11.6,58.3,13200000.0
1016,Erick Cabaco,DF,getafe,es La Liga,25,20,1326,0.0,0.0,0.0,0.01,0.0,0.0,0.06,-0.01,67.7,2.31,0.0,3.74,3.67,0.2,0.41,0.0,0.0,1.63,9.32,0.48,0.82,7.14,0.07,0.2,49.4,0.2,9.52,73.2,2750000.0
1017,Ismael Bennacer,MF,milan,it Serie A,22,21,1326,0.0,0.14,0.14,0.05,0.03,8.3,0.06,-0.05,86.6,5.24,0.07,9.39,1.97,0.48,1.77,0.07,0.07,2.59,20.1,0.14,1.5,1.16,0.0,1.9,155.9,0.82,12.0,40.5,41800000.0
1018,Oliver McBurnie,FW,sheffield utd,eng Premier League,24,23,1324,0.07,0.0,0.07,0.21,0.07,40.0,0.1,-0.14,62.9,2.93,0.2,12.1,0.07,0.2,1.97,0.0,0.0,0.88,20.1,0.27,0.54,1.7,0.0,0.61,33.3,1.7,4.42,54.1,11000000.0
1019,Yan Brice Eteki,MF,granada,es La Liga,22,25,1321,0.0,0.0,0.0,0.02,0.0,42.9,0.05,-0.02,77.9,1.63,0.0,5.44,0.27,0.07,0.27,0.0,0.0,1.84,21.5,0.27,1.02,1.63,0.0,0.34,23.9,0.68,8.44,51.1,2200000.0
1020,Pablo Sarabia,FWMF,paris s-g,fr Ligue 1,28,27,1320,0.41,0.27,0.68,0.33,0.37,50.0,0.13,0.08,76.9,4.15,0.68,8.03,1.09,2.52,3.33,0.14,0.0,1.36,15.2,0.07,0.27,0.54,0.0,0.75,121.4,1.7,4.56,28.6,24200000.0
1021,Mehdi Abeid,MF,nantes,fr Ligue 1,27,18,1320,0.0,0.0,0.0,0.07,0.05,0.0,0.05,-0.07,85.0,2.86,0.07,5.65,2.24,1.43,1.9,0.14,0.14,2.52,16.7,0.14,1.56,0.95,0.07,1.56,114.9,0.41,9.93,38.7,2200000.0
1022,Andres Guardado,MF,betis,es La Liga,33,24,1318,0.07,0.0,0.07,0.03,0.03,45.5,0.03,0.04,84.2,4.38,0.14,8.29,2.53,0.41,1.58,0.0,0.07,1.99,13.8,0.27,1.51,1.58,0.07,0.62,122.9,0.89,11.2,47.7,1650000.0
1023,Enes Unal,FW,getafe,es La Liga,23,28,1318,0.27,0.14,0.41,0.28,0.09,25.0,0.09,-0.01,62.9,1.78,0.21,8.84,0.07,0.41,1.85,0.07,0.0,0.68,22.0,0.07,0.21,0.89,0.0,0.96,43.1,3.7,4.79,46.5,7700000.0
1024,Patrick Burner,DF,nimes,fr Ligue 1,24,22,1317,0.0,0.0,0.0,0.03,0.02,16.7,0.07,-0.03,77.8,3.08,0.07,3.56,0.82,1.51,1.3,0.14,0.0,1.51,9.45,0.34,1.44,2.81,0.07,0.75,79.9,0.55,8.08,37.5,2200000.0
1025,Okay Yokuslu,MF,west brom,eng Premier League,26,16,1317,0.0,0.07,0.07,0.06,0.04,0.0,0.07,-0.06,83.2,2.88,0.14,8.36,0.75,0.21,0.75,0.0,0.0,3.22,19.5,0.21,2.88,2.74,0.07,1.23,55.3,0.48,13.9,67.2,8250000.0
1026,Miguel Veloso,MF,hellas verona,it Serie A,34,21,1316,0.14,0.14,0.27,0.12,0.06,20.0,0.03,0.01,78.2,4.59,0.07,7.88,1.23,0.96,1.58,0.07,0.0,1.99,17.2,0.14,1.03,2.74,0.0,0.82,109.4,0.55,14.0,60.9,990000.0
1027,Quentin Boisgard,MFFW,lorient,fr Ligue 1,23,24,1314,0.14,0.14,0.27,0.13,0.12,29.2,0.08,0.01,65.5,2.53,0.07,7.05,2.05,2.53,3.29,0.0,0.07,1.71,14.0,0.14,0.82,0.07,0.0,1.3,82.1,2.26,6.51,31.0,2750000.0
1028,Kevin Strootman,MF,genoa,it Serie A,30,18,1314,0.0,0.27,0.27,0.03,0.16,33.3,0.08,-0.03,80.9,4.18,0.34,9.66,0.62,1.03,2.47,0.0,0.14,2.95,22.9,0.27,1.92,1.1,0.0,0.62,86.6,0.62,8.01,45.5,5500000.0
1029,Max Kilman,DF,wolves,eng Premier League,23,18,1310,0.0,0.07,0.07,0.03,0.03,33.3,0.07,-0.03,88.6,2.74,0.21,2.81,0.75,0.0,0.48,0.0,0.14,1.85,10.1,0.62,1.23,3.97,0.0,0.21,107.5,0.21,6.85,50.0,4950000.0
1030,Ander Barrenetxea,MFFW,real sociedad,es La Liga,18,31,1307,0.21,0.0,0.21,0.12,0.14,30.4,0.08,0.08,71.5,1.93,0.07,5.45,0.41,1.93,2.14,0.14,0.07,2.21,23.7,0.07,0.83,0.69,0.0,2.69,102.8,2.9,7.03,17.1,16500000.0
1031,Ferran Torres,FWMF,manchester city,eng Premier League,20,24,1306,0.48,0.14,0.62,0.37,0.13,38.9,0.15,0.11,81.4,2.34,0.14,4.83,0.76,1.93,2.76,0.41,0.07,1.03,15.0,0.07,0.48,0.41,0.0,1.31,83.3,1.24,4.55,36.1,55000000.0
1032,Milos Vulic,MF,crotone,it Serie A,23,25,1305,0.07,0.07,0.14,0.07,0.09,22.2,0.05,0.0,79.6,3.66,0.0,8.69,0.62,1.1,2.69,0.14,0.14,1.59,12.3,0.07,0.62,0.76,0.07,0.83,79.9,2.0,8.0,54.8,1650000.0
1033,Ignatius Ganago,FW,lens,fr Ligue 1,21,24,1304,0.48,0.0,0.48,0.48,0.07,45.0,0.18,0.0,71.7,0.83,0.07,4.9,0.34,1.17,2.28,0.41,0.14,0.21,10.8,0.14,0.69,0.28,0.0,1.52,38.3,3.24,3.17,41.5,8800000.0
1034,Leandro Paredes,MF,paris s-g,fr Ligue 1,26,21,1302,0.07,0.14,0.21,0.07,0.09,28.0,0.04,0.0,90.3,9.03,0.34,6.76,2.83,0.41,1.86,0.07,0.0,2.34,11.7,0.34,1.1,1.31,0.07,0.41,200.6,0.41,9.1,65.0,22000000.0
1035,Nils Petersen,FW,freiburg,de Bundesliga,31,32,1301,0.55,0.0,0.55,0.44,0.1,33.3,0.17,0.11,67.3,1.03,0.14,5.17,0.14,0.21,1.66,0.0,0.14,0.97,21.3,0.07,0.21,2.21,0.07,0.34,7.03,1.79,3.52,29.9,3300000.0
1036,Jorge Mere,DF,koln,de Bundesliga,23,16,1300,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,88.7,1.6,0.0,4.65,1.67,0.0,0.35,0.0,0.0,1.46,8.26,0.83,1.6,5.76,0.0,0.07,67.9,0.14,9.86,53.2,3850000.0
1037,Omar Alderete,DF,hertha bsc,de Bundesliga,23,17,1299,0.0,0.0,0.0,0.03,0.01,28.6,0.07,-0.03,81.7,4.31,0.0,4.1,1.74,0.14,0.49,0.0,0.0,1.46,9.58,0.76,0.97,6.94,0.14,1.18,159.9,0.28,9.17,56.5,4950000.0
1038,Houboulang Mendes,DF,lorient,fr Ligue 1,22,17,1297,0.0,0.0,0.0,0.01,0.02,0.0,0.02,-0.01,72.5,2.08,0.0,5.0,0.56,1.67,0.69,0.0,0.0,2.57,14.2,0.21,0.49,2.64,0.0,0.49,66.2,1.67,5.9,52.6,1320000.0
1039,Ardian Ismajli,DF,spezia,it Serie A,23,17,1297,0.07,0.07,0.14,0.03,0.0,16.7,0.08,0.03,89.3,2.15,0.0,5.42,1.39,0.07,0.56,0.0,0.0,1.32,9.31,0.42,1.67,6.39,0.14,0.0,125.2,0.07,8.68,62.3,2750000.0
1040,Luis Perez,DF,valladolid,es La Liga,25,22,1297,0.0,0.0,0.0,0.01,0.03,0.0,0.05,-0.01,69.4,2.57,0.0,4.93,0.42,2.5,0.76,0.0,0.0,3.06,14.9,0.49,0.9,3.82,0.0,0.21,67.6,0.28,8.96,62.2,990000.0
1041,Yann Karamoh,FWMF,parma,it Serie A,22,24,1294,0.14,0.07,0.21,0.23,0.14,40.9,0.15,-0.09,77.2,2.29,0.21,4.72,0.69,1.39,2.5,0.21,0.0,1.81,16.6,0.07,0.49,0.49,0.0,2.57,114.2,2.43,5.49,23.1,6600000.0
1042,Joaquin,FWMF,betis,es La Liga,39,27,1291,0.14,0.42,0.56,0.07,0.17,50.0,0.08,0.07,80.3,3.99,0.07,7.27,1.75,2.52,3.29,0.07,0.0,0.49,10.6,0.07,0.98,0.7,0.0,1.4,130.8,1.4,5.59,40.0,1650000.0
1043,Jonas Hector,MF,koln,de Bundesliga,30,19,1290,0.21,0.07,0.28,0.24,0.11,29.6,0.13,-0.03,77.2,3.15,0.28,8.95,0.91,0.56,2.52,0.14,0.07,1.96,19.3,0.35,1.33,1.68,0.21,0.42,61.0,1.61,8.46,50.0,5500000.0
1044,Joseph Aidoo,DF,celta vigo,es La Liga,24,25,1289,0.0,0.0,0.0,0.06,0.04,0.0,0.09,-0.06,82.6,2.73,0.14,6.64,0.63,0.07,0.7,0.07,0.0,1.96,12.0,0.28,1.12,7.76,0.14,0.35,105.9,0.28,10.7,53.8,6600000.0
1045,Rodrigo,MFFW,leeds united,eng Premier League,29,26,1288,0.49,0.14,0.63,0.44,0.17,35.4,0.13,0.05,75.4,3.99,0.35,8.74,1.26,1.4,4.48,0.35,0.14,1.4,18.1,0.0,0.63,1.12,0.0,1.26,77.8,2.59,7.06,42.4,19800000.0
1046,Mounir Chouiar,FWMF,dijon,fr Ligue 1,21,23,1288,0.0,0.14,0.14,0.14,0.14,21.7,0.05,-0.14,75.5,2.8,0.07,6.64,2.1,1.19,3.5,0.35,0.0,1.54,13.7,0.0,0.63,0.42,0.0,3.36,130.5,2.73,6.36,44.4,6600000.0
1047,Thomas Delaney,MF,dortmund,de Bundesliga,28,20,1286,0.07,0.07,0.14,0.03,0.01,37.5,0.05,0.04,83.8,3.22,0.0,7.55,1.54,0.63,1.12,0.0,0.14,3.43,19.2,0.7,1.68,1.96,0.07,0.28,56.6,0.7,11.2,68.2,16500000.0
1048,Sandro Ramirez,FWMF,huesca,es La Liga,25,20,1285,0.35,0.07,0.42,0.17,0.03,63.3,0.08,0.18,76.0,1.4,0.0,4.69,0.84,1.26,1.96,0.14,0.07,1.47,16.6,0.07,1.05,0.21,0.0,1.68,70.7,3.36,5.1,27.8,3850000.0
1049,Nico Schlotterbeck,DF,union berlin,de Bundesliga,20,16,1285,0.07,0.0,0.07,0.09,0.01,34.8,0.06,-0.02,81.5,4.34,0.07,8.81,1.75,0.42,1.05,0.0,0.07,2.38,12.6,0.35,2.52,4.48,0.07,0.63,167.2,0.42,9.72,58.9,8250000.0
1050,Cristian Tello,FWMF,betis,es La Liga,28,29,1283,0.35,0.21,0.56,0.16,0.19,40.0,0.06,0.19,78.5,3.08,0.21,4.83,0.7,1.89,2.66,0.21,0.07,0.91,13.4,0.0,0.56,0.21,0.0,1.33,116.2,1.96,6.22,48.0,8250000.0
1051,Diego Gonzalez,DF,elche,es La Liga,25,19,1280,0.07,0.0,0.07,0.04,0.01,33.3,0.08,0.04,90.4,2.18,0.0,6.06,0.92,0.07,0.28,0.0,0.0,1.13,9.15,0.77,1.06,5.85,0.14,0.42,122.5,0.21,7.54,64.9,1100000.0
1052,Layvin Kurzawa,DF,paris s-g,fr Ligue 1,27,19,1278,0.07,0.07,0.14,0.05,0.12,18.2,0.06,0.02,87.4,3.8,0.07,5.42,0.56,2.75,1.41,0.0,0.0,2.25,11.8,0.35,1.9,2.18,0.14,1.2,96.5,1.55,9.65,65.9,13200000.0
1053,Jairo Izquierdo,MFDF,cadiz,es La Liga,26,30,1277,0.07,0.0,0.07,0.06,0.06,30.0,0.08,0.01,71.9,1.48,0.0,6.41,0.92,1.83,0.99,0.0,0.07,1.55,13.2,0.07,1.13,0.85,0.0,1.06,122.0,1.48,9.08,38.1,880000.0
1054,Pascal Stenzel,DF,stuttgart,de Bundesliga,24,23,1276,0.0,0.07,0.07,0.01,0.02,20.0,0.03,-0.01,85.9,4.3,0.0,4.3,3.24,0.56,0.7,0.0,0.0,2.32,13.1,0.28,1.27,2.96,0.07,0.63,123.5,0.49,13.7,47.6,2750000.0
1055,Sergio Ramos,DF,real madrid,es La Liga,34,15,1275,0.14,0.0,0.14,0.27,0.01,26.7,0.15,-0.13,91.8,4.3,0.0,5.28,5.21,0.35,0.63,0.0,0.0,1.41,6.83,0.35,1.13,3.24,0.07,0.35,176.1,0.14,10.8,56.9,11000000.0
1056,Renato Sanches,MF,lille,fr Ligue 1,22,23,1270,0.07,0.21,0.28,0.16,0.11,14.3,0.11,-0.09,83.2,6.81,0.57,8.09,4.47,1.35,2.91,0.28,0.0,1.35,16.6,0.14,1.21,0.64,0.0,2.7,193.5,2.06,9.22,25.0,33000000.0
1057,Oliver Burke,FW,sheffield utd,eng Premier League,23,25,1269,0.07,0.07,0.14,0.17,0.13,24.0,0.1,-0.1,70.6,0.78,0.07,6.1,0.14,1.42,1.99,0.43,0.14,1.28,29.4,0.0,0.14,0.28,0.0,1.28,48.8,3.12,3.83,35.5,6600000.0
1058,Dominik Kohr,MF,mainz 05,de Bundesliga,26,17,1268,0.07,0.07,0.14,0.06,0.09,18.8,0.06,0.01,76.2,3.62,0.0,7.09,0.57,0.21,1.42,0.07,0.0,3.4,21.2,0.35,2.06,2.77,0.0,0.21,62.9,0.92,11.5,62.5,6600000.0
1059,Kevin Lasagna,FW,hellas verona,it Serie A,27,19,1267,0.14,0.0,0.14,0.24,0.08,23.3,0.11,-0.1,74.3,0.78,0.0,6.24,0.5,0.57,2.06,0.14,0.14,0.43,13.7,0.07,0.28,0.71,0.0,0.5,55.5,3.48,3.62,28.7,6600000.0
1060,Stefan Bell,DF,mainz 05,de Bundesliga,28,16,1266,0.07,0.07,0.14,0.03,0.09,28.6,0.06,0.04,78.7,1.99,0.0,5.53,0.78,0.14,0.43,0.0,0.07,1.77,9.22,0.85,2.7,9.01,0.07,0.0,71.6,0.07,12.1,73.6,2200000.0
1061,Erik Pieters,DFMF,burnley,eng Premier League,31,20,1266,0.0,0.07,0.07,0.01,0.04,75.0,0.04,-0.01,74.8,2.2,0.07,5.74,0.99,1.06,1.06,0.0,0.0,2.84,15.1,0.64,0.71,2.98,0.0,0.43,61.6,0.5,9.15,62.5,1650000.0
1062,Jay Rodriguez,FWMF,burnley,eng Premier League,31,31,1265,0.07,0.14,0.21,0.18,0.12,30.0,0.09,-0.11,73.5,1.56,0.07,5.67,0.0,0.28,1.63,0.28,0.0,1.99,21.8,0.35,0.28,0.43,0.0,1.06,36.0,3.12,4.89,35.1,4400000.0
1063,Domagoj Bradaric,DF,lille,fr Ligue 1,20,26,1263,0.07,0.14,0.21,0.02,0.09,75.0,0.06,0.05,80.4,3.79,0.0,5.93,0.93,2.5,1.64,0.0,0.0,2.36,9.43,0.36,1.36,2.57,0.0,0.64,140.6,0.57,10.2,46.9,6600000.0
1064,Pape Abou Cisse,DF,saint-etienne,fr Ligue 1,24,14,1260,0.0,0.0,0.0,0.09,0.01,23.1,0.09,-0.09,80.9,2.21,0.0,4.79,3.07,0.07,0.5,0.0,0.0,1.57,7.64,0.36,2.29,10.1,0.14,0.36,117.9,0.14,9.07,79.2,6600000.0
1065,Mahmoud Dahoud,MF,dortmund,de Bundesliga,24,21,1258,0.07,0.07,0.14,0.04,0.09,31.3,0.03,0.04,86.1,4.57,0.21,10.8,2.0,0.5,2.57,0.21,0.14,2.57,21.1,0.5,1.5,1.0,0.0,1.79,123.4,1.14,12.1,53.8,17600000.0
1066,Sada Thioub,FWMF,angers,fr Ligue 1,25,27,1256,0.07,0.07,0.14,0.11,0.15,26.1,0.06,-0.04,83.4,3.86,0.14,9.5,0.79,1.29,3.5,0.57,0.0,1.57,21.3,0.0,0.64,0.36,0.0,2.71,172.7,2.93,7.43,32.4,3850000.0
1067,Nicolas Dominguez,MF,bologna,it Serie A,22,28,1255,0.07,0.0,0.07,0.11,0.17,27.8,0.08,-0.04,86.1,4.53,0.22,5.47,0.79,0.79,3.17,0.14,0.29,3.74,25.2,0.5,1.8,1.51,0.0,0.65,85.8,1.22,12.0,50.0,11000000.0
1068,Paul Dummett,DF,newcastle utd,eng Premier League,28,15,1255,0.07,0.0,0.07,0.02,0.04,33.3,0.1,0.05,76.8,1.65,0.0,4.46,0.36,0.65,0.36,0.0,0.0,1.51,8.56,0.72,1.22,6.83,0.07,0.14,50.3,0.36,5.18,55.7,3300000.0
1069,Oscar Wendt,DF,m'gladbach,de Bundesliga,34,22,1254,0.07,0.07,0.14,0.07,0.07,14.3,0.14,0.0,77.8,3.67,0.0,4.75,0.94,1.58,1.15,0.0,0.0,1.08,6.91,0.43,1.08,2.66,0.0,0.22,40.0,0.43,8.27,40.5,660000.0
1070,Luis Milla,MF,granada,es La Liga,25,16,1253,0.07,0.07,0.14,0.04,0.15,30.0,0.05,0.04,77.8,2.88,0.07,7.12,1.94,0.72,2.23,0.07,0.07,1.44,20.1,0.07,1.51,0.94,0.0,0.72,79.9,0.72,9.64,55.2,4400000.0
1071,Benito Raman,FWMF,schalke 04,de Bundesliga,25,25,1246,0.14,0.0,0.14,0.17,0.1,26.9,0.09,-0.02,68.0,2.61,0.0,3.62,0.58,1.09,2.1,0.14,0.0,1.38,22.0,0.0,0.65,0.36,0.0,0.87,64.8,1.59,7.61,41.7,3300000.0
1072,Fabian Schar,DF,newcastle utd,eng Premier League,28,18,1246,0.07,0.0,0.07,0.09,0.0,40.0,0.04,-0.01,77.7,2.83,0.14,4.71,2.25,0.22,0.65,0.0,0.07,1.38,7.97,0.94,1.59,4.57,0.07,0.51,106.8,0.29,8.91,44.4,9900000.0
1073,El Bilal Toure,FWMF,reims,fr Ligue 1,18,33,1245,0.29,0.07,0.36,0.17,0.04,45.0,0.12,0.12,68.9,0.87,0.14,6.88,0.14,0.14,1.16,0.07,0.07,1.88,19.1,0.14,0.36,1.3,0.07,0.72,36.9,2.68,3.62,41.1,8800000.0
1074,Lucas Alario,FW,leverkusen,de Bundesliga,27,25,1245,0.8,0.14,0.94,0.47,0.05,48.6,0.14,0.33,75.9,0.72,0.0,6.01,0.07,0.0,1.96,0.14,0.0,0.58,11.0,0.14,0.22,0.65,0.0,1.45,22.6,2.97,3.62,30.9,22000000.0
1075,Jake Livermore,MF,west brom,eng Premier League,30,18,1242,0.0,0.0,0.0,0.01,0.01,0.0,0.05,-0.01,74.3,1.81,0.07,4.42,0.29,0.29,0.58,0.0,0.0,2.1,17.7,0.51,1.38,2.39,0.0,0.14,29.3,0.43,10.4,48.6,2750000.0
1076,Unai Garcia,DF,osasuna,es La Liga,28,17,1242,0.0,0.0,0.0,0.04,0.01,0.0,0.12,-0.04,78.4,1.88,0.0,4.2,1.96,0.22,0.58,0.0,0.0,1.96,7.75,0.58,1.23,3.99,0.0,0.29,69.3,0.36,9.86,43.9,1650000.0
1077,Matt Doherty,DF,tottenham,eng Premier League,28,17,1240,0.0,0.14,0.15,0.03,0.06,33.3,0.14,-0.03,80.6,3.12,0.0,6.59,0.8,1.74,1.59,0.07,0.0,1.67,13.5,0.36,1.3,3.91,0.0,0.51,95.1,0.94,8.26,70.1,17600000.0
1078,Yassine Benrahou,MF,nimes,fr Ligue 1,21,23,1239,0.0,0.0,0.0,0.06,0.22,21.1,0.04,-0.06,73.2,3.04,0.29,5.87,2.68,2.32,3.55,0.14,0.07,1.23,18.0,0.0,0.43,0.65,0.07,1.45,80.1,1.74,7.9,16.7,2750000.0
1079,Ricardo Rodriguez,DF,torino,it Serie A,27,16,1238,0.0,0.0,0.0,0.04,0.02,15.4,0.04,-0.04,84.3,3.12,0.07,6.38,2.17,0.72,1.16,0.0,0.0,2.1,10.1,0.36,1.74,2.61,0.07,0.58,109.9,0.36,6.3,58.1,2200000.0
1080,Grady Diangana,MFFW,west brom,eng Premier League,22,20,1235,0.07,0.0,0.07,0.09,0.01,35.7,0.09,-0.01,72.9,1.9,0.15,5.11,0.22,1.09,1.46,0.07,0.07,2.55,22.6,0.15,1.02,0.36,0.07,1.75,98.6,2.48,5.84,28.8,11000000.0
1081,Dominick Drexler,MFFW,koln,de Bundesliga,30,27,1233,0.15,0.07,0.22,0.2,0.12,16.7,0.23,-0.06,76.7,2.92,0.15,8.83,0.44,2.7,2.26,0.07,0.07,2.41,20.5,0.36,1.31,1.24,0.0,0.73,90.7,1.53,6.93,41.7,1430000.0
1082,Giacomo Raspadori,FWMF,sassuolo,it Serie A,20,27,1232,0.44,0.0,0.44,0.31,0.19,52.2,0.19,0.12,78.6,1.82,0.36,5.99,1.53,0.8,4.38,0.22,0.15,0.51,16.6,0.36,0.22,0.66,0.0,1.09,44.7,2.12,2.55,10.0,16500000.0
1083,Roberto Gagliardini,MF,inter,it Serie A,26,28,1232,0.22,0.15,0.37,0.09,0.09,29.4,0.07,0.13,85.9,4.16,0.0,8.39,1.46,0.95,1.24,0.07,0.0,2.12,17.2,0.22,1.09,1.17,0.0,0.51,98.2,0.95,5.84,61.5,16500000.0
