,,,,,Play,Play,Perf,Perf,Per,Expe,Expe
Player,Pos,Squad,Comp,Age,MP,Min,Gls,Ast,G+A,xG,xA
,,,,,,,,,,,
Luigi Sepe\Luigi-Sepe,GK,Parma,it Serie A,29,36,3240,0.00,0.00,0.00,0.00,0.00
Suat Serdar\Suat-Serdar,MF,Schalke 04,de Bundesliga,23,25,1953,0.05,0.14,0.18,0.10,0.07
Jean Seri\Jean-Seri,MF,Bordeaux,fr Ligue 1,29,12,707,0.00,0.00,0.00,0.01,0.06
Femi Seriki\Femi-Seriki,DF,Sheffield Utd,eng Premier League,18,1,1,0,0,0.00,0.0,0.0
Ryan Sessegnon\Ryan-Sessegnon,DF,Hoffenheim,de Bundesliga,20,23,1574,0.11,0.17,0.29,0.03,0.10
Nils Seufert\Nils-Seufert,MFFW,Arminia,de Bundesliga,23,13,343,0.00,0.26,0.26,0.00,0.08
Edgar Sevikyan\Edgar-Sevikyan,MF,Levante,es La Liga,18,1,8,0.00,0.00,0.00,0.00,0.00
Stephan El Shaarawy\Stephan-El-Shaarawy,FWMF,Roma,it Serie A,27,10,572,0.16,0.16,0.31,0.20,0.23
Jamie Shackleton\Jamie-Shackleton,MFDF,Leeds United,eng Premier League,20,13,461,0.00,0.00,0.00,0.00,0.06
Xherdan Shaqiri\Xherdan-Shaqiri,MFFW,Liverpool,eng Premier League,28,14,556,0.00,0.32,0.32,0.06,0.48
Billy Sharp\Billy-Sharp,FW,Sheffield Utd,eng Premier League,34,16,735,0.37,0.00,0.37,0.33,0.07
Luke Shaw\Luke-Shaw,DF,Manchester Utd,eng Premier League,25,32,2654,0.03,0.17,0.20,0.02,0.18
Jonjo Shelvey\Jonjo-Shelvey,MF,Newcastle Utd,eng Premier League,28,30,2617,0.03,0.10,0.14,0.09,0.09
Eldor Shomurodov\Eldor-Shomurodov,FW,Genoa,it Serie A,25,31,1677,0.43,0.05,0.48,0.27,0.11
Shola Shoretire\Shola-Shoretire,FW,Manchester Utd,eng Premier League,16,2,11,0.00,0.00,0.00,0.00,0.00
Mahame Siby\Mahame-Siby,MFFW,Strasbourg,fr Ligue 1,24,7,21,0.00,0.00,0.00,0.00,0.00
Abdoulaye Sidibé\Abdoulaye-Sidibe,MF,Saint-Étienne,fr Ligue 1,18,1,11,0.00,0.00,0.00,0.00,0.00
Djibril Sidibé\Djibril-Sidibe,DF,Monaco,fr Ligue 1,28,30,1980,0.00,0.09,0.09,0.00,0.11
Sidnei\Sidnei,DF,Betis,es La Liga,30,11,697,0.00,0.00,0.00,0.03,0.00
Kaj Sierhuis\Kaj-Sierhuis,FW,Reims,fr Ligue 1,22,24,652,0.00,0.14,0.14,0.15,0.08
Tim Siersleben\Tim-Siersleben,DF,Wolfsburg,de Bundesliga,20,1,34,0.00,0.00,0.00,0.25,0.00
Gylfi Sigurðsson\Gylfi-Sigurdsson,MF,Everton,eng Premier League,30,36,2253,0.24,0.20,0.44,0.27,0.20
Luca Siligardi\Luca-Siligardi,MF,Crotone,it Serie A,32,4,49,0.00,0.00,0.00,0.20,0.00
Luca Siligardi\Luca-Siligardi,FWMF,Parma,it Serie A,32,2,34,0.00,0.00,0.00,0.00,0.00
Adrien Silva\Adrien-Silva,MF,Sampdoria,it Serie A,31,24,1599,0.06,0.06,0.11,0.02,0.05
André Silva\Andre-Silva,FW,Eint Frankfurt,de Bundesliga,24,32,2760,0.91,0.23,1.14,0.79,0.18
Bernardo Silva\Bernardo-Silva,MFFW,Manchester City,eng Premier League,25,26,2065,0.09,0.26,0.35,0.12,0.16
Caio Henrique Oliveira Silva\Caio-Henrique-Oliveira-Silva,DF,Monaco,fr Ligue 1,23,31,2368,0.00,0.15,0.15,0.02,0.12
David Silva\David-Silva,MF,Real Sociedad,es La Liga,34,21,1399,0.13,0.32,0.45,0.19,0.26
Fábio Silva\Fabio-Silva,FW,Wolves,eng Premier League,18,32,1369,0.26,0.20,0.46,0.39,0.03
Florent da Silva\Florent-da-Silva,FW,Lyon,fr Ligue 1,17,1,3,0,0,0.00,0.0,0.0
Gabriel Silva\Gabriel-Silva,DF,Saint-Étienne,fr Ligue 1,29,4,355,0.00,0.00,0.00,0.00,0.05
Gastón Silva\Gaston-Silva,DF,Huesca,es La Liga,26,12,600,0.00,0.00,0.00,0.00,0.00
Rui Silva\Rui-Silva,GK,Granada,es La Liga,26,32,2880,0.00,0.00,0.00,0.00,0.00
Thiago Silva\Thiago-Silva,DF,Chelsea,eng Premier League,35,23,1935,0.09,0.00,0.09,0.05,0.01
Marco Silvestri\Marco-Silvestri,GK,Hellas Verona,it Serie A,29,34,3060,0.00,0.00,0.00,0.00,0.00
Mohamed Simakan\Mohamed-Simakan,DF,Strasbourg,fr Ligue 1,20,19,1615,0.06,0.06,0.11,0.08,0.06
Giovanni Simeone\Giovanni-Simeone,FW,Cagliari,it Serie A,25,33,1740,0.31,0.10,0.41,0.42,0.06
Moses Simon\Moses-Simon,FWMF,Nantes,fr Ligue 1,25,33,2324,0.23,0.19,0.43,0.32,0.14
Unai Simón\Unai-Simon,GK,Athletic Club,es La Liga,23,37,3330,0.00,0.00,0.00,0.00,0.00
Xavi Simons\Xavi-Simons,MF,Paris S-G,fr Ligue 1,17,1,2,0,0,0.00,0.1,0.0
Jóan Símun Edmundsson\Joan-Simun-Edmundsson,MFFW,Arminia,de Bundesliga,29,5,58,1.67,0.00,1.55,0.83,0.00
Wilfried Singo\Wilfried-Singo,DF,Torino,it Serie A,19,28,1854,0.05,0.10,0.15,0.05,0.14
Daley Sinkgraven\Daley-Sinkgraven,DF,Leverkusen,de Bundesliga,25,22,1570,0.00,0.00,0.00,0.02,0.04
Dimitris Siovas\Dimitris-Siovas,DF,Huesca,es La Liga,31,36,3071,0.06,0.00,0.06,0.06,0.01
Tobias Sippel\Tobias-Sippel,GK,M'Gladbach,de Bundesliga,32,4,344,0.00,0.00,0.00,0.00,0.00
Salvatore Sirigu\Salvatore-Sirigu,GK,Torino,it Serie A,33,32,2880,0.00,0.00,0.00,0.00,0.00
Issouf Sissokho\Issouf-Sissokho,MF,Bordeaux,fr Ligue 1,18,6,78,1.11,0.00,1.15,0.11,0.00
Ibrahima Sissoko\Ibrahima-Sissoko,MF,Strasbourg,fr Ligue 1,22,36,2581,0.00,0.00,0.00,0.05,0.01
Moussa Sissoko\Moussa-Sissoko,MF,Tottenham,eng Premier League,30,25,1585,0.00,0.00,0.00,0.02,0.03
Nelson Sissoko\Nelson-Sissoko,DF,Saint-Étienne,fr Ligue 1,23,9,474,0.00,0.00,0.00,0.00,0.00
Antonio Sivera\Antonio-Sivera,GK,Alavés,es La Liga,23,1,71,0.00,0.00,0.00,0.00,0.00
Jacques Siwe\Jacques-Siwe,FW,Dijon,fr Ligue 1,19,5,169,0.00,0.00,0.00,0.16,0.11
Ellyes Skhiri\Ellyes-Skhiri,MF,Köln,de Bundesliga,25,32,2785,0.16,0.06,0.23,0.13,0.04
Łukasz Skorupski\Lukasz-Skorupski,GK,Bologna,it Serie A,29,28,2520,0.00,0.00,0.00,0.00,0.00
Andreas Skov Olsen\Andreas-Skov-Olsen,FWDF,Bologna,it Serie A,20,26,1179,0.15,0.23,0.38,0.27,0.16
Robert Skov\Robert-Skov,FWDF,Hoffenheim,de Bundesliga,24,23,1164,0.08,0.00,0.08,0.16,0.10
Milan Škriniar\Milan-Skriniar,DF,Inter,it Serie A,25,32,2777,0.10,0.00,0.10,0.06,0.01
Steven Skrzybski\Steven-Skrzybski,FWDF,Schalke 04,de Bundesliga,27,13,419,0.00,0.00,0.00,0.28,0.02
Petar Škuletić\Petar-Skuletic,FWMF,Montpellier,fr Ligue 1,30,19,234,0.77,0.00,0.77,0.62,0.15
Islam Slimani\Islam-Slimani,FW,Leicester City,eng Premier League,32,1,20,0.00,0.00,0.00,0.00,0.00
Islam Slimani\Islam-Slimani,FW,Lyon,fr Ligue 1,32,18,579,0.47,0.16,0.62,0.44,0.23
William Smallbone\William-Smallbone,MF,Southampton,eng Premier League,20,3,172,0.00,0.00,0.00,0.05,0.00
Chris Smalling\Chris-Smalling,DF,Roma,it Serie A,30,16,1111,0.00,0.08,0.08,0.03,0.04
Emile Smith-Rowe\Emile-Smith-Rowe,MFFW,Arsenal,eng Premier League,20,20,1440,0.13,0.25,0.37,0.13,0.19
Robert Snodgrass\Robert-Snodgrass,MFFW,West Brom,eng Premier League,32,8,526,0.00,0.00,0.00,0.03,0.05
Robert Snodgrass\Robert-Snodgrass,FWDF,West Ham,eng Premier League,32,3,5,0.00,0.00,0.00,0.00,0.00
Cédric Soares\Cedric-Soares,DF,Arsenal,eng Premier League,28,10,746,0.00,0.12,0.12,0.02,0.11
Rafa Soares\Rafa-Soares,DF,Eibar,es La Liga,25,19,1134,0.00,0.08,0.08,0.00,0.10
Rubén Sobrino\Ruben-Sobrino,MFFW,Valencia,es La Liga,28,5,49,0.00,0.00,0.00,0.00,0.00
Rubén Sobrino\Ruben-Sobrino,FWMF,Cádiz,es La Liga,28,16,1113,0.08,0.00,0.08,0.19,0.06
Simon Sohm\Simon-Sohm,MF,Parma,it Serie A,19,18,899,0.10,0.00,0.10,0.12,0.03
Augusto Solari\Augusto-Solari,MF,Celta Vigo,es La Liga,28,16,486,0.37,0.37,0.74,0.24,0.24
Roberto Soldado\Roberto-Soldado,FW,Granada,es La Liga,35,29,1438,0.56,0.00,0.56,0.36,0.04
Carlos Soler\Carlos-Soler,MF,Valencia,es La Liga,23,32,2735,0.36,0.26,0.63,0.31,0.15
Yann Sommer\Yann-Sommer,GK,M'Gladbach,de Bundesliga,31,31,2712,0.00,0.00,0.00,0.00,0.00
Son\Son,DFMF,Levante,es La Liga,26,28,1106,0.00,0.00,0.00,0.04,0.10
Brandon Soppy\Brandon-Soppy,DF,Rennes,fr Ligue 1,18,10,559,0.00,0.00,0.00,0.02,0.02
David Soria\David-Soria,GK,Getafe,es La Liga,27,28,2520,0.00,0.00,0.00,0.00,0.00
Roberto Soriano\Roberto-Soriano,MF,Bologna,it Serie A,29,37,3250,0.25,0.17,0.42,0.17,0.18
Alberto Soro\Alberto-Soro,FWMF,Granada,es La Liga,21,15,393,0.23,0.45,0.69,0.18,0.09
Borna Sosa\Borna-Sosa,DF,Stuttgart,de Bundesliga,22,26,2042,0.00,0.40,0.40,0.03,0.26
Hugo Sotelo\Hugo-Sotelo,MF,Celta Vigo,es La Liga,16,1,1,0,0,0.00,0.0,0.0
Florian Sotoca\Florian-Sotoca,FW,Lens,fr Ligue 1,29,33,2413,0.30,0.11,0.41,0.37,0.13
Riccardo Sottil\Riccardo-Sottil,MFFW,Cagliari,it Serie A,21,21,1184,0.15,0.08,0.23,0.15,0.14
Cheick Souaré\Cheick-Souare,MF,Marseille,fr Ligue 1,17,1,10,0.00,0.00,0.00,0.00,0.00
Tomáš Souček\Tomas-Soucek,MF,West Ham,eng Premier League,25,38,3419,0.26,0.03,0.29,0.24,0.04
Rayan Souici\Rayan-Souici,DF,Saint-Étienne,fr Ligue 1,22,1,5,0.00,0.00,0.00,0.00,0.00
Cebio Soukou\Cebio-Soukou,FWMF,Arminia,de Bundesliga,27,14,458,0.20,0.00,0.20,0.16,0.02
Adama Soumaoro\Adama-Soumaoro,DF,Bologna,it Serie A,28,20,1755,0.05,0.00,0.05,0.06,0.01
Adama Soumaoro\Adama-Soumaoro,DF,Lille,fr Ligue 1,28,3,145,0.00,0.00,0.00,0.06,0.00
Boubakary Soumaré\Boubakary-Soumare,MF,Lille,fr Ligue 1,21,32,1919,0.00,0.05,0.05,0.01,0.06
Yaya Soumaré\Yaya-Soumare,FW,Lyon,fr Ligue 1,20,3,4,0,0,0.00,0.0,0.0
Arnaud Souquet\Arnaud-Souquet,DF,Montpellier,fr Ligue 1,28,23,1224,0.07,0.07,0.15,0.01,0.04
Ansou Sow\Ansou-Sow,MF,Lens,fr Ligue 1,20,1,6,0.00,0.00,0.00,0.00,0.00
Djibril Sow\Djibril-Sow,MF,Eint Frankfurt,de Bundesliga,23,28,2175,0.00,0.08,0.08,0.02,0.07
Saidou Sow\Saidou-Sow,DF,Saint-Étienne,fr Ligue 1,18,15,1000,0.00,0.00,0.00,0.01,0.01
Çağlar Söyüncü\Caglar-Soyuncu,DF,Leicester City,eng Premier League,24,23,1819,0.05,0.00,0.05,0.02,0.01
Leonardo Spinazzola\Leonardo-Spinazzola,DF,Roma,it Serie A,27,27,2124,0.08,0.17,0.25,0.08,0.21
Marco Sportiello\Marco-Sportiello,GK,Atalanta,it Serie A,28,15,1261,0.00,0.00,0.00,0.00,0.00
Mattia Sprocati\Mattia-Sprocati,FW,Parma,it Serie A,27,1,22,0.00,0.00,0.00,0.00,0.00
Jerry St. Juste\Jerry-St-Juste,DF,Mainz 05,de Bundesliga,23,32,2880,0.00,0.03,0.03,0.06,0.01
Benjamin Stambouli\Benjamin-Stambouli,MFDF,Schalke 04,de Bundesliga,29,24,1956,0.00,0.09,0.09,0.00,0.02
Josip Stanišić\Josip-Stanisic,DF,Bayern Munich,de Bundesliga,20,1,90,0.00,0.00,0.00,0.20,0.00
Niklas Stark\Niklas-Stark,DFMF,Hertha BSC,de Bundesliga,25,33,2793,0.00,0.00,0.00,0.03,0.01
Renato Steffen\Renato-Steffen,FWMF,Wolfsburg,de Bundesliga,28,21,1566,0.29,0.23,0.52,0.25,0.14
Zack Steffen\Zack-Steffen,GK,Manchester City,eng Premier League,25,1,90,0.00,0.00,0.00,0.00,0.00
Pascal Stenzel\Pascal-Stenzel,DF,Stuttgart,de Bundesliga,24,23,1276,0.00,0.07,0.07,0.01,0.02
Dale Stephens\Dale-Stephens,MF,Burnley,eng Premier League,31,7,261,0.00,0.00,0.00,0.07,0.00
Jack Stephens\Jack-Stephens,DF,Southampton,eng Premier League,26,18,1537,0.00,0.00,0.00,0.04,0.03
Raheem Sterling\Raheem-Sterling,FW,Manchester City,eng Premier League,25,31,2536,0.35,0.25,0.60,0.43,0.17
Enda Stevens\Enda-Stevens,DF,Sheffield Utd,eng Premier League,30,30,2700,0.00,0.03,0.03,0.04,0.05
Lars Stindl\Lars-Stindl,MFFW,M'Gladbach,de Bundesliga,31,30,1961,0.64,0.37,1.01,0.46,0.26
Kevin Stöger\Kevin-Stoger,MFFW,Mainz 05,de Bundesliga,26,19,538,0.50,0.00,0.50,0.27,0.15
John Stones\John-Stones,DF,Manchester City,eng Premier League,26,22,1933,0.19,0.00,0.19,0.10,0.00
Thomas Strakosha\Thomas-Strakosha,GK,Lazio,it Serie A,25,9,810,0.00,0.00,0.00,0.00,0.00
Tobias Strobl\Tobias-Strobl,MF,Augsburg,de Bundesliga,30,29,1846,0.00,0.00,0.00,0.02,0.04
Kevin Strootman\Kevin-Strootman,MF,Marseille,fr Ligue 1,30,11,233,0.00,0.00,0.00,0.00,0.12
Kevin Strootman\Kevin-Strootman,MF,Genoa,it Serie A,30,18,1314,0.00,0.27,0.27,0.03,0.16
Pascal Struijk\Pascal-Struijk,DFMF,Leeds United,eng Premier League,20,27,2075,0.04,0.00,0.04,0.10,0.01
Jens Stryger Larsen\Jens-Stryger-Larsen,DF,Udinese,it Serie A,29,33,2638,0.07,0.00,0.07,0.10,0.03
Stefano Sturaro\Stefano-Sturaro,MF,Hellas Verona,it Serie A,27,10,423,0.00,0.00,0.00,0.00,0.00
Stefano Sturaro\Stefano-Sturaro,MF,Genoa,it Serie A,27,6,445,0.20,0.00,0.20,0.08,0.04
Damián Suárez\Damian-Suarez,DF,Getafe,es La Liga,32,31,2434,0.04,0.00,0.04,0.01,0.03
Denis Suárez\Denis-Suarez,MF,Celta Vigo,es La Liga,26,35,2852,0.00,0.28,0.28,0.03,0.16
Luis Suárez\Luis-Suarez,FW,Atlético Madrid,es La Liga,33,32,2508,0.75,0.11,0.86,0.56,0.12
Marek Suchý\Marek-Suchy,DF,Augsburg,de Bundesliga,32,5,305,0.00,0.00,0.00,0.00,0.00
Niklas Süle\Niklas-Sule,DF,Bayern Munich,de Bundesliga,24,20,1505,0.06,0.00,0.06,0.07,0.02
Suso\Suso,FW,Sevilla,es La Liga,26,34,2210,0.12,0.16,0.29,0.09,0.18
Bosko Sutalo\Bosko-Sutalo,DF,Atalanta,it Serie A,20,7,233,0.00,0.00,0.00,0.00,0.08
Mattias Svanberg\Mattias-Svanberg,MF,Bologna,it Serie A,21,34,1852,0.24,0.10,0.34,0.20,0.12
Abdoulaye Sylla\Abdoulaye-Sylla,DF,Nantes,fr Ligue 1,20,2,8,0.00,0.00,0.00,0.00,0.00
Issiaga Sylla\Issiaga-Sylla,DF,Lens,fr Ligue 1,26,20,1116,0.08,0.00,0.08,0.12,0.03
Eddy Sylvestre\Eddy-Sylvestre,FWMF,Nice,fr Ligue 1,20,4,97,0.00,0.00,0.00,0.00,0.00
Ádám Szalai\Adam-Szalai,FW,Mainz 05,de Bundesliga,32,18,733,0.12,0.00,0.12,0.27,0.07
Wojciech Szczęsny\Wojciech-Szczesny,GK,Juventus,it Serie A,30,30,2677,0.00,0.03,0.03,0.00,0.00
Frederik Sørensen\Frederik-Sorensen,DFMF,Köln,de Bundesliga,28,3,99,0.00,0.00,0.00,0.00,0.09
Alexander Sørloth\Alexander-Sorloth,FW,RB Leipzig,de Bundesliga,24,29,1443,0.31,0.19,0.50,0.40,0.14
Tachi\Tachi,DF,Alavés,es La Liga,22,12,850,0.00,0.00,0.00,0.02,0.01
Jonathan Tah\Jonathan-Tah,DF,Leverkusen,de Bundesliga,24,27,2219,0.04,0.00,0.04,0.03,0.00
Waniss Taibi\Waniss-Taibi,MF,Angers,fr Ligue 1,18,2,38,0.00,0.00,0.00,0.00,0.00
Flavien Tait\Flavien-Tait,MFFW,Rennes,fr Ligue 1,27,23,1368,0.07,0.20,0.26,0.16,0.15
Adrien Tameze\Adrien-Tameze,MF,Hellas Verona,it Serie A,26,33,2304,0.04,0.00,0.04,0.07,0.07
Japhet Tanganga\Japhet-Tanganga,DF,Tottenham,eng Premier League,21,6,487,0.00,0.00,0.00,0.04,0.00
Renato Tapia\Renato-Tapia,MF,Celta Vigo,es La Liga,25,32,2701,0.00,0.03,0.03,0.03,0.03
Edmond Tapsoba\Edmond-Tapsoba,DF,Leverkusen,de Bundesliga,21,31,2652,0.03,0.00,0.03,0.04,0.02
Matt Targett\Matt-Targett,DF,Aston Villa,eng Premier League,24,38,3404,0.00,0.05,0.05,0.01,0.08
James Tarkowski\James-Tarkowski,DF,Burnley,eng Premier League,27,36,3240,0.03,0.00,0.03,0.07,0.02
Ciprian Tătărușanu\Ciprian-Tatarusanu,GK,Milan,it Serie A,34,1,90,0.00,0.00,0.00,0.00,0.00
Percy Tau\Percy-Tau,FWMF,Brighton,eng Premier League,26,3,103,0.00,0.91,0.87,0.00,0.27
Niklas Tauer\Niklas-Tauer,MFDF,Mainz 05,de Bundesliga,19,5,69,0.00,0.00,0.00,0.00,0.00
Heriberto Tavares\Heriberto-Tavares,MFFW,Brest,fr Ligue 1,23,4,43,0.00,0.00,0.00,0.60,0.00
Sidnei Tavares\Sidnei-Tavares,MF,Leicester City,eng Premier League,18,2,85,0.00,0.00,0.00,0.11,0.00
Tomás Tavares\Tomas-Tavares,MFDF,Alavés,es La Liga,19,3,65,0.00,0.00,0.00,0.00,0.00
Charlie Taylor\Charlie-Taylor,DF,Burnley,eng Premier League,26,29,2426,0.00,0.04,0.04,0.00,0.07
Neil Taylor\Neil-Taylor,DF,Aston Villa,eng Premier League,31,1,16,0.00,0.00,0.00,0.00,0.00
Allan Tchaptchet\Allan-Tchaptchet,DF,Southampton,eng Premier League,18,1,13,0.00,0.00,0.00,0.00,0.00
Warren Tchimbembé\Warren-Tchimbembe,MFFW,Metz,fr Ligue 1,22,15,495,0.00,0.00,0.00,0.07,0.02
Aurélien Tchouaméni\Aurelien-Tchouameni,MF,Monaco,fr Ligue 1,20,36,3063,0.06,0.12,0.18,0.12,0.06
Álvaro Tejero\Alvaro-Tejero,DF,Eibar,es La Liga,24,2,110,0.00,0.00,0.00,0.00,0.17
Nathan Tella\Nathan-Tella,FWMF,Southampton,eng Premier League,21,18,745,0.12,0.12,0.24,0.22,0.10
Alex Telles\Alex-Telles,DF,Manchester Utd,eng Premier League,27,9,690,0.00,0.26,0.26,0.03,0.14
Andrés Tello\Andres-Tello,MFDF,Benevento,it Serie A,23,17,413,0.22,0.00,0.22,0.09,0.00
Cristian Tello\Cristian-Tello,FWMF,Betis,es La Liga,28,29,1283,0.35,0.21,0.56,0.16,0.19
Lino Tempelmann\Lino-Tempelmann,MFDF,Freiburg,de Bundesliga,21,10,270,0.00,0.00,0.00,0.07,0.00
Hidde ter Avest\Hidde-ter-Avest,DF,Udinese,it Serie A,23,6,351,0.00,0.00,0.00,0.00,0.00
Marc-André ter Stegen\Marc-Andre-ter-Stegen,GK,Barcelona,es La Liga,28,31,2790,0.00,0.00,0.00,0.00,0.00
Pietro Terracciano\Pietro-Terracciano,GK,Fiorentina,it Serie A,30,4,272,0.00,0.00,0.00,0.00,0.00
Martin Terrier\Martin-Terrier,FWMF,Rennes,fr Ligue 1,23,34,2436,0.33,0.26,0.59,0.23,0.17
Claudio Terzi\Claudio-Terzi,DF,Spezia,it Serie A,36,25,1869,0.05,0.05,0.10,0.01,0.00
Kenny Tete\Kenny-Tete,DF,Lyon,fr Ligue 1,24,1,20,0.00,0.00,0.00,0.00,0.00
Kenny Tete\Kenny-Tete,DF,Fulham,eng Premier League,24,22,1481,0.00,0.06,0.06,0.01,0.10
Cedric Teuchert\Cedric-Teuchert,FWMF,Union Berlin,de Bundesliga,23,24,754,0.36,0.12,0.48,0.39,0.12
Florian Thauvin\Florian-Thauvin,FWMF,Marseille,fr Ligue 1,27,36,2732,0.26,0.26,0.53,0.32,0.30
Malick Thiaw\Malick-Thiaw,DF,Schalke 04,de Bundesliga,18,19,1452,0.06,0.00,0.06,0.03,0.01
Jan Thielmann\Jan-Thielmann,FWMF,Köln,de Bundesliga,18,24,1029,0.18,0.26,0.44,0.10,0.06
Sada Thioub\Sada-Thioub,FWMF,Angers,fr Ligue 1,25,27,1256,0.07,0.07,0.14,0.11,0.15
William Thomas Fish\William-Thomas-Fish,DF,Manchester Utd,eng Premier League,17,1,1,0,0,0.00,0.0,0.0
Luke Thomas\Luke-Thomas,DF,Leicester City,eng Premier League,19,14,969,0.09,0.00,0.09,0.03,0.02
Romain Thomas\Romain-Thomas,DF,Angers,fr Ligue 1,32,34,3024,0.12,0.00,0.12,0.07,0.00
Adrien Thomasson\Adrien-Thomasson,MF,Strasbourg,fr Ligue 1,26,37,2624,0.17,0.03,0.21,0.22,0.16
Erik Thommy\Erik-Thommy,DFFW,Stuttgart,de Bundesliga,25,8,313,0.00,0.57,0.58,0.14,0.26
Morten Thorsby\Morten-Thorsby,MF,Sampdoria,it Serie A,24,33,2648,0.10,0.03,0.14,0.13,0.03
Marcus Thuram\Marcus-Thuram,FW,M'Gladbach,de Bundesliga,22,29,1731,0.42,0.16,0.57,0.41,0.10
Khéphren Thuram-Ulie\Khephren-Thuram-Ulie,MF,Nice,fr Ligue 1,19,29,1494,0.12,0.00,0.12,0.05,0.02
Cheikh Tidiane Sabaly\Cheikh-Tidiane-Sabaly,MF,Metz,fr Ligue 1,21,1,12,0.00,0.00,0.00,0.00,0.00
Youri Tielemans\Youri-Tielemans,MF,Leicester City,eng Premier League,23,38,3357,0.16,0.11,0.27,0.12,0.09
Kieran Tierney\Kieran-Tierney,DF,Arsenal,eng Premier League,23,27,2299,0.04,0.12,0.16,0.02,0.16
Steffen Tigges\Steffen-Tigges,FWDF,Dortmund,de Bundesliga,22,6,56,0.00,0.00,0.00,0.33,0.00
Guus Til\Guus-Til,FW,Freiburg,de Bundesliga,22,7,125,0.00,0.00,0.00,0.21,0.00
David Timor\David-Timor,MFDF,Getafe,es La Liga,30,30,1395,0.00,0.00,0.00,0.03,0.06
Jean-Clair Todibo\Jean-Clair-Todibo,DF,Nice,fr Ligue 1,20,15,1330,0.07,0.00,0.07,0.04,0.01
Karl Toko Ekambi\Karl-Toko-Ekambi,FW,Lyon,fr Ligue 1,27,35,2811,0.45,0.19,0.64,0.59,0.20
Corentin Tolisso\Corentin-Tolisso,MF,Bayern Munich,de Bundesliga,25,16,781,0.11,0.00,0.12,0.26,0.06
Jeremy Toljan\Jeremy-Toljan,DF,Sassuolo,it Serie A,25,26,1490,0.00,0.12,0.12,0.03,0.06
Rafael Tolói\Rafael-Toloi,DF,Atalanta,it Serie A,29,31,2537,0.07,0.00,0.07,0.12,0.03
Takehiro Tomiyasu\Takehiro-Tomiyasu,DF,Bologna,it Serie A,21,31,2715,0.07,0.00,0.07,0.04,0.02
James Tomkins\James-Tomkins,DF,Crystal Palace,eng Premier League,31,8,553,0.00,0.00,0.00,0.03,0.02
Fikayo Tomori\Fikayo-Tomori,DF,Chelsea,eng Premier League,22,1,45,0.00,0.00,0.00,0.00,0.00
Fikayo Tomori\Fikayo-Tomori,DF,Milan,it Serie A,22,17,1466,0.06,0.00,0.06,0.02,0.00
Sandro Tonali\Sandro-Tonali,MF,Milan,it Serie A,20,25,1330,0.00,0.00,0.00,0.03,0.09
Lorenzo Tonelli\Lorenzo-Tonelli,DF,Sampdoria,it Serie A,30,23,1782,0.05,0.00,0.05,0.07,0.00
Toño\Tono,DF,Levante,es La Liga,30,12,726,0.00,0.25,0.25,0.00,0.05
Ömer Toprak\Omer-Toprak,DF,Werder Bremen,de Bundesliga,31,26,1940,0.09,0.00,0.09,0.04,0.00
Tyron Tormin\Tyron-Tormin,MFFW,Saint-Étienne,fr Ligue 1,19,3,21,0.00,0.00,0.00,0.00,0.00
Ernesto Torregrossa\Ernesto-Torregrossa,FW,Sampdoria,it Serie A,28,6,170,0.53,0.00,0.53,0.32,0.21
Lucas Torreira\Lucas-Torreira,MFFW,Atlético Madrid,es La Liga,24,19,518,0.17,0.00,0.17,0.03,0.10
Ferrán Torres\Ferran-Torres,FWMF,Manchester City,eng Premier League,20,24,1306,0.48,0.14,0.62,0.37,0.13
Óliver Torres\Oliver-Torres,MFFW,Sevilla,es La Liga,25,33,1400,0.00,0.19,0.19,0.05,0.11
Pau Torres\Pau-Torres,DF,Villarreal,es La Liga,23,33,2970,0.06,0.06,0.12,0.04,0.03
Roberto Torres\Roberto-Torres,MFFW,Osasuna,es La Liga,31,35,1894,0.33,0.05,0.38,0.30,0.07
Lucas Torró\Lucas-Torro,MF,Osasuna,es La Liga,26,25,1548,0.00,0.06,0.06,0.09,0.03
Jordan Torunarigha\Jordan-Torunarigha,DF,Hertha BSC,de Bundesliga,22,14,969,0.00,0.00,0.00,0.01,0.06
Cenk Tosun\Cenk-Tosun,FW,Everton,eng Premier League,29,5,48,0.00,0.00,0.00,0.00,0.20
Abdoulaye Touré\Abdoulaye-Toure,MF,Nantes,fr Ligue 1,26,29,1681,0.11,0.11,0.21,0.13,0.10
Almamy Touré\Almamy-Toure,DF,Eint Frankfurt,de Bundesliga,24,17,704,0.13,0.13,0.26,0.14,0.15
Lucas Tousart\Lucas-Tousart,MF,Hertha BSC,de Bundesliga,23,26,2090,0.04,0.00,0.04,0.06,0.04
Andros Townsend\Andros-Townsend,MFFW,Crystal Palace,eng Premier League,29,34,2258,0.04,0.20,0.24,0.09,0.15
Conor Townsend\Conor-Townsend,DF,West Brom,eng Premier League,27,25,2234,0.00,0.08,0.08,0.04,0.08
Mattéo Tramoni\Matteo-Tramoni,FWMF,Cagliari,it Serie A,20,6,74,0.00,0.00,0.00,0.13,0.00
Adama Traoré\Adama-Traore,FW,Wolves,eng Premier League,24,37,2649,0.07,0.07,0.14,0.07,0.18
Amadou Traore\Amadou-Traore,MFFW,Bordeaux,fr Ligue 1,18,19,304,0.00,0.29,0.30,0.09,0.24
