,,,,,,SCA,SCA,SCA
Player,Pos,Squad,Comp,Age,90s,SCA,Drib,Def
,,,,,,,,
Djibril Sidibé\Djibril-Sidibe,DF,Monaco,fr Ligue 1,28,22.0,2.45,0.00,0.09
Sidnei\Sidnei,DF,Betis,es La Liga,30,7.7,0.00,0.00,0.00
Kaj Sierhuis\Kaj-Sierhuis,FW,Reims,fr Ligue 1,22,7.2,2.22,0.00,0.00
Tim Siersleben\Tim-Siersleben,DF,Wolfsburg,de Bundesliga,20,0.4,0.00,0.00,0.00
Gylfi Sigurðsson\Gylfi-Sigurdsson,MF,Everton,eng Premier League,30,25.0,2.68,0.00,0.00
Luca Siligardi\Luca-Siligardi,MF,Crotone,it Serie A,32,0.5,6.00,0.00,0.00
Luca Siligardi\Luca-Siligardi,FWMF,Parma,it Serie A,32,0.4,7.50,0.00,0.00
Adrien Silva\Adrien-Silva,MF,Sampdoria,it Serie A,31,17.8,1.63,0.00,0.00
André Silva\Andre-Silva,FW,Eint Frankfurt,de Bundesliga,24,30.7,2.48,0.23,0.03
Bernardo Silva\Bernardo-Silva,MFFW,Manchester City,eng Premier League,25,22.9,3.49,0.22,0.09
Caio Henrique Oliveira Silva\Caio-Henrique-Oliveira-Silva,DF,Monaco,fr Ligue 1,23,26.3,2.09,0.04,0.08
David Silva\David-Silva,MF,Real Sociedad,es La Liga,34,15.5,4.13,0.39,0.00
Fábio Silva\Fabio-Silva,FW,Wolves,eng Premier League,18,15.2,2.04,0.20,0.07
Florent da Silva\Florent-da-Silva,FW,Lyon,fr Ligue 1,17,0.0,0,0,0
Gabriel Silva\Gabriel-Silva,DF,Saint-Étienne,fr Ligue 1,29,3.9,1.79,0.00,0.00
Gastón Silva\Gaston-Silva,DF,Huesca,es La Liga,26,6.7,0.90,0.00,0.00
Rui Silva\Rui-Silva,GK,Granada,es La Liga,26,32.0,0.16,0.00,0.00
Thiago Silva\Thiago-Silva,DF,Chelsea,eng Premier League,35,21.5,0.84,0.00,0.00
Marco Silvestri\Marco-Silvestri,GK,Hellas Verona,it Serie A,29,34.0,0.00,0.00,0.00
Mohamed Simakan\Mohamed-Simakan,DF,Strasbourg,fr Ligue 1,20,17.9,0.78,0.06,0.06
Giovanni Simeone\Giovanni-Simeone,FW,Cagliari,it Serie A,25,19.3,1.61,0.31,0.05
Moses Simon\Moses-Simon,FWMF,Nantes,fr Ligue 1,25,25.8,2.40,0.23,0.00
Unai Simón\Unai-Simon,GK,Athletic Club,es La Liga,23,37.0,0.11,0.00,0.00
Xavi Simons\Xavi-Simons,MF,Paris S-G,fr Ligue 1,17,0.0,1,0,0
Jóan Símun Edmundsson\Joan-Simun-Edmundsson,MFFW,Arminia,de Bundesliga,29,0.6,0.00,0.00,0.00
Wilfried Singo\Wilfried-Singo,DF,Torino,it Serie A,19,20.6,1.89,0.15,0.00
Daley Sinkgraven\Daley-Sinkgraven,DF,Leverkusen,de Bundesliga,25,17.4,1.95,0.06,0.06
Dimitris Siovas\Dimitris-Siovas,DF,Huesca,es La Liga,31,34.1,0.50,0.00,0.00
Tobias Sippel\Tobias-Sippel,GK,M'Gladbach,de Bundesliga,32,3.8,0.00,0.00,0.00
Salvatore Sirigu\Salvatore-Sirigu,GK,Torino,it Serie A,33,32.0,0.09,0.00,0.00
Issouf Sissokho\Issouf-Sissokho,MF,Bordeaux,fr Ligue 1,18,0.9,1.11,0.00,0.00
Ibrahima Sissoko\Ibrahima-Sissoko,MF,Strasbourg,fr Ligue 1,22,28.7,1.01,0.00,0.00
Moussa Sissoko\Moussa-Sissoko,MF,Tottenham,eng Premier League,30,17.6,0.97,0.00,0.00
Nelson Sissoko\Nelson-Sissoko,DF,Saint-Étienne,fr Ligue 1,23,5.3,0.94,0.00,0.00
Antonio Sivera\Antonio-Sivera,GK,Alavés,es La Liga,23,0.8,0.00,0.00,0.00
Jacques Siwe\Jacques-Siwe,FW,Dijon,fr Ligue 1,19,1.9,1.58,0.00,0.00
Ellyes Skhiri\Ellyes-Skhiri,MF,Köln,de Bundesliga,25,30.9,1.29,0.06,0.10
Łukasz Skorupski\Lukasz-Skorupski,GK,Bologna,it Serie A,29,28.0,0.00,0.00,0.00
Andreas Skov Olsen\Andreas-Skov-Olsen,FWDF,Bologna,it Serie A,20,13.1,3.05,0.31,0.00
Robert Skov\Robert-Skov,FWDF,Hoffenheim,de Bundesliga,24,12.9,2.25,0.08,0.00
Milan Škriniar\Milan-Skriniar,DF,Inter,it Serie A,25,30.9,0.61,0.00,0.00
Steven Skrzybski\Steven-Skrzybski,FWDF,Schalke 04,de Bundesliga,27,4.7,1.70,0.00,0.00
Petar Škuletić\Petar-Skuletic,FWMF,Montpellier,fr Ligue 1,30,2.6,1.92,0.00,0.00
Islam Slimani\Islam-Slimani,FW,Leicester City,eng Premier League,32,0.2,5.00,0.00,0.00
Islam Slimani\Islam-Slimani,FW,Lyon,fr Ligue 1,32,6.4,2.19,0.00,0.00
William Smallbone\William-Smallbone,MF,Southampton,eng Premier League,20,1.9,1.58,0.00,0.00
Chris Smalling\Chris-Smalling,DF,Roma,it Serie A,30,12.3,0.41,0.00,0.08
Emile Smith-Rowe\Emile-Smith-Rowe,MFFW,Arsenal,eng Premier League,20,16.0,2.69,0.13,0.06
Robert Snodgrass\Robert-Snodgrass,MFFW,West Brom,eng Premier League,32,5.8,1.03,0.00,0.00
Robert Snodgrass\Robert-Snodgrass,FWDF,West Ham,eng Premier League,32,0.1,10.0,0.00,0.00
Cédric Soares\Cedric-Soares,DF,Arsenal,eng Premier League,28,8.3,1.69,0.24,0.12
Rafa Soares\Rafa-Soares,DF,Eibar,es La Liga,25,12.6,1.59,0.00,0.00
Rubén Sobrino\Ruben-Sobrino,MFFW,Valencia,es La Liga,28,0.5,2.00,0.00,0.00
Rubén Sobrino\Ruben-Sobrino,FWMF,Cádiz,es La Liga,28,12.4,1.61,0.08,0.08
Simon Sohm\Simon-Sohm,MF,Parma,it Serie A,19,10.0,1.20,0.30,0.00
Augusto Solari\Augusto-Solari,MF,Celta Vigo,es La Liga,28,5.4,2.41,0.00,0.00
Roberto Soldado\Roberto-Soldado,FW,Granada,es La Liga,35,16.0,1.31,0.00,0.06
Carlos Soler\Carlos-Soler,MF,Valencia,es La Liga,23,30.4,2.43,0.13,0.00
Yann Sommer\Yann-Sommer,GK,M'Gladbach,de Bundesliga,31,30.1,0.00,0.00,0.00
Son\Son,DFMF,Levante,es La Liga,26,12.3,2.76,0.08,0.00
Brandon Soppy\Brandon-Soppy,DF,Rennes,fr Ligue 1,18,6.2,1.29,0.16,0.00
David Soria\David-Soria,GK,Getafe,es La Liga,27,28.0,0.21,0.00,0.00
Roberto Soriano\Roberto-Soriano,MF,Bologna,it Serie A,29,36.1,2.83,0.08,0.11
Alberto Soro\Alberto-Soro,FWMF,Granada,es La Liga,21,4.4,2.05,0.23,0.00
Borna Sosa\Borna-Sosa,DF,Stuttgart,de Bundesliga,22,22.7,3.30,0.04,0.00
Hugo Sotelo\Hugo-Sotelo,MF,Celta Vigo,es La Liga,16,0.0,0,0,0
Florian Sotoca\Florian-Sotoca,FW,Lens,fr Ligue 1,29,26.8,2.16,0.15,0.00
Riccardo Sottil\Riccardo-Sottil,MFFW,Cagliari,it Serie A,21,13.2,2.80,0.23,0.08
Cheick Souaré\Cheick-Souare,MF,Marseille,fr Ligue 1,17,0.1,0.00,0.00,0.00
Tomáš Souček\Tomas-Soucek,MF,West Ham,eng Premier League,25,38.0,1.18,0.03,0.00
Rayan Souici\Rayan-Souici,DF,Saint-Étienne,fr Ligue 1,22,0.1,0.00,0.00,0.00
Cebio Soukou\Cebio-Soukou,FWMF,Arminia,de Bundesliga,27,5.1,1.57,0.20,0.00
Adama Soumaoro\Adama-Soumaoro,DF,Bologna,it Serie A,28,19.5,0.46,0.00,0.05
Adama Soumaoro\Adama-Soumaoro,DF,Lille,fr Ligue 1,28,1.6,0.63,0.00,0.00
Boubakary Soumaré\Boubakary-Soumare,MF,Lille,fr Ligue 1,21,21.3,1.36,0.00,0.05
Yaya Soumaré\Yaya-Soumare,FW,Lyon,fr Ligue 1,20,0.0,0,0,0
Arnaud Souquet\Arnaud-Souquet,DF,Montpellier,fr Ligue 1,28,13.6,1.69,0.07,0.00
Ansou Sow\Ansou-Sow,MF,Lens,fr Ligue 1,20,0.1,0.00,0.00,0.00
Djibril Sow\Djibril-Sow,MF,Eint Frankfurt,de Bundesliga,23,24.2,1.65,0.00,0.04
Saidou Sow\Saidou-Sow,DF,Saint-Étienne,fr Ligue 1,18,11.1,0.18,0.00,0.00
Çağlar Söyüncü\Caglar-Soyuncu,DF,Leicester City,eng Premier League,24,20.2,0.50,0.05,0.05
Leonardo Spinazzola\Leonardo-Spinazzola,DF,Roma,it Serie A,27,23.6,2.84,0.47,0.00
Marco Sportiello\Marco-Sportiello,GK,Atalanta,it Serie A,28,14.0,0.00,0.00,0.00
Mattia Sprocati\Mattia-Sprocati,FW,Parma,it Serie A,27,0.2,0.00,0.00,0.00
Jerry St. Juste\Jerry-St-Juste,DF,Mainz 05,de Bundesliga,23,32.0,0.81,0.09,0.03
Benjamin Stambouli\Benjamin-Stambouli,MFDF,Schalke 04,de Bundesliga,29,21.7,0.92,0.00,0.05
Josip Stanišić\Josip-Stanisic,DF,Bayern Munich,de Bundesliga,20,1.0,0.00,0.00,0.00
Niklas Stark\Niklas-Stark,DFMF,Hertha BSC,de Bundesliga,25,31.0,0.32,0.00,0.03
Renato Steffen\Renato-Steffen,FWMF,Wolfsburg,de Bundesliga,28,17.4,2.82,0.23,0.11
Zack Steffen\Zack-Steffen,GK,Manchester City,eng Premier League,25,1.0,0.00,0.00,0.00
Pascal Stenzel\Pascal-Stenzel,DF,Stuttgart,de Bundesliga,24,14.2,0.70,0.00,0.00
Dale Stephens\Dale-Stephens,MF,Burnley,eng Premier League,31,2.9,0.69,0.00,0.00
Jack Stephens\Jack-Stephens,DF,Southampton,eng Premier League,26,17.1,1.05,0.00,0.06
Raheem Sterling\Raheem-Sterling,FW,Manchester City,eng Premier League,25,28.2,3.55,0.50,0.00
Enda Stevens\Enda-Stevens,DF,Sheffield Utd,eng Premier League,30,30.0,1.07,0.03,0.00
Lars Stindl\Lars-Stindl,MFFW,M'Gladbach,de Bundesliga,31,21.8,3.49,0.00,0.14
Kevin Stöger\Kevin-Stoger,MFFW,Mainz 05,de Bundesliga,26,6.0,3.33,0.00,0.00
John Stones\John-Stones,DF,Manchester City,eng Premier League,26,21.5,0.65,0.00,0.00
Thomas Strakosha\Thomas-Strakosha,GK,Lazio,it Serie A,25,9.0,0.11,0.00,0.00
Tobias Strobl\Tobias-Strobl,MF,Augsburg,de Bundesliga,30,20.5,1.22,0.00,0.00
Kevin Strootman\Kevin-Strootman,MF,Marseille,fr Ligue 1,30,2.6,1.54,0.00,0.00
Kevin Strootman\Kevin-Strootman,MF,Genoa,it Serie A,30,14.6,2.47,0.00,0.14
Pascal Struijk\Pascal-Struijk,DFMF,Leeds United,eng Premier League,20,23.1,0.52,0.00,0.00
Jens Stryger Larsen\Jens-Stryger-Larsen,DF,Udinese,it Serie A,29,29.3,1.02,0.10,0.00
Stefano Sturaro\Stefano-Sturaro,MF,Hellas Verona,it Serie A,27,4.7,1.06,0.00,0.00
Stefano Sturaro\Stefano-Sturaro,MF,Genoa,it Serie A,27,4.9,1.22,0.00,0.00
Damián Suárez\Damian-Suarez,DF,Getafe,es La Liga,32,27.0,1.33,0.04,0.04
Denis Suárez\Denis-Suarez,MF,Celta Vigo,es La Liga,26,31.7,2.46,0.06,0.03
Luis Suárez\Luis-Suarez,FW,Atlético Madrid,es La Liga,33,27.9,2.37,0.14,0.04
Marek Suchý\Marek-Suchy,DF,Augsburg,de Bundesliga,32,3.4,0.00,0.00,0.00
Niklas Süle\Niklas-Sule,DF,Bayern Munich,de Bundesliga,24,16.7,1.62,0.06,0.00
Suso\Suso,FW,Sevilla,es La Liga,26,24.6,4.07,0.45,0.08
Bosko Sutalo\Bosko-Sutalo,DF,Atalanta,it Serie A,20,2.6,1.92,0.00,0.00
Mattias Svanberg\Mattias-Svanberg,MF,Bologna,it Serie A,21,20.6,2.38,0.24,0.10
Abdoulaye Sylla\Abdoulaye-Sylla,DF,Nantes,fr Ligue 1,20,0.1,0.00,0.00,0.00
Issiaga Sylla\Issiaga-Sylla,DF,Lens,fr Ligue 1,26,12.4,1.53,0.00,0.08
Eddy Sylvestre\Eddy-Sylvestre,FWMF,Nice,fr Ligue 1,20,1.1,1.82,0.00,0.00
Ádám Szalai\Adam-Szalai,FW,Mainz 05,de Bundesliga,32,8.1,1.48,0.00,0.12
Wojciech Szczęsny\Wojciech-Szczesny,GK,Juventus,it Serie A,30,29.7,0.07,0.00,0.00
Frederik Sørensen\Frederik-Sorensen,DFMF,Köln,de Bundesliga,28,1.1,0.91,0.00,0.00
Alexander Sørloth\Alexander-Sorloth,FW,RB Leipzig,de Bundesliga,24,16.0,3.75,0.13,0.19
Tachi\Tachi,DF,Alavés,es La Liga,22,9.4,0.53,0.00,0.11
Jonathan Tah\Jonathan-Tah,DF,Leverkusen,de Bundesliga,24,24.7,0.20,0.00,0.00
Waniss Taibi\Waniss-Taibi,MF,Angers,fr Ligue 1,18,0.4,2.50,0.00,0.00
Flavien Tait\Flavien-Tait,MFFW,Rennes,fr Ligue 1,27,15.2,3.36,0.33,0.07
Adrien Tameze\Adrien-Tameze,MF,Hellas Verona,it Serie A,26,25.6,1.37,0.12,0.08
Japhet Tanganga\Japhet-Tanganga,DF,Tottenham,eng Premier League,21,5.4,0.19,0.00,0.00
Renato Tapia\Renato-Tapia,MF,Celta Vigo,es La Liga,25,30.0,0.87,0.00,0.03
Edmond Tapsoba\Edmond-Tapsoba,DF,Leverkusen,de Bundesliga,21,29.5,0.85,0.00,0.00
Matt Targett\Matt-Targett,DF,Aston Villa,eng Premier League,24,37.8,2.12,0.00,0.03
James Tarkowski\James-Tarkowski,DF,Burnley,eng Premier League,27,36.0,0.69,0.00,0.03
Ciprian Tătărușanu\Ciprian-Tatarusanu,GK,Milan,it Serie A,34,1.0,0.00,0.00,0.00
Percy Tau\Percy-Tau,FWMF,Brighton,eng Premier League,26,1.1,4.55,0.91,0.00
Niklas Tauer\Niklas-Tauer,MFDF,Mainz 05,de Bundesliga,19,0.8,1.25,0.00,0.00
Heriberto Tavares\Heriberto-Tavares,MFFW,Brest,fr Ligue 1,23,0.5,0.00,0.00,0.00
Sidnei Tavares\Sidnei-Tavares,MF,Leicester City,eng Premier League,18,0.9,1.11,0.00,0.00
Tomás Tavares\Tomas-Tavares,MFDF,Alavés,es La Liga,19,0.7,2.86,0.00,0.00
Charlie Taylor\Charlie-Taylor,DF,Burnley,eng Premier League,26,27.0,1.07,0.00,0.00
Neil Taylor\Neil-Taylor,DF,Aston Villa,eng Premier League,31,0.2,0.00,0.00,0.00
Allan Tchaptchet\Allan-Tchaptchet,DF,Southampton,eng Premier League,18,0.1,0.00,0.00,0.00
Warren Tchimbembé\Warren-Tchimbembe,MFFW,Metz,fr Ligue 1,22,5.5,1.82,0.00,0.18
Aurélien Tchouaméni\Aurelien-Tchouameni,MF,Monaco,fr Ligue 1,20,34.0,1.59,0.03,0.06
Álvaro Tejero\Alvaro-Tejero,DF,Eibar,es La Liga,24,1.2,3.33,0.00,0.00
Nathan Tella\Nathan-Tella,FWMF,Southampton,eng Premier League,21,8.3,2.29,0.36,0.00
Alex Telles\Alex-Telles,DF,Manchester Utd,eng Premier League,27,7.7,2.73,0.00,0.00
Andrés Tello\Andres-Tello,MFDF,Benevento,it Serie A,23,4.6,1.09,0.00,0.00
Cristian Tello\Cristian-Tello,FWMF,Betis,es La Liga,28,14.3,2.66,0.21,0.07
Lino Tempelmann\Lino-Tempelmann,MFDF,Freiburg,de Bundesliga,21,3.0,1.00,0.00,0.00
Hidde ter Avest\Hidde-ter-Avest,DF,Udinese,it Serie A,23,3.9,0.51,0.00,0.00
Marc-André ter Stegen\Marc-Andre-ter-Stegen,GK,Barcelona,es La Liga,28,31.0,0.16,0.00,0.00
Pietro Terracciano\Pietro-Terracciano,GK,Fiorentina,it Serie A,30,3.0,0.00,0.00,0.00
Martin Terrier\Martin-Terrier,FWMF,Rennes,fr Ligue 1,23,27.1,2.95,0.15,0.07
Claudio Terzi\Claudio-Terzi,DF,Spezia,it Serie A,36,20.8,0.53,0.00,0.00
Kenny Tete\Kenny-Tete,DF,Lyon,fr Ligue 1,24,0.2,5.00,0.00,5.00
Kenny Tete\Kenny-Tete,DF,Fulham,eng Premier League,24,16.5,1.82,0.00,0.00
Cedric Teuchert\Cedric-Teuchert,FWMF,Union Berlin,de Bundesliga,23,8.4,2.14,0.24,0.00
Florian Thauvin\Florian-Thauvin,FWMF,Marseille,fr Ligue 1,27,30.4,3.19,0.07,0.00
Malick Thiaw\Malick-Thiaw,DF,Schalke 04,de Bundesliga,18,16.1,0.37,0.00,0.00
Jan Thielmann\Jan-Thielmann,FWMF,Köln,de Bundesliga,18,11.4,1.67,0.00,0.00
Sada Thioub\Sada-Thioub,FWMF,Angers,fr Ligue 1,25,14.0,3.50,0.57,0.00
William Thomas Fish\William-Thomas-Fish,DF,Manchester Utd,eng Premier League,17,0.0,0,0,0
Luke Thomas\Luke-Thomas,DF,Leicester City,eng Premier League,19,10.8,1.30,0.00,0.09
Romain Thomas\Romain-Thomas,DF,Angers,fr Ligue 1,32,33.6,0.24,0.00,0.00
Adrien Thomasson\Adrien-Thomasson,MF,Strasbourg,fr Ligue 1,26,29.2,2.91,0.31,0.14
Erik Thommy\Erik-Thommy,DFFW,Stuttgart,de Bundesliga,25,3.5,3.14,0.00,0.00
Morten Thorsby\Morten-Thorsby,MF,Sampdoria,it Serie A,24,29.4,1.46,0.00,0.17
Marcus Thuram\Marcus-Thuram,FW,M'Gladbach,de Bundesliga,22,19.2,2.55,0.36,0.05
Khéphren Thuram-Ulie\Khephren-Thuram-Ulie,MF,Nice,fr Ligue 1,19,16.6,1.14,0.06,0.06
Cheikh Tidiane Sabaly\Cheikh-Tidiane-Sabaly,MF,Metz,fr Ligue 1,21,0.1,10.0,0.00,0.00
Youri Tielemans\Youri-Tielemans,MF,Leicester City,eng Premier League,23,37.3,2.92,0.05,0.11
Kieran Tierney\Kieran-Tierney,DF,Arsenal,eng Premier League,23,25.5,2.27,0.20,0.00
Steffen Tigges\Steffen-Tigges,FWDF,Dortmund,de Bundesliga,22,0.6,1.67,0.00,1.67
Guus Til\Guus-Til,FW,Freiburg,de Bundesliga,22,1.4,0.71,0.00,0.00
David Timor\David-Timor,MFDF,Getafe,es La Liga,30,15.5,1.23,0.00,0.06
Jean-Clair Todibo\Jean-Clair-Todibo,DF,Nice,fr Ligue 1,20,14.8,0.41,0.00,0.00
Karl Toko Ekambi\Karl-Toko-Ekambi,FW,Lyon,fr Ligue 1,27,31.2,3.24,0.48,0.16
Corentin Tolisso\Corentin-Tolisso,MF,Bayern Munich,de Bundesliga,25,8.7,2.18,0.11,0.00
Jeremy Toljan\Jeremy-Toljan,DF,Sassuolo,it Serie A,25,16.6,1.45,0.06,0.00
Rafael Tolói\Rafael-Toloi,DF,Atalanta,it Serie A,29,28.2,1.31,0.04,0.07
Takehiro Tomiyasu\Takehiro-Tomiyasu,DF,Bologna,it Serie A,21,30.2,0.83,0.00,0.00
James Tomkins\James-Tomkins,DF,Crystal Palace,eng Premier League,31,6.1,0.49,0.00,0.00
Fikayo Tomori\Fikayo-Tomori,DF,Chelsea,eng Premier League,22,0.5,0.00,0.00,0.00
Fikayo Tomori\Fikayo-Tomori,DF,Milan,it Serie A,22,16.3,0.25,0.00,0.00
Sandro Tonali\Sandro-Tonali,MF,Milan,it Serie A,20,14.8,2.03,0.00,0.00
Lorenzo Tonelli\Lorenzo-Tonelli,DF,Sampdoria,it Serie A,30,19.8,0.20,0.00,0.00
Toño\Tono,DF,Levante,es La Liga,30,8.1,1.36,0.00,0.00
Ömer Toprak\Omer-Toprak,DF,Werder Bremen,de Bundesliga,31,21.6,0.37,0.00,0.00
Tyron Tormin\Tyron-Tormin,MFFW,Saint-Étienne,fr Ligue 1,19,0.2,0.00,0.00,0.00
Ernesto Torregrossa\Ernesto-Torregrossa,FW,Sampdoria,it Serie A,28,1.9,2.11,0.00,0.00
Lucas Torreira\Lucas-Torreira,MFFW,Atlético Madrid,es La Liga,24,5.8,2.07,0.00,0.17
Ferrán Torres\Ferran-Torres,FWMF,Manchester City,eng Premier League,20,14.5,2.76,0.41,0.07
Óliver Torres\Oliver-Torres,MFFW,Sevilla,es La Liga,25,15.6,3.33,0.32,0.13
Pau Torres\Pau-Torres,DF,Villarreal,es La Liga,23,33.0,0.45,0.00,0.00
Roberto Torres\Roberto-Torres,MFFW,Osasuna,es La Liga,31,21.0,2.24,0.14,0.00
Lucas Torró\Lucas-Torro,MF,Osasuna,es La Liga,26,17.2,1.40,0.12,0.12
Jordan Torunarigha\Jordan-Torunarigha,DF,Hertha BSC,de Bundesliga,22,10.8,0.65,0.00,0.00
Cenk Tosun\Cenk-Tosun,FW,Everton,eng Premier League,29,0.5,4.00,0.00,0.00
Abdoulaye Touré\Abdoulaye-Toure,MF,Nantes,fr Ligue 1,26,18.7,2.09,0.11,0.00
Almamy Touré\Almamy-Toure,DF,Eint Frankfurt,de Bundesliga,24,7.8,3.21,0.13,0.26
Lucas Tousart\Lucas-Tousart,MF,Hertha BSC,de Bundesliga,23,23.2,1.29,0.00,0.04
Andros Townsend\Andros-Townsend,MFFW,Crystal Palace,eng Premier League,29,25.1,2.63,0.28,0.12
Conor Townsend\Conor-Townsend,DF,West Brom,eng Premier League,27,24.8,1.57,0.00,0.04
Mattéo Tramoni\Matteo-Tramoni,FWMF,Cagliari,it Serie A,20,0.8,0.00,0.00,0.00
Adama Traoré\Adama-Traore,FW,Wolves,eng Premier League,24,29.4,3.84,0.71,0.07
Amadou Traore\Amadou-Traore,MFFW,Bordeaux,fr Ligue 1,18,3.4,3.82,0.88,0.00
Bertrand Traoré\Bertrand-Traore,FW,Aston Villa,eng Premier League,24,25.7,3.04,0.62,0.04
Boubacar Traoré\Boubacar-Traore,MF,Metz,fr Ligue 1,18,0.6,5.00,0.00,0.00
Chaka Traorè\Chaka-Traore,FWMF,Parma,it Serie A,15,0.2,5.00,0.00,0.00
Charles Traore\Charles-Traore,DF,Nantes,fr Ligue 1,28,18.9,0.58,0.00,0.00
Cheick Traoré\Cheick-Traore,DF,Lens,fr Ligue 1,25,0.4,0.00,0.00,0.00
Hamari Traoré\Hamari-Traore,DF,Rennes,fr Ligue 1,28,33.3,2.10,0.03,0.00
Ibrahima Traoré\Ibrahima-Traore,FWDF,M'Gladbach,de Bundesliga,32,1.1,0.91,0.00,0.00
Ismaël Traoré\Ismael-Traore,DF,Angers,fr Ligue 1,33,33.3,0.57,0.00,0.03
Kevin Trapp\Kevin-Trapp,GK,Eint Frankfurt,de Bundesliga,30,33.0,0.03,0.00,0.00
Miguel Trauco\Miguel-Trauco,DF,Saint-Étienne,fr Ligue 1,27,22.6,1.90,0.04,0.00
Trézéguet\Trezeguet,FW,Aston Villa,eng Premier League,25,13.0,2.46,0.23,0.00
Manu Trigueros\Manu-Trigueros,MF,Villarreal,es La Liga,28,28.1,2.38,0.00,0.04
Christopher Trimmel\Christopher-Trimmel,DF,Union Berlin,de Bundesliga,33,28.6,2.69,0.00,0.00
Francisco Trincão\Francisco-Trincao,FWMF,Barcelona,es La Liga,20,7.8,2.69,0.38,0.00
Alessandro Tripaldelli\Alessandro-Tripaldelli,DF,Cagliari,it Serie A,21,3.3,0.30,0.00,0.00
Kieran Trippier\Kieran-Trippier,DF,Atlético Madrid,es La Liga,29,27.5,2.73,0.00,0.04
Leandro Trossard\Leandro-Trossard,FWMF,Brighton,eng Premier League,25,29.0,3.45,0.17,0.10
Alexis Trouillet\Alexis-Trouillet,MF,Nice,fr Ligue 1,19,1.2,3.33,0.00,0.00
Adrien Truffert\Adrien-Truffert,DFMF,Rennes,fr Ligue 1,18,21.7,1.66,0.05,0.00
Marvin Tshibuabua\Marvin-Tshibuabua,DF,Saint-Étienne,fr Ligue 1,18,0.5,0.00,0.00,0.00
Kostas Tsimikas\Kostas-Tsimikas,DFFW,Liverpool,eng Premier League,24,0.1,0.00,0.00,0.00
Axel Tuanzebe\Axel-Tuanzebe,DF,Manchester Utd,eng Premier League,22,4.5,0.00,0.00,0.00
Alessandro Tuia\Alessandro-Tuia,DF,Benevento,it Serie A,30,19.6,0.46,0.00,0.05
Ľubomír Tupta\Lubomir-Tupta,MF,Hellas Verona,it Serie A,22,0.6,0.00,0.00,0.00
Tuta\Tuta,DF,Eint Frankfurt,de Bundesliga,21,16.2,0.74,0.00,0.06
Iyenoma Udogie\Iyenoma-Udogie,DFMF,Hellas Verona,it Serie A,17,1.9,1.05,0.00,0.00
Matthieu Udol\Matthieu-Udol,DF,Metz,fr Ligue 1,24,19.2,1.88,0.00,0.05
Naomichi Ueda\Naomichi-Ueda,DF,Nîmes,fr Ligue 1,25,7.9,0.89,0.00,0.00
Chimuanya Ugochukwu\Chimuanya-Ugochukwu,MF,Rennes,fr Ligue 1,16,0.7,0.00,0.00,0.00
Hwang Ui-jo\Hwang-Ui-jo,FWMF,Bordeaux,fr Ligue 1,27,27.8,1.62,0.32,0.04
Samir Ujkani\Samir-Ujkani,GK,Torino,it Serie A,32,1.0,0.00,0.00,0.00
Samuel Umtiti\Samuel-Umtiti,DF,Barcelona,es La Liga,26,7.2,0.83,0.00,0.00
Enes Ünal\Enes-Unal,FW,Getafe,es La Liga,23,14.6,1.85,0.07,0.00
Cengiz Ünder\Cengiz-Under,MFFW,Leicester City,eng Premier League,23,3.1,4.19,0.65,0.00
Dayot Upamecano\Dayot-Upamecano,DF,RB Leipzig,de Bundesliga,21,25.9,0.93,0.00,0.00
Kacper Urbanski\Kacper-Urbanski,MF,Bologna,it Serie A,15,0.0,1,0,0
Mark Uth\Mark-Uth,FWMF,Schalke 04,de Bundesliga,28,16.6,2.77,0.12,0.18
Tomáš Vaclík\Tomas-Vaclik,GK,Sevilla,es La Liga,31,5.0,0.00,0.00,0.00
Eugeni Valderrama\Eugeni-Valderrama,FWMF,Huesca,es La Liga,26,1.3,3.08,0.00,0.00
Lautaro Valenti\Lautaro-Valenti,DF,Parma,it Serie A,21,5.5,0.36,0.00,0.00
Antoine Valerio\Antoine-Valerio,MF,Nîmes,fr Ligue 1,20,0.8,2.50,0.00,0.00
Borja Valero\Borja-Valero,MFFW,Fiorentina,it Serie A,35,5.5,1.82,0.00,0.00
Yan Valery\Yan-Valery,DFMF,Southampton,eng Premier League,21,1.1,0.00,0.00,0.00
Jesús Vallejo\Jesus-Vallejo,DF,Granada,es La Liga,23,15.0,0.33,0.00,0.00
Manu Vallejo\Manu-Vallejo,FWMF,Valencia,es La Liga,23,10.6,1.70,0.28,0.00
Federico Valverde\Federico-Valverde,MF,Real Madrid,es La Liga,22,14.8,3.31,0.07,0.20
Raphaël Varane\Raphael-Varane,DF,Real Madrid,es La Liga,27,30.2,0.53,0.00,0.00
Jamie Vardy\Jamie-Vardy,FW,Leicester City,eng Premier League,33,31.6,2.03,0.38,0.03
Ruben Vargas\Ruben-Vargas,MFFW,Augsburg,de Bundesliga,21,17.9,2.29,0.11,0.00
Denis Vavro\Denis-Vavro,DF,Lazio,it Serie A,24,0.4,0.00,0.00,0.00
Denis Vavro\Denis-Vavro,DF,Huesca,es La Liga,24,6.8,1.03,0.00,0.15
Franco Vázquez\Franco-Vazquez,FWMF,Sevilla,es La Liga,31,1.8,2.78,0.00,0.00
Kevin Vázquez\Kevin-Vazquez,DF,Celta Vigo,es La Liga,27,6.2,0.81,0.00,0.00
